start_year,initial_cash,monthly_funding,acquisition,initial_accounts,withdrawal,cadence,amount,headroom,reserve,ongoing,terminal,total,accounts,alive,deaths,peak_live,spend,receipts,contributions,ending_owner_cash,cash_limited_decisions,minimum_owner_cash,copies,signals_loaded,signals_executed,signal_participation,zero_live_signals,pending_replacements,allocation_sha256
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,6800,31900.0,324631.65,112376.93,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,8469088b54172fa23cf2ef68047a3481020774bfd3202967fd9916a092fd8bcf
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,6800,31900.0,324631.65,112376.93,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,8469088b54172fa23cf2ef68047a3481020774bfd3202967fd9916a092fd8bcf
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,10000,35100.0,224763.15,161650.35,386413.5,67,20,47,20,13400.0,399813.5,16600.0,403013.5,1091,0.0,100444,12658,9308,0.7353452362142519,2,0,8dca232b3aa4be4a5c00bd05ea3a38947794a889968505eecb037a31d587b763
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,10000,35100.0,224763.15,161650.35,386413.5,67,20,47,20,13400.0,399813.5,16600.0,403013.5,1091,0.0,100444,12658,9308,0.7353452362142519,2,0,8dca232b3aa4be4a5c00bd05ea3a38947794a889968505eecb037a31d587b763
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,10000,35100.0,224763.15,161650.35,386413.5,67,20,47,20,13400.0,399813.5,16600.0,403013.5,1091,0.0,100444,12658,9308,0.7353452362142519,2,0,8dca232b3aa4be4a5c00bd05ea3a38947794a889968505eecb037a31d587b763
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,15000,40100.0,108324.6,165107.32,273431.92,71,20,51,20,14200.0,287631.92,16600.0,290031.92,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,5023e16b46c0fbb078a5efa548492fd17771bdd45b2c7fda19c115a733a28abc
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,15000,40100.0,108324.6,165107.32,273431.92,71,20,51,20,14200.0,287631.92,16600.0,290031.92,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,5023e16b46c0fbb078a5efa548492fd17771bdd45b2c7fda19c115a733a28abc
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,15000,40100.0,108324.6,165107.32,273431.92,71,20,51,20,14200.0,287631.92,16600.0,290031.92,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,5023e16b46c0fbb078a5efa548492fd17771bdd45b2c7fda19c115a733a28abc
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,0,25100.0,501075.7,30000.0,531075.7,305,20,285,20,61000.0,592075.7,16600.0,547675.7,43,0.0,159213,12658,9280,0.7331331963975352,24,0,c91dfc402fc2cbcaad14b3d86eb686ddb880aa9027adf4c20c73cfb670ef9a69
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,100,25200.0,499075.9,30000.0,529075.9,305,20,285,20,61000.0,590075.9,16600.0,545675.9,43,0.0,159253,12658,9282,0.7332911992415864,22,0,a75efb9ace2dbacc840d7dc316d965601bed1c2961f805e3718fc95433a8520f
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,200,25300.0,497075.9,30000.0,527075.9,305,20,285,20,61000.0,588075.9,16600.0,543675.9,43,0.0,159273,12658,9283,0.7333702006636119,20,0,a22828e7f0c65f9ea29635576e1e8de466a83fa2d65d7b0aad9129294f024214
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,300,25400.0,495075.9,30000.0,525075.9,305,20,285,20,61000.0,586075.9,16600.0,541675.9,43,0.0,159273,12658,9283,0.7333702006636119,20,0,a22828e7f0c65f9ea29635576e1e8de466a83fa2d65d7b0aad9129294f024214
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,400,25500.0,497075.9,30000.0,527075.9,285,20,265,20,57000.0,584075.9,16600.0,543675.9,43,0.0,159313,12658,9285,0.7335282035076631,17,0,0e1f15efd6cf5b55ece324b2e86ac9210bd845bdcc9c718c99951ccd535a93d5
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,500,25600.0,495075.9,30000.0,525075.9,285,20,265,20,57000.0,582075.9,16600.0,541675.9,43,0.0,159273,12658,9283,0.7333702006636119,19,0,b9f69ed22dc357c9ead16e74aeb0fe6fb06cd7fb07be4504cc473e034320e39e
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,2000,27100.0,393251.0,30000.0,423251.0,174,20,154,20,34800.0,458051.0,16600.0,439851.0,806,0.0,111443,12658,9143,0.7223100015800284,216,0,30d2b4366811cc8509646940ea00f1620ac3462b7f944ec4fcc1762065f6998f
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,4000,29100.0,379422.75,30000.0,409422.75,108,20,88,20,21600.0,431022.75,16600.0,426022.75,896,0.0,108677,12658,9303,0.7349502291041239,7,0,df418cb145af70838371c27d132cfc2b0440533445b54dffa1a00d5b5395aabe
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,4900,30000.0,321142.75,30000.0,351142.75,85,20,65,20,17000.0,368142.75,16600.0,367742.75,896,0.0,108556,12658,9307,0.7352662347922263,4,0,917ddf563d204ecf86a976b986cfbd4ca993fe6180648b3eb694e5babe0c4988
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,6000,31100.0,315608.8,129750.93,445359.73,65,20,45,20,13000.0,458359.73,16600.0,461959.73,926,0.0,107113,12658,9308,0.7353452362142519,2,0,1da00436fa320da262ececcdcf3a1f65c682b16415dd259e6228b1548db3b4b2
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,6800,31900.0,285138.95,145750.93,430889.88,66,20,46,20,13200.0,444089.88,16600.0,447489.88,993,0.0,104632,12658,9308,0.7353452362142519,2,0,7a44de37fd4c39225eb50251fd998db9f1057368e3cf6f36072798b383b0c2bf
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,10000,35100.0,177945.9,173622.97,351568.87,67,20,47,20,13400.0,364968.87,16600.0,368168.87,1145,0.0,98575,12658,9308,0.7353452362142519,2,0,d0320b594cf1a8abafb50743be35d96c6cfb2334ba9e8c0c19140f2c744c2ae4
2020,1000,200,monthly_current_slot_replacements,1,maximum,calendar_month,0,15000,40100.0,86452.5,169431.03,255883.53,71,20,51,20,14200.0,270083.53,16600.0,272483.53,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,9f12374d020b49317c5c190de7bbbcf1db149012bf4b66b8f85913ff44f3b493
2020,1000,200,monthly_current_slot_replacements,1,maximum,daily,0,0,25100.0,624674.85,0,624674.85,569,20,549,20,113800.0,738474.85,16600.0,641274.85,43,0.0,158893,12658,9259,0.7314741665349976,54,0,f86fb182b8a1ef4061e87cfd60b41ab26067f7760b5cff609962a453461d173d
2020,1000,200,monthly_current_slot_replacements,1,maximum,daily,0,100,25200.0,622675.05,0,622675.05,569,20,549,20,113800.0,736475.05,16600.0,639275.05,43,0.0,158993,12658,9264,0.7318691736451256,49,0,bc906c03ce441fe52bd2bcacab1dd07dd5879cf60cca082c3f16f133f0927088
2020,1000,200,monthly_current_slot_replacements,1,maximum,daily,0,200,25300.0,619554.05,0,619554.05,569,20,549,20,113800.0,733354.05,16600.0,636154.05,43,0.0,159033,12658,9266,0.7320271764891768,45,0,651bfdeda22561288b6db5b254d1de95fba381f609840fed0a443ddf299588ff
