product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,daily,10000,35100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,daily,12500,37600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,daily,15000,40100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,100,25200.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,200,25300.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,300,25400.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,400,25500.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,500,25600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,1000,26100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,2000,27100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3000,28100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3500,28600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3600,28700.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3700,28800.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3800,28900.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,3900,29000.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4000,29100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4100,29200.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4200,29300.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4300,29400.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4400,29500.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4500,29600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,4900,30000.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,5000,30100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6000,31100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6100,31200.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6200,31300.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6300,31400.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6400,31500.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,6600,31700.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0
