initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve_25k,reserve_50k,ongoing_25k,ongoing_50k,ongoing_delta_50k_minus_25k,total_25k,total_50k,total_delta_50k_minus_25k
5000,0,monthly_current_slot_replacements,maximum,weekly,1600,26700.0,51700.0,708091.45,666909.75,-41181.7,708091.45,666909.75,-41181.7
5000,0,monthly_current_slot_replacements,maximum,weekly,1700,26800.0,51800.0,699223.1,670066.75,-29156.35,699223.1,670066.75,-29156.35
5000,0,monthly_current_slot_replacements,maximum,weekly,1800,26900.0,51900.0,686111.1,679116.75,-6994.35,686111.1,679116.75,-6994.35
5000,0,monthly_current_slot_replacements,maximum,weekly,1900,27000.0,52000.0,667711.6,671183.75,3472.15,667711.6,671183.75,3472.15
5000,0,monthly_current_slot_replacements,maximum,weekly,2000,27100.0,52100.0,648745.35,669356.75,20611.4,648745.35,669356.75,20611.4
5000,0,monthly_current_slot_replacements,maximum,weekly,2100,27200.0,52200.0,645356.85,660207.45,14850.6,645356.85,660207.45,14850.6
5000,0,monthly_current_slot_replacements,maximum,weekly,2200,27300.0,52300.0,648413.55,645785.15,-2628.4,648413.55,645785.15,-2628.4
5000,0,monthly_current_slot_replacements,maximum,weekly,2300,27400.0,52400.0,629517.05,626440.85,-3076.2,629517.05,626440.85,-3076.2
5000,0,monthly_current_slot_replacements,maximum,weekly,2400,27500.0,52500.0,655178.7,634450.7,-20728.0,655178.7,634450.7,-20728.0
5000,0,monthly_current_slot_replacements,maximum,weekly,2500,27600.0,52600.0,669145.45,611287.65,-57857.8,669145.45,611287.65,-57857.8
5000,0,monthly_current_slot_replacements,maximum,weekly,3000,28100.0,53100.0,607300.7,562536.7,-44764.0,607300.7,562536.7,-44764.0
5000,0,monthly_current_slot_replacements,maximum,weekly,4000,29100.0,54100.0,582875.6,525015.9,-57859.7,582875.6,525015.9,-57859.7
5000,0,monthly_current_slot_replacements,maximum,weekly,4900,30000.0,55000.0,530002.62,527394.14,-2608.48,530002.62,527394.14,-2608.48
5000,0,monthly_current_slot_replacements,maximum,weekly,5000,30100.0,55100.0,527180.88,522508.94,-4671.94,527180.88,522508.94,-4671.94
5000,0,monthly_current_slot_replacements,maximum,weekly,6000,31100.0,56100.0,500654.54,494044.79,-6609.75,530654.54,534044.79,3390.25
5000,0,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,56600.0,493402.42,489413.0,-3989.42,579992.77,576208.53,-3784.24
5000,0,monthly_current_slot_replacements,maximum,weekly,6800,31900.0,56900.0,477793.09,483563.0,5769.91,570767.87,576208.53,5440.66
5000,0,monthly_current_slot_replacements,maximum,weekly,7000,32100.0,57100.0,484192.54,478080.66,-6111.88,580192.77,574775.26,-5417.51
5000,0,monthly_current_slot_replacements,maximum,weekly,8000,33100.0,58100.0,395987.3,397657.07,1669.77,517058.0,519122.51,2064.51
5000,0,monthly_current_slot_replacements,maximum,weekly,9000,34100.0,59100.0,354173.44,367419.46,13246.02,496098.8,509011.22,12912.42
5000,0,monthly_current_slot_replacements,maximum,weekly,10000,35100.0,60100.0,349290.44,348689.99,-600.45,510482.2,509618.59,-863.61
5000,0,monthly_current_slot_replacements,maximum,weekly,12500,37600.0,62600.0,278037.61,260101.95,-17935.66,488618.55,470896.25,-17722.3
5000,0,monthly_current_slot_replacements,maximum,weekly,15000,40100.0,65100.0,161161.9,162526.05,1364.15,374567.49,400838.17,26270.68
5000,0,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,50100.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,100,25200.0,50200.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,200,25300.0,50300.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,300,25400.0,50400.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,400,25500.0,50500.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,500,25600.0,50600.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,1000,26100.0,51100.0,479000.0,427000.0,-52000.0,646827.8,599318.14,-47509.66
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2000,27100.0,52100.0,462300.0,427000.0,-35300.0,632380.33,599318.14,-33062.19
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2500,27600.0,52600.0,422050.0,411500.0,-10550.0,602455.2,597367.84,-5087.36
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2600,27700.0,52700.0,415050.0,407500.0,-7550.0,602455.2,595513.85,-6941.35
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2700,27800.0,52800.0,414450.0,410250.0,-4200.0,602355.2,597972.43,-4382.77
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2800,27900.0,52900.0,404050.0,409250.0,5200.0,593019.78,596879.32,3859.54
5000,0,monthly_current_slot_replacements,minimum,calendar_month,2900,28000.0,53000.0,404050.0,407750.0,3700.0,593019.78,599587.9,6568.12
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3000,28100.0,53100.0,404100.0,406250.0,2150.0,594419.78,599587.9,5168.12
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3100,28200.0,53200.0,390900.0,400500.0,9600.0,589543.44,597892.83,8349.39
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3200,28300.0,53300.0,390400.0,400000.0,9600.0,589543.44,597892.83,8349.39
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3300,28400.0,53400.0,391000.0,396500.0,5500.0,590143.44,596136.67,5993.23
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3400,28500.0,53500.0,391000.0,396500.0,5500.0,590143.44,596136.67,5993.23
5000,0,monthly_current_slot_replacements,minimum,calendar_month,3500,28600.0,53600.0,390550.0,395000.0,4450.0,591543.44,596136.67,4593.23
5000,0,monthly_current_slot_replacements,minimum,calendar_month,4000,29100.0,54100.0,374700.0,373750.0,-950.0,588776.34,586282.61,-2493.73
5000,0,monthly_current_slot_replacements,minimum,calendar_month,4900,30000.0,55000.0,351900.0,330750.0,-21150.0,583579.14,561473.03,-22106.11
5000,0,monthly_current_slot_replacements,minimum,calendar_month,5000,30100.0,55100.0,348800.0,325000.0,-23800.0,581780.54,554912.04,-26868.5
5000,0,monthly_current_slot_replacements,minimum,calendar_month,6000,31100.0,56100.0,295600.0,307000.0,11400.0,540985.91,552263.48,11277.57
5000,0,monthly_current_slot_replacements,minimum,calendar_month,6500,31600.0,56600.0,279900.0,280500.0,600.0,531265.95,531940.8,674.85
5000,0,monthly_current_slot_replacements,minimum,calendar_month,6800,31900.0,56900.0,279400.0,276250.0,-3150.0,531265.95,528011.58,-3254.37
5000,0,monthly_current_slot_replacements,minimum,calendar_month,7000,32100.0,57100.0,271900.0,273750.0,1850.0,531265.95,532105.03,839.08
5000,0,monthly_current_slot_replacements,minimum,calendar_month,8000,33100.0,58100.0,260900.0,260000.0,-900.0,531346.5,526145.31,-5201.19
5000,0,monthly_current_slot_replacements,minimum,calendar_month,9000,34100.0,59100.0,253400.0,245000.0,-8400.0,533760.73,506273.67,-27487.06
5000,0,monthly_current_slot_replacements,minimum,calendar_month,10000,35100.0,60100.0,224800.0,225750.0,950.0,484218.55,483334.6,-883.95
5000,0,monthly_current_slot_replacements,minimum,calendar_month,12500,37600.0,62600.0,195500.0,174750.0,-20750.0,487612.7,452774.46,-34838.24
5000,0,monthly_current_slot_replacements,minimum,calendar_month,15000,40100.0,65100.0,76800.0,86000.0,9200.0,323249.51,360174.29,36924.78
5000,0,monthly_current_slot_replacements,minimum,daily,0,25100.0,50100.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,100,25200.0,50200.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,200,25300.0,50300.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,300,25400.0,50400.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,400,25500.0,50500.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,500,25600.0,50600.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,1000,26100.0,51100.0,611200.0,591250.0,-19950.0,611200.0,591250.0,-19950.0
5000,0,monthly_current_slot_replacements,minimum,daily,1500,26600.0,51600.0,658300.0,591250.0,-67050.0,658300.0,591250.0,-67050.0
5000,0,monthly_current_slot_replacements,minimum,daily,1600,26700.0,51700.0,658300.0,591250.0,-67050.0,658300.0,591250.0,-67050.0
5000,0,monthly_current_slot_replacements,minimum,daily,1700,26800.0,51800.0,679000.0,591250.0,-87750.0,679000.0,591250.0,-87750.0
5000,0,monthly_current_slot_replacements,minimum,daily,1800,26900.0,51900.0,666000.0,591250.0,-74750.0,666000.0,591250.0,-74750.0
5000,0,monthly_current_slot_replacements,minimum,daily,1900,27000.0,52000.0,656100.0,591250.0,-64850.0,656100.0,591250.0,-64850.0
5000,0,monthly_current_slot_replacements,minimum,daily,2000,27100.0,52100.0,656400.0,591250.0,-65150.0,656400.0,591250.0,-65150.0
5000,0,monthly_current_slot_replacements,minimum,daily,2100,27200.0,52200.0,658800.0,586500.0,-72300.0,658800.0,586500.0,-72300.0
5000,0,monthly_current_slot_replacements,minimum,daily,2200,27300.0,52300.0,655300.0,597500.0,-57800.0,655300.0,597500.0,-57800.0
5000,0,monthly_current_slot_replacements,minimum,daily,2300,27400.0,52400.0,651400.0,595750.0,-55650.0,651400.0,595750.0,-55650.0
5000,0,monthly_current_slot_replacements,minimum,daily,2400,27500.0,52500.0,655600.0,609250.0,-46350.0,655600.0,609250.0,-46350.0
5000,0,monthly_current_slot_replacements,minimum,daily,2500,27600.0,52600.0,644700.0,578750.0,-65950.0,644700.0,578750.0,-65950.0
5000,0,monthly_current_slot_replacements,minimum,daily,3000,28100.0,53100.0,588900.0,543300.0,-45600.0,588900.0,543300.0,-45600.0
5000,0,monthly_current_slot_replacements,minimum,daily,4000,29100.0,54100.0,535850.0,532700.0,-3150.0,537350.0,540700.0,3350.0
5000,0,monthly_current_slot_replacements,minimum,daily,4900,30000.0,55000.0,518650.0,514250.0,-4400.0,548650.0,516250.0,-32400.0
5000,0,monthly_current_slot_replacements,minimum,daily,5000,30100.0,55100.0,514650.0,514000.0,-650.0,544650.0,516000.0,-28650.0
5000,0,monthly_current_slot_replacements,minimum,daily,6000,31100.0,56100.0,498850.0,483200.0,-15650.0,528850.0,523200.0,-5650.0
5000,0,monthly_current_slot_replacements,minimum,daily,6500,31600.0,56600.0,489550.0,453250.0,-36300.0,559431.65,516750.96,-42680.69
5000,0,monthly_current_slot_replacements,minimum,daily,6800,31900.0,56900.0,476400.0,444900.0,-31500.0,577343.23,547594.55,-29748.68
5000,0,monthly_current_slot_replacements,minimum,daily,7000,32100.0,57100.0,434050.0,432200.0,-1850.0,536814.82,535965.08,-849.74
5000,0,monthly_current_slot_replacements,minimum,daily,8000,33100.0,58100.0,404050.0,397350.0,-6700.0,528412.18,523344.02,-5068.16
5000,0,monthly_current_slot_replacements,minimum,daily,9000,34100.0,59100.0,386550.0,359750.0,-26800.0,530687.63,507794.45,-22893.18
5000,0,monthly_current_slot_replacements,minimum,daily,10000,35100.0,60100.0,345150.0,329150.0,-16000.0,512436.92,497029.8,-15407.12
5000,0,monthly_current_slot_replacements,minimum,daily,12500,37600.0,62600.0,280750.0,267000.0,-13750.0,496117.4,484579.5,-11537.9
5000,0,monthly_current_slot_replacements,minimum,daily,15000,40100.0,65100.0,149600.0,152500.0,2900.0,365176.29,396424.22,31247.93
5000,0,monthly_current_slot_replacements,minimum,weekly,0,25100.0,50100.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,100,25200.0,50200.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,200,25300.0,50300.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,300,25400.0,50400.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,400,25500.0,50500.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,500,25600.0,50600.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,1000,26100.0,51100.0,662600.0,572250.0,-90350.0,662600.0,572250.0,-90350.0
5000,0,monthly_current_slot_replacements,minimum,weekly,2000,27100.0,52100.0,616900.0,572250.0,-44650.0,616900.0,572250.0,-44650.0
5000,0,monthly_current_slot_replacements,minimum,weekly,3000,28100.0,53100.0,552100.0,530050.0,-22050.0,552100.0,530050.0,-22050.0
5000,0,monthly_current_slot_replacements,minimum,weekly,4000,29100.0,54100.0,510400.0,516950.0,6550.0,540400.0,556950.0,16550.0
5000,0,monthly_current_slot_replacements,minimum,weekly,4900,30000.0,55000.0,498300.0,498700.0,400.0,528300.0,538700.0,10400.0
5000,0,monthly_current_slot_replacements,minimum,weekly,5000,30100.0,55100.0,498000.0,500850.0,2850.0,559314.84,564245.04,4930.2
5000,0,monthly_current_slot_replacements,minimum,weekly,6000,31100.0,56100.0,483700.0,452150.0,-31550.0,584592.82,554460.62,-30132.2
5000,0,monthly_current_slot_replacements,minimum,weekly,6500,31600.0,56600.0,422900.0,425100.0,2200.0,535014.82,537228.95,2214.13
5000,0,monthly_current_slot_replacements,minimum,weekly,6800,31900.0,56900.0,423850.0,419150.0,-4700.0,536864.51,533198.37,-3666.14
5000,0,monthly_current_slot_replacements,minimum,weekly,7000,32100.0,57100.0,415000.0,413050.0,-1950.0,536864.51,534998.68,-1865.83
5000,0,monthly_current_slot_replacements,minimum,weekly,8000,33100.0,58100.0,397000.0,387950.0,-9050.0,538371.17,530095.49,-8275.68
5000,0,monthly_current_slot_replacements,minimum,weekly,9000,34100.0,59100.0,355900.0,340350.0,-15550.0,515422.94,502659.0,-12763.94
5000,0,monthly_current_slot_replacements,minimum,weekly,10000,35100.0,60100.0,322400.0,316500.0,-5900.0,500988.5,497937.15,-3051.35
5000,0,monthly_current_slot_replacements,minimum,weekly,12500,37600.0,62600.0,259100.0,254250.0,-4850.0,488762.5,483736.4,-5026.1
5000,0,monthly_current_slot_replacements,minimum,weekly,15000,40100.0,65100.0,141200.0,140000.0,-1200.0,366953.59,382818.18,15864.59
5000,0,monthly_one,maximum,calendar_month,0,25100.0,50100.0,56614.3,84563.29,27948.99,56614.3,84563.29,27948.99
5000,0,monthly_one,maximum,calendar_month,1000,26100.0,51100.0,57341.5,83461.45,26119.95,57341.5,83461.45,26119.95
5000,0,monthly_one,maximum,calendar_month,2000,27100.0,52100.0,96043.5,82665.0,-13378.5,96043.5,82665.0,-13378.5
5000,0,monthly_one,maximum,calendar_month,3000,28100.0,53100.0,181222.45,261209.15,79986.7,181222.45,261209.15,79986.7
5000,0,monthly_one,maximum,calendar_month,4000,29100.0,54100.0,225029.02,295525.67,70496.65,225029.02,295525.67,70496.65
5000,0,monthly_one,maximum,calendar_month,4400,29500.0,54500.0,297784.15,308969.97,11185.82,297784.15,308969.97,11185.82
5000,0,monthly_one,maximum,calendar_month,4500,29600.0,54600.0,322139.31,306779.97,-15359.34,322139.31,306779.97,-15359.34
5000,0,monthly_one,maximum,calendar_month,4600,29700.0,54700.0,320189.31,304589.97,-15599.34,320189.31,304589.97,-15599.34
5000,0,monthly_one,maximum,calendar_month,4700,29800.0,54800.0,373617.36,365192.41,-8424.95,373617.36,365192.41,-8424.95
5000,0,monthly_one,maximum,calendar_month,4800,29900.0,54900.0,371687.36,363232.41,-8454.95,371687.36,363232.41,-8454.95
5000,0,monthly_one,maximum,calendar_month,4900,30000.0,55000.0,369757.36,361272.41,-8484.95,369757.36,361272.41,-8484.95
5000,0,monthly_one,maximum,calendar_month,5000,30100.0,55100.0,368828.31,359312.41,-9515.9,370328.31,359312.41,-11015.9
5000,0,monthly_one,maximum,calendar_month,5100,30200.0,55200.0,366991.69,357345.79,-9645.9,368491.69,357345.79,-11145.9
5000,0,monthly_one,maximum,calendar_month,5200,30300.0,55300.0,365151.7,355375.8,-9775.9,366651.7,355375.8,-11275.9
5000,0,monthly_one,maximum,calendar_month,5300,30400.0,55400.0,363311.7,353405.8,-9905.9,364811.7,353405.8,-11405.9
5000,0,monthly_one,maximum,calendar_month,5400,30500.0,55500.0,361471.7,351435.8,-10035.9,362971.7,351435.8,-11535.9
5000,0,monthly_one,maximum,calendar_month,5500,30600.0,55600.0,359631.7,349465.8,-10165.9,361131.7,349465.8,-11665.9
5000,0,monthly_one,maximum,calendar_month,5600,30700.0,55700.0,357698.8,347495.8,-10203.0,359198.8,347495.8,-11703.0
5000,0,monthly_one,maximum,calendar_month,5700,30800.0,55800.0,355758.8,345525.8,-10233.0,357258.8,345525.8,-11733.0
5000,0,monthly_one,maximum,calendar_month,5800,30900.0,55900.0,353818.8,343555.8,-10263.0,355318.8,343555.8,-11763.0
5000,0,monthly_one,maximum,calendar_month,5900,31000.0,56000.0,351404.9,341111.9,-10293.0,352904.9,341111.9,-11793.0
5000,0,monthly_one,maximum,calendar_month,6000,31100.0,56100.0,365970.74,359969.85,-6000.89,449068.94,458152.98,9084.04
5000,0,monthly_one,maximum,calendar_month,6100,31200.0,56200.0,364034.78,358003.89,-6030.89,448768.93,458152.97,9384.04
5000,0,monthly_one,maximum,calendar_month,6200,31300.0,56300.0,362094.78,356033.89,-6060.89,448468.93,458152.97,9684.04
5000,0,monthly_one,maximum,calendar_month,6300,31400.0,56400.0,360154.78,354063.89,-6090.89,448168.93,458152.97,9984.04
5000,0,monthly_one,maximum,calendar_month,6400,31500.0,56500.0,358214.78,352093.89,-6120.89,447868.93,458152.97,10284.04
5000,0,monthly_one,maximum,calendar_month,6500,31600.0,56600.0,358140.38,350123.89,-8016.49,460486.01,458152.97,-2333.04
5000,0,monthly_one,maximum,calendar_month,6600,31700.0,56700.0,356200.38,348153.89,-8046.49,452134.53,458152.97,6018.44
5000,0,monthly_one,maximum,calendar_month,6700,31800.0,56800.0,354260.38,346183.89,-8076.49,451834.53,454427.23,2592.7
5000,0,monthly_one,maximum,calendar_month,6800,31900.0,56900.0,352320.38,344213.89,-8106.49,451534.53,454327.23,2792.7
5000,0,monthly_one,maximum,calendar_month,6900,32000.0,57000.0,350380.38,342243.89,-8136.49,451234.53,454227.23,2992.7
5000,0,monthly_one,maximum,calendar_month,7000,32100.0,57100.0,348440.38,340273.89,-8166.49,450934.53,454127.23,3192.7
5000,0,monthly_one,maximum,calendar_month,8000,33100.0,58100.0,329434.28,321073.89,-8360.39,442808.79,453627.23,10818.44
5000,0,monthly_one,maximum,calendar_month,9000,34100.0,59100.0,249437.33,233072.49,-16364.84,354992.19,358980.44,3988.25
5000,0,monthly_one,maximum,calendar_month,10000,35100.0,60100.0,201246.17,164464.09,-36782.08,301474.45,278168.01,-23306.44
5000,0,monthly_one,maximum,calendar_month,12500,37600.0,62600.0,167827.2,109621.1,-58206.1,295433.55,220631.84,-74801.71
5000,0,monthly_one,maximum,calendar_month,15000,40100.0,65100.0,111342.35,62291.7,-49050.65,197820.0,117648.0,-80172.0
5000,0,monthly_one,maximum,daily,0,25100.0,50100.0,65116.1,102341.1,37225.0,65116.1,102341.1,37225.0
5000,0,monthly_one,maximum,daily,1000,26100.0,51100.0,63891.35,98356.65,34465.3,63891.35,98356.65,34465.3
5000,0,monthly_one,maximum,daily,2000,27100.0,52100.0,60960.25,90108.8,29148.55,60960.25,90108.8,29148.55
5000,0,monthly_one,maximum,daily,3000,28100.0,53100.0,146837.05,204728.2,57891.15,146837.05,204728.2,57891.15
5000,0,monthly_one,maximum,daily,4000,29100.0,54100.0,176487.9,240559.45,64071.55,176487.9,240559.45,64071.55
5000,0,monthly_one,maximum,daily,4900,30000.0,55000.0,229408.75,319549.1,90140.35,229408.75,319549.1,90140.35
5000,0,monthly_one,maximum,daily,5000,30100.0,55100.0,228591.74,317941.09,89349.35,228591.74,317941.09,89349.35
5000,0,monthly_one,maximum,daily,5500,30600.0,55600.0,294436.15,326155.78,31719.63,294436.15,327896.88,33460.73
5000,0,monthly_one,maximum,daily,5600,30700.0,55700.0,267125.92,323459.88,56333.96,267125.92,323459.88,56333.96
5000,0,monthly_one,maximum,daily,5700,30800.0,55800.0,368969.22,360608.43,-8360.79,368969.22,360608.43,-8360.79
5000,0,monthly_one,maximum,daily,5800,30900.0,55900.0,367039.22,358648.43,-8390.79,367039.22,358648.43,-8390.79
5000,0,monthly_one,maximum,daily,5900,31000.0,56000.0,365101.63,356680.84,-8420.79,365101.63,356680.84,-8420.79
5000,0,monthly_one,maximum,daily,6000,31100.0,56100.0,363161.63,354710.84,-8450.79,363161.63,354710.84,-8450.79
5000,0,monthly_one,maximum,daily,6100,31200.0,56200.0,361221.63,352740.84,-8480.79,361221.63,352740.84,-8480.79
5000,0,monthly_one,maximum,daily,6200,31300.0,56300.0,359281.63,350770.84,-8510.79,359281.63,350770.84,-8510.79
5000,0,monthly_one,maximum,daily,6300,31400.0,56400.0,357341.63,348800.84,-8540.79,357341.63,348800.84,-8540.79
5000,0,monthly_one,maximum,daily,6400,31500.0,56500.0,355401.63,346830.84,-8570.79,355401.63,346830.84,-8570.79
5000,0,monthly_one,maximum,daily,6500,31600.0,56600.0,353461.63,344860.84,-8600.79,353461.63,344860.84,-8600.79
5000,0,monthly_one,maximum,daily,6800,31900.0,56900.0,358134.02,350756.29,-7377.73,458389.01,458153.0,-236.01
5000,0,monthly_one,maximum,daily,7000,32100.0,57100.0,354254.02,346816.29,-7437.73,458189.01,458153.0,-36.01
5000,0,monthly_one,maximum,daily,7500,32600.0,57600.0,345383.14,337216.27,-8166.87,460018.13,458402.98,-1615.15
5000,0,monthly_one,maximum,daily,7600,32700.0,57700.0,343443.14,335246.27,-8196.87,459918.13,458402.98,-1515.15
5000,0,monthly_one,maximum,daily,7700,32800.0,57800.0,341503.14,333276.27,-8226.87,459818.13,458402.98,-1415.15
5000,0,monthly_one,maximum,daily,7800,32900.0,57900.0,339563.14,331306.27,-8256.87,459718.13,458402.98,-1315.15
5000,0,monthly_one,maximum,daily,7900,33000.0,58000.0,337623.14,329336.27,-8286.87,459618.13,458402.98,-1215.15
5000,0,monthly_one,maximum,daily,8000,33100.0,58100.0,335683.14,327366.27,-8316.87,459518.13,458402.98,-1115.15
5000,0,monthly_one,maximum,daily,8100,33200.0,58200.0,333743.14,325396.27,-8346.87,459418.13,458402.98,-1015.15
5000,0,monthly_one,maximum,daily,8200,33300.0,58300.0,332003.14,323676.27,-8326.87,459518.13,458652.98,-865.15
5000,0,monthly_one,maximum,daily,8300,33400.0,58400.0,330060.25,321706.27,-8353.98,459418.13,458652.98,-765.15
5000,0,monthly_one,maximum,daily,8400,33500.0,58500.0,328110.25,319736.27,-8373.98,459318.13,458652.98,-665.15
5000,0,monthly_one,maximum,daily,8500,33600.0,58600.0,326160.25,317766.27,-8393.98,459218.13,458652.98,-565.15
5000,0,monthly_one,maximum,daily,9000,34100.0,59100.0,295394.39,272081.46,-23312.93,417872.3,412188.46,-5683.84
5000,0,monthly_one,maximum,daily,10000,35100.0,60100.0,238936.5,220143.08,-18793.42,352894.94,355975.93,3080.99
5000,0,monthly_one,maximum,daily,12500,37600.0,62600.0,172113.9,133207.95,-38905.95,296067.15,272810.71,-23256.44
5000,0,monthly_one,maximum,daily,15000,40100.0,65100.0,113667.05,65068.95,-48598.1,210345.74,154509.87,-55835.87
5000,0,monthly_one,maximum,weekly,0,25100.0,50100.0,60751.7,87343.7,26592.0,60751.7,87343.7,26592.0
5000,0,monthly_one,maximum,weekly,1000,26100.0,51100.0,59200.85,86503.6,27302.75,59200.85,86503.6,27302.75
5000,0,monthly_one,maximum,weekly,2000,27100.0,52100.0,62190.85,87759.35,25568.5,62190.85,87759.35,25568.5
5000,0,monthly_one,maximum,weekly,3000,28100.0,53100.0,190853.75,256352.3,65498.55,190853.75,256352.3,65498.55
5000,0,monthly_one,maximum,weekly,4000,29100.0,54100.0,174070.4,236012.45,61942.05,174070.4,236012.45,61942.05
5000,0,monthly_one,maximum,weekly,4400,29500.0,54500.0,166144.65,227089.35,60944.7,166144.65,227089.35,60944.7
5000,0,monthly_one,maximum,weekly,4500,29600.0,54600.0,189424.67,229371.45,39946.78,189424.67,229371.45,39946.78
5000,0,monthly_one,maximum,weekly,4600,29700.0,54700.0,166095.8,226971.45,60875.65,166095.8,226971.45,60875.65
5000,0,monthly_one,maximum,weekly,4700,29800.0,54800.0,164095.8,224398.85,60303.05,164095.8,224398.85,60303.05
5000,0,monthly_one,maximum,weekly,4800,29900.0,54900.0,217093.53,307981.98,90888.45,217093.53,307981.98,90888.45
5000,0,monthly_one,maximum,weekly,4900,30000.0,55000.0,375749.86,310601.48,-65148.38,375749.86,310601.48,-65148.38
5000,0,monthly_one,maximum,weekly,5000,30100.0,55100.0,373819.86,368668.94,-5150.92,373819.86,368668.94,-5150.92
5000,0,monthly_one,maximum,weekly,5100,30200.0,55200.0,371889.84,366608.93,-5280.91,371889.84,366608.93,-5280.91
5000,0,monthly_one,maximum,weekly,5200,30300.0,55300.0,371634.88,365022.83,-6612.05,371634.88,365022.83,-6612.05
5000,0,monthly_one,maximum,weekly,5300,30400.0,55400.0,369704.88,362962.83,-6742.05,369704.88,362962.83,-6742.05
5000,0,monthly_one,maximum,weekly,5400,30500.0,55500.0,367774.91,360902.85,-6872.06,367774.91,360902.85,-6872.06
5000,0,monthly_one,maximum,weekly,5500,30600.0,55600.0,366403.26,358842.85,-7560.41,366403.26,360583.95,-5819.31
5000,0,monthly_one,maximum,weekly,6000,31100.0,56100.0,358021.49,348477.72,-9543.77,359521.49,348477.72,-11043.77
5000,0,monthly_one,maximum,weekly,6100,31200.0,56200.0,356081.49,346507.72,-9573.77,357581.49,346507.72,-11073.77
5000,0,monthly_one,maximum,weekly,6200,31300.0,56300.0,354141.49,344537.72,-9603.77,355641.49,344537.72,-11103.77
5000,0,monthly_one,maximum,weekly,6300,31400.0,56400.0,352201.49,342567.72,-9633.77,353701.49,342567.72,-11133.77
5000,0,monthly_one,maximum,weekly,6400,31500.0,56500.0,350261.49,340597.72,-9663.77,351761.49,340597.72,-11163.77
5000,0,monthly_one,maximum,weekly,6500,31600.0,56600.0,373330.03,365548.96,-7781.07,461270.58,458152.93,-3117.65
5000,0,monthly_one,maximum,weekly,6600,31700.0,56700.0,371400.03,363588.96,-7811.07,461170.58,458152.93,-3017.65
5000,0,monthly_one,maximum,weekly,6700,31800.0,56800.0,369470.02,361628.96,-7841.06,461070.57,458152.93,-2917.64
5000,0,monthly_one,maximum,weekly,6800,31900.0,56900.0,367740.02,359918.96,-7821.06,461170.57,458402.93,-2767.64
5000,0,monthly_one,maximum,weekly,6900,32000.0,57000.0,365802.54,357951.47,-7851.07,461070.58,458402.93,-2667.65
5000,0,monthly_one,maximum,weekly,7000,32100.0,57100.0,363862.54,355981.47,-7881.07,460970.58,458402.93,-2567.65
