product,window,withdrawal,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,live_multiple_account_days,live_mean_balance_std_usd,live_mean_balance_range_usd,live_mean_distinct_balances,live_identical_balance_fraction,frozen_multiple_account_days,frozen_mean_balance_std_usd,frozen_mean_balance_range_usd,frozen_mean_distinct_balances,frozen_identical_balance_fraction,book_empty_transitions,book_wipes_from_at_least_five_live,march30_pretrade_alive,march30_pretrade_distinct,march30_pretrade_profit_min,march30_pretrade_profit_max,job
legacy_50k,full,minimum,7000,57100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,540820.0,100944.81,641764.81,549950.0,114161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,101447.42,101857.86,6031.76,103099.98,6130.02,2317.9641,330.3433,1085.6,7.5893,0.0065,2152.1671,179.8299,573.2242,6.8063,0.0,1,0,20,8,489.25,891.8,"[""legacy_50k"", ""full"", ""minimum"", 7000]"
legacy_50k,full,minimum,7100,57200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,539920.0,101844.81,641764.81,549050.0,115161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,102278.97,102689.42,6081.2,103931.54,6179.46,2317.9641,322.1177,1081.1751,7.5893,0.0065,2152.1671,170.9705,568.4584,6.8063,0.0,1,0,20,8,556.5,997.15,"[""legacy_50k"", ""full"", ""minimum"", 7100]"
legacy_50k,full,minimum,7200,57300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,539470.0,102294.81,641764.81,548600.0,115661.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,102616.96,103027.4,6101.3,104269.52,6199.56,2317.9641,321.5404,1074.5358,7.5893,0.0065,2152.1671,170.3488,561.3076,6.8063,0.0,1,0,20,8,689.2,1056.5,"[""legacy_50k"", ""full"", ""minimum"", 7200]"
legacy_50k,full,minimum,7300,57400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,539020.0,102744.81,641764.81,548150.0,116161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,104377.0,104787.44,6205.95,106029.57,6304.2,2317.9641,336.0954,1103.4322,7.5893,0.0065,2152.1671,186.025,592.4301,6.8063,0.0,1,0,20,8,810.05,1189.2,"[""legacy_50k"", ""full"", ""minimum"", 7300]"
legacy_50k,full,minimum,7400,57500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,532720.0,109044.81,641764.81,541850.0,123161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,106070.71,106481.16,6306.65,107723.28,6404.91,2317.9641,342.816,1110.5523,7.5893,0.0065,2152.1671,193.2634,600.0987,6.8063,0.0,1,0,20,8,858.9,1321.35,"[""legacy_50k"", ""full"", ""minimum"", 7400]"
legacy_50k,full,minimum,7500,57600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,531820.0,109944.81,641764.81,540950.0,124161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,107363.36,107773.8,6383.51,109015.92,6481.76,2317.9641,335.5487,1101.4692,7.5893,0.0065,2152.1671,185.4362,590.3159,6.8063,0.0,1,0,20,8,989.25,1391.8,"[""legacy_50k"", ""full"", ""minimum"", 7500]"
legacy_50k,full,minimum,8000,58100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,522820.0,118944.81,641764.81,531950.0,134161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,113736.82,114147.26,6762.45,115389.38,6860.71,2317.9641,339.3285,1127.6408,7.5893,0.0065,2152.1671,189.5073,618.5037,6.8063,0.0,1,0,20,8,1489.25,1891.8,"[""legacy_50k"", ""full"", ""minimum"", 8000]"
legacy_50k,full,minimum,9000,59100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,504820.0,136944.81,641764.81,513950.0,154161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,125001.3,125411.74,7432.21,126653.86,7530.46,2317.9641,350.4336,1167.6504,7.5893,0.0065,2152.1671,201.4679,661.5955,6.8063,0.0,1,0,20,8,2489.25,2891.8,"[""legacy_50k"", ""full"", ""minimum"", 9000]"
legacy_50k,full,minimum,10000,60100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,486070.0,155694.81,641764.81,495200.0,174161.1,42,20,44,97,44,3880.0,5250.0,9130.0,20600.0,662364.81,0,1,0,21.5,0,19,0,30001.93,0,0,2021-06-07T12:10:40,9,22,22,0,0.0455,35.49,123.35,830.17,0,60.67,16.82,18,18,15,1,0,20,20,2384.5694,40105.7572,16.8189,7585.63,134761.73,135172.17,8012.53,136414.29,8110.79,2317.9641,380.4568,1270.6235,7.5893,0.0065,2152.1671,233.804,772.5014,6.8063,0.0,1,0,20,8,3489.25,3891.8,"[""legacy_50k"", ""full"", ""minimum"", 10000]"
legacy_50k,full,maximum,0,50100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,358270.94,0,358270.94,406335.94,24653.55,213,8,226,536,298,21440.0,26625.0,48065.0,20600.0,378870.94,0,0,0,21.5,0,202,0,191.79,181,0,2026-06-29T20:30:00,17,205,193,12,0.0049,49.2,126.04,10754.47,25.62,173.67,12.62,20,20,20,0,0,0,0,2384.5694,30009.4516,12.5849,17681.94,16655.13,17568.63,1323.43,24359.36,1935.61,2165.5134,730.24,2310.5814,5.0364,0.0235,1617.3625,582.1903,1375.6951,2.7129,0.1236,9,1,2,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 0]"
legacy_50k,full,maximum,1000,51100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,347983.1,0,347983.1,396468.1,24653.55,209,8,222,559,325,22360.0,26125.0,48485.0,20600.0,368583.1,0,0,0,21.5,0,198,0,191.79,177,0,2026-06-29T20:30:00,16,201,189,12,0.005,49.22,127.02,11587.96,25.62,173.67,12.26,20,20,19,0,0,0,0,2384.5694,29175.9699,12.2353,18515.42,16595.79,17489.53,1356.38,23683.82,1935.69,2165.5861,747.2622,2301.6386,5.1871,0.0235,1619.922,584.6751,1374.602,2.6824,0.1251,9,1,2,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 1000]"
legacy_50k,full,maximum,2000,52100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,350429.15,0,350429.15,395829.15,23968.75,200,8,213,510,285,20400.0,25000.0,45400.0,20600.0,371029.15,0,0,0,22.5,0,189,13,1247.76,168,0,2026-06-29T20:30:00,20,192,180,12,0.0052,50.39,126.16,10391.55,25.62,174.67,12.77,20,20,20,0,0,0,0,2384.5694,30372.3759,12.737,17319.01,17736.45,18500.15,1392.51,24188.66,1899.08,2145.7824,641.2123,2237.6399,4.8923,0.0396,1514.8419,524.3126,1348.0753,2.6336,0.0975,9,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 2000]"
legacy_50k,full,maximum,3000,53100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,459988.55,0,459988.55,493008.55,22203.2,148,7,162,363,192,14520.0,18500.0,33020.0,20600.0,480588.55,0,0,0,22.5,0,138,42,4423.28,117,0,2026-06-29T20:30:00,20,141,128,13,0.0071,45.46,121.35,7067.81,38.01,128.67,14.21,20,20,16,0,0,0,0,2384.5694,33824.119,14.1846,13867.27,28318.84,28993.07,1996.45,33286.42,2346.66,2232.2269,557.179,1936.2705,4.6146,0.1955,1744.7146,400.5819,1055.9358,2.5997,0.2895,5,3,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3000]"
legacy_50k,full,maximum,3100,53200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,456637.4,0,456637.4,489082.4,22155.5,145,7,159,358,190,14320.0,18125.0,32445.0,20600.0,477237.4,0,0,0,22.5,0,135,42,5016.1,116,0,2026-06-29T20:30:00,20,138,125,13,0.0072,45.31,121.35,6957.9,38.01,128.67,14.27,20,20,16,0,0,0,0,2384.5694,33985.0275,14.2521,13706.36,29361.97,30028.23,2060.19,34214.33,2400.66,2232.2269,567.904,1926.0061,4.7747,0.1956,1853.0025,387.6382,1030.0122,2.6619,0.3297,5,3,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3100]"
legacy_50k,full,maximum,3200,53300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,448151.5,0,448151.5,480761.5,21884.85,146,7,160,359,190,14360.0,18250.0,32610.0,20600.0,468751.5,0,0,0,22.5,0,136,42,4984.17,117,0,2026-06-29T20:30:00,20,139,126,13,0.0072,45.46,121.35,6962.99,38.01,127.67,14.27,20,20,16,0,0,0,0,2384.5694,33979.9396,14.2499,13711.45,29875.04,30543.06,2096.5,34741.05,2437.98,2233.5488,583.3632,2012.1655,4.7904,0.1527,1854.3245,399.4285,1098.088,2.6309,0.2893,5,3,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3200]"
legacy_50k,full,maximum,3300,53400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,483381.1,0,483381.1,510626.1,21984.85,121,7,135,303,159,12120.0,15125.0,27245.0,20600.0,503981.1,0,0,0,22.5,0,111,22,13324.61,92,0,2026-06-29T20:30:00,20,114,101,13,0.0088,44.62,123.35,5452.77,38.01,71.67,14.9,19,19,17,0,0,0,0,2384.5694,35490.1551,14.8833,12201.23,32591.27,33229.74,2189.79,36514.89,2453.42,2273.7572,547.3272,1895.3497,4.504,0.2798,1992.7894,373.6003,990.461,2.5299,0.3117,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3300]"
legacy_50k,full,maximum,3400,53500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,481323.0,0,481323.0,509668.0,22084.85,125,7,139,318,170,12720.0,15625.0,28345.0,20600.0,501923.0,0,0,0,22.5,0,115,22,13320.97,96,0,2026-06-29T20:30:00,20,118,105,13,0.0085,45.16,123.35,5847.55,38.01,71.67,14.73,20,20,16,0,0,0,0,2384.5694,35095.3757,14.7177,12596.01,33029.42,33692.49,2244.2,37036.44,2516.46,2289.985,571.2507,2010.3796,4.705,0.1592,1993.0171,396.3213,1112.8101,2.7873,0.1817,3,1,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3400]"
legacy_50k,full,maximum,3500,53600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,478897.65,0,478897.65,507242.65,22184.85,125,7,139,318,170,12720.0,15625.0,28345.0,20600.0,499497.65,0,0,0,22.5,0,115,22,13344.14,96,0,2026-06-29T20:30:00,20,118,105,13,0.0085,45.31,123.35,5853.31,38.01,71.67,14.73,20,20,16,0,0,0,0,2384.5694,35089.6146,14.7153,12601.77,33958.87,34621.98,2307.73,37969.13,2580.25,2290.0405,587.2493,2057.9901,4.8021,0.1534,1993.0727,413.0487,1143.4345,2.8845,0.1695,3,1,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3500]"
legacy_50k,full,maximum,3600,53700.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,476359.6,0,476359.6,503524.6,21159.25,121,7,135,301,157,12040.0,15125.0,27165.0,20600.0,496959.6,0,0,0,22.5,0,111,22,13380.22,92,0,2026-06-29T20:30:00,20,114,101,13,0.0088,44.62,123.35,5386.64,38.01,71.67,14.93,19,19,17,0,0,0,0,2384.5694,35556.2824,14.911,12135.11,35166.93,35805.5,2358.46,39096.02,2621.96,2273.8127,584.2872,2065.419,4.811,0.1553,1992.8715,413.6664,1156.8223,2.8801,0.1696,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3600]"
legacy_50k,full,maximum,3700,53800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,474600.85,0,474600.85,502905.85,26246.55,125,9,138,317,170,12680.0,15625.0,28305.0,20600.0,495200.85,0,1,0,22.5,0,113,22,13322.28,94,0,2026-06-29T20:30:00,20,116,105,11,0.0086,45.31,123.35,5807.16,38.01,71.67,14.75,20,20,16,1,0,20,20,2384.5694,35128.7632,14.7317,12562.63,35605.08,36268.18,2416.9,39611.82,2688.88,2289.8127,576.4753,1997.4845,4.5839,0.2827,1992.8449,385.2342,1042.2356,2.6507,0.3236,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3700]"
legacy_50k,full,maximum,3800,53900.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,460885.8,0,460885.8,488170.8,29140.2,121,10,133,304,162,12160.0,15125.0,27285.0,20600.0,481485.8,0,1,0,22.5,0,108,22,13321.28,89,0,2026-06-29T20:30:00,20,111,101,10,0.009,44.12,123.35,5448.45,38.01,70.67,14.9,19,19,16,1,0,20,20,2384.5694,35487.4757,14.8821,12203.91,36943.41,37585.52,2482.4,40874.2,2746.53,2290.9961,578.6252,2030.6699,4.648,0.2763,1994.0282,398.4426,1102.0925,2.7417,0.3073,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3800]"
legacy_50k,full,maximum,3900,54000.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,456601.15,0,456601.15,483846.15,29540.2,121,10,133,303,161,12120.0,15125.0,27245.0,20600.0,477201.15,0,1,0,22.5,0,108,22,13343.92,89,0,2026-06-29T20:30:00,20,111,101,10,0.009,44.12,123.35,5422.71,38.01,70.67,14.91,19,19,16,1,0,20,20,2384.5694,35513.215,14.8929,12178.17,37760.58,38402.78,2535.47,41698.53,2799.89,2291.0509,580.5341,2026.5922,4.6452,0.285,1995.4248,400.5863,1099.2688,2.7229,0.3117,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 3900]"
legacy_50k,full,maximum,4000,54100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,458282.65,0,458282.65,485207.65,29940.2,121,10,133,295,153,11800.0,15125.0,26925.0,20600.0,478882.65,0,1,0,22.5,0,108,22,13441.03,89,0,2026-06-29T20:30:00,20,111,101,10,0.009,44.62,123.35,5233.09,38.01,70.67,14.99,19,19,17,1,0,20,20,2384.5694,35702.8394,14.9724,11988.55,38697.94,39335.21,2584.61,42622.95,2846.76,2275.1519,592.2033,2065.0224,4.6615,0.2653,1995.5264,408.6163,1130.6698,2.7322,0.295,3,1,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 4000]"
legacy_50k,full,maximum,4100,54200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,453131.3,0,453131.3,480181.3,33105.75,122,11,133,295,153,11800.0,15250.0,27050.0,20600.0,473731.3,0,1,0,22.5,0,108,22,13485.45,89,0,2026-07-02T15:30:00,20,111,102,9,0.009,43.42,123.35,5222.87,25.49,66.67,15.0,19,19,17,1,0,20,20,2384.5694,35713.0546,14.9767,11978.33,39545.2,40165.35,2640.44,43469.28,2902.45,2278.3345,603.5238,2115.7511,4.765,0.1419,2001.1384,431.6903,1224.9279,2.9236,0.154,3,1,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 4100]"
legacy_50k,full,maximum,4200,54300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,447160.95,0,447160.95,474540.95,36046.85,124,12,134,297,154,11880.0,15500.0,27380.0,20600.0,467760.95,0,1,0,22.5,0,109,22,13486.86,90,0,2026-06-29T20:30:00,20,112,104,8,0.0089,43.42,123.35,5251.11,25.49,67.67,14.99,19,19,17,1,0,20,20,2384.5694,35684.8134,14.9649,12006.58,40017.65,40644.45,2674.1,43954.83,2937.2,2277.9498,577.4656,2006.5688,4.5585,0.2661,2006.8014,403.023,1107.0481,2.6831,0.2946,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 4200]"
legacy_50k,full,maximum,4300,54400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,445109.7,0,445109.7,472079.7,39187.95,122,13,131,293,153,11720.0,15250.0,26970.0,20600.0,465709.7,0,1,0,22.5,0,106,22,13486.02,87,0,2026-06-29T20:30:00,20,109,102,7,0.0092,43.62,123.35,5203.51,25.49,67.67,15.0,19,19,17,1,0,20,20,2384.5694,35732.4197,14.9849,11958.97,41265.62,41885.77,2753.82,45188.89,3015.64,2277.4049,616.7506,2088.2569,4.7284,0.1419,1997.7794,443.9525,1190.0757,2.8834,0.1543,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 4300]"
legacy_50k,full,maximum,4400,54500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,441470.75,0,441470.75,468400.75,39787.95,122,13,131,292,152,11680.0,15250.0,26930.0,20600.0,462070.75,0,1,0,22.5,0,106,22,13507.72,87,0,2026-06-29T20:30:00,20,109,102,7,0.0092,43.09,123.35,5162.65,25.49,66.67,15.02,19,19,17,1,0,20,20,2384.5694,35773.2792,15.002,11918.11,42148.8,42769.04,2809.55,46078.59,3071.5,2278.3345,621.0315,2094.6986,4.7259,0.1421,2001.1384,449.7914,1200.4148,2.8791,0.1543,3,2,1,1,1018.55,1018.55,"[""legacy_50k"", ""full"", ""maximum"", 4400]"
legacy_50k,full,maximum,4500,54600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,547501.94,0,547501.94,565021.94,34221.1,80,11,91,188,88,7520.0,10000.0,17520.0,20600.0,568101.94,0,1,0,21.5,0,66,22,20288.34,47,0,2026-06-29T20:30:00,20,69,60,9,0.0145,37.26,98.02,2851.48,118.92,79.67,15.98,19,19,17,1,0,20,20,2384.5694,38084.4502,15.9712,9606.94,51199.56,51642.26,3205.74,53514.02,3350.66,2282.0701,370.1272,1128.9415,3.6792,0.3029,2051.1065,189.5444,505.3523,2.4843,0.3186,3,2,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 4500]"
legacy_50k,full,maximum,5000,55100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,537260.48,0,537260.48,554100.48,36721.1,80,11,91,171,71,6840.0,10000.0,16840.0,20600.0,557860.48,0,1,0,21.5,0,66,21,20791.32,47,0,2026-06-29T20:30:00,20,69,60,9,0.0145,29.2,95.22,2415.38,116.12,72.67,16.16,18,18,19,1,0,20,20,2384.5694,38520.5468,16.1541,9170.84,56577.32,57012.98,3502.35,58821.6,3641.28,2297.5412,368.428,1178.755,3.6738,0.3016,2066.5775,196.2414,594.7731,2.5281,0.317,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 5000]"
legacy_50k,full,maximum,5700,55800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,549134.58,1898.95,551033.53,562439.58,49456.6,61,13,70,142,63,5680.0,7625.0,13305.0,20600.0,571633.53,0,1,0,21.5,0,45,20,27751.13,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1772.9,112.54,68.67,16.43,18,18,15,1,0,20,20,2384.5694,39163.0248,16.4235,8528.36,69277.93,69703.57,4218.21,71228.46,4336.98,2309.3208,325.5773,995.0097,3.3808,0.4194,2107.0863,159.603,424.9449,2.2331,0.4463,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 5700]"
legacy_50k,full,maximum,6000,56100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,543231.4,0,543231.4,556536.4,49959.75,61,13,70,142,63,5680.0,7625.0,13305.0,20600.0,563831.4,0,1,0,21.5,0,45,20,27759.51,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1764.53,112.12,68.67,16.43,18,18,15,1,0,20,20,2384.5694,39171.3998,16.427,8519.99,72739.99,73165.64,4428.07,74690.18,4546.78,2309.7396,312.1646,1002.4816,3.4557,0.4195,2107.5051,144.9507,433.2471,2.3154,0.4464,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6000]"
legacy_50k,full,maximum,6100,56200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,541471.4,0,541471.4,554736.4,50884.9,61,13,70,141,62,5640.0,7625.0,13265.0,20600.0,562071.4,0,1,0,21.5,0,45,20,27777.88,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1736.15,111.2,67.67,16.45,18,18,15,1,0,20,20,2384.5694,39199.7748,16.4389,8491.61,73243.9,73669.75,4455.51,75197.5,4574.35,2310.6583,319.3935,984.6273,3.3457,0.4197,2108.4238,153.0983,416.497,2.2018,0.4466,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6100]"
legacy_50k,full,maximum,6200,56300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,539671.4,0,539671.4,552936.4,50884.9,61,13,70,141,62,5640.0,7625.0,13265.0,20600.0,560271.4,0,1,0,21.5,0,45,20,27777.88,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1736.15,111.2,67.67,16.45,18,18,15,1,0,20,20,2384.5694,39199.7748,16.4389,8491.61,74415.59,74841.44,4526.79,76369.19,4645.63,2310.6583,317.8684,986.0069,3.3518,0.4197,2108.4238,151.4269,418.0089,2.2085,0.4466,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6200]"
legacy_50k,full,maximum,6300,56400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,537871.4,0,537871.4,551136.4,50884.9,61,13,70,141,62,5640.0,7625.0,13265.0,20600.0,558471.4,0,1,0,21.5,0,45,20,27780.81,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1733.22,111.06,67.67,16.45,18,18,15,1,0,20,20,2384.5694,39202.7053,16.4402,8488.68,75543.31,75969.15,4595.05,77496.78,4713.87,2310.8049,312.634,987.5418,3.3638,0.4197,2108.5704,145.702,419.7305,2.2217,0.4467,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6300]"
legacy_50k,full,maximum,6400,56500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,536071.4,0,536071.4,549336.4,50884.9,61,13,70,141,62,5640.0,7625.0,13265.0,20600.0,556671.4,0,1,0,21.5,0,45,20,27780.81,26,0,2026-06-29T20:30:00,20,48,41,7,0.0208,35.49,121.35,1733.22,111.06,67.67,16.45,18,18,15,1,0,20,20,2384.5694,39202.7053,16.4402,8488.68,76713.35,77139.19,4666.22,78666.82,4785.04,2310.8049,308.1491,965.7927,3.2815,0.4197,2108.5704,140.787,395.8955,2.1316,0.4467,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6400]"
legacy_50k,full,maximum,6500,56600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,534441.4,0,534441.4,547536.4,45353.8,59,11,70,143,64,5720.0,7375.0,13095.0,20600.0,555041.4,0,1,0,21.5,0,45,20,27817.88,26,0,2026-06-29T20:30:00,20,48,39,9,0.0208,35.49,123.35,1843.94,109.2,65.67,16.4,18,18,15,1,0,20,20,2384.5694,39091.9822,16.3937,8599.41,77774.85,78199.4,4744.18,79719.04,4862.78,2312.6583,301.3005,964.7658,3.2689,0.4202,2110.4238,131.1595,398.2731,2.1225,0.4472,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6500]"
legacy_50k,full,maximum,6600,56700.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,532641.4,0,532641.4,545736.4,45353.8,59,11,70,143,64,5720.0,7375.0,13095.0,20600.0,553241.4,0,1,0,21.5,0,45,20,27820.87,26,0,2026-06-29T20:30:00,20,48,39,9,0.0208,35.49,123.35,1840.96,109.05,65.67,16.4,18,18,15,1,0,20,20,2384.5694,39094.9683,16.395,8596.42,78986.81,79411.35,4817.74,80930.87,4936.32,2312.8076,301.4326,966.9005,3.2688,0.4202,2110.5731,131.3162,400.6525,2.1224,0.4472,2,1,0,0,,,"[""legacy_50k"", ""full"", ""maximum"", 6600]"
legacy_50k,full,maximum,6700,56800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,529946.4,0,529946.4,543936.4,27925.8,62,7,77,156,70,6240.0,7750.0,13990.0,20600.0,550546.4,0,1,0,21.5,0,52,20,27889.0,33,20,2026-06-29T20:30:00,20,55,42,13,0.0182,35.49,121.35,2103.25,38.01,61.67,16.3,18,18,15,1,0,20,20,2384.5694,38832.6782,16.285,8858.71,80714.6,81151.47,4956.38,82648.8,5075.15,2303.2141,343.0036,1006.309,3.281,0.4178,2113.9796,165.6635,425.5634,2.1111,0.4481,2,1,20,1,101.4,101.4,"[""legacy_50k"", ""full"", ""maximum"", 6700]"
