case,experiment,phase,start_year,path_order,portfolio,nominal_sleeves,rr_count,rr_width,mean_target,net_operating_cash,receipts,total_costs,copies,prior_control_reproduced,max_same_signal_deaths,same_signal_multi_death_events,worst_1d_cohort_deaths,worst_1d_fraction,worst_1d_at,half_loss_1d_episodes_min5,peak_1d_replacement_demand,possible_1d_death_cluster,worst_5d_cohort_deaths,worst_5d_fraction,worst_5d_at,half_loss_5d_episodes_min5,peak_5d_replacement_demand,possible_5d_death_cluster,worst_20d_cohort_deaths,worst_20d_fraction,worst_20d_at,half_loss_20d_episodes_min5,peak_20d_replacement_demand,possible_20d_death_cluster,book_wipeouts,days_empty_after_first_activation,deaths,accounts,alive,largest_within_sleeve_signal_loss,max_sleeves_lost_same_signal,multi_sleeve_signal_events,max_sleeves_lost_same_day,multi_sleeve_day_events,sleeve_loss_events,full_copier_sleeve_loss_events,observed_live_days,mean_live_accounts,mean_occupied_sleeves,mean_equal_headroom_fraction,mean_effective_headroom_groups,mean_total_headroom,mean_total_positive_equity,march1_alive,march_cohort_deaths,march_total_deaths,march31_alive
march__operating__2020__mae_first__rr_0.83,march,operating,2020,mae_first,rr_0.83,1,1,0.0,5700.0,134397.8,158992.8,24595.0,85480,False,16,17,16,1.0,2020-03-18T00:00:00,5,16,16,18,1.0,2020-03-12T00:00:00,6,18,18,18,1.0,2020-02-20T00:00:00,7,18,18,2,66.4025,88,107,19,16,1,0,1,0,37,2,2283,9.236968900569426,1.0,0.6383239046682434,3.1702735348226017,29685.591173894,28362.465593517303,19,2,2,17
march__operating__2020__mae_first__rr_0.97,march,operating,2020,mae_first,rr_0.97,1,1,0.0,5700.0,83832.3,108644.3,24812.0,68172,False,9,22,14,1.0,2020-03-13T00:00:00,4,14,14,19,1.0,2020-03-09T00:00:00,7,19,19,19,1.0,2020-02-17T00:00:00,7,21,21,7,284.0331,100,109,9,9,1,0,1,0,46,7,2067,8.42864054184809,1.0,0.5927501037611486,3.126872103047895,23580.886526366718,21945.139211417514,18,16,16,2
march__operating__2020__mae_first__rr_1.00,march,operating,2020,mae_first,rr_1.00,1,1,0.0,5700.0,215439.75,239391.75,23952.0,95955,True,20,19,20,1.0,2020-03-12T00:00:00,6,20,20,20,1.0,2020-03-06T00:00:00,9,20,20,20,1.0,2020-02-14T00:00:00,10,20,20,2,13.4262,111,114,3,20,1,0,1,0,32,2,2336,10.49015410958904,1.0,0.6590609232423552,2.4498988583047945,35354.47476455479,33740.59920804795,20,20,20,0
march__operating__2020__mae_first__rr_1.13,march,operating,2020,mae_first,rr_1.13,1,1,0.0,5700.0,458776.03,476515.03,17739.0,125274,False,9,15,10,1.0,2020-03-02T00:00:00,7,10,10,13,1.0,2020-02-25T00:00:00,8,13,13,15,1.0,2020-02-07T00:00:00,8,16,16,2,9.1322,67,87,20,9,1,0,1,0,22,2,2341,14.032037590773173,1.0,0.5980892333329306,3.423960728748398,53857.05608714224,53241.985497650574,20,0,0,20
march__operating__2020__mae_first__rr_1.17,march,operating,2020,mae_first,rr_1.17,1,1,0.0,5700.0,410202.2,429101.2,18899.0,123964,False,20,16,20,1.0,2020-03-02T00:00:00,4,20,20,20,1.0,2020-02-25T00:00:00,5,20,20,20,1.0,2020-02-07T00:00:00,5,20,20,3,14.7109,88,91,3,20,1,0,1,0,29,3,2336,14.060359589041095,1.0,0.5508112684853476,3.819149280393836,53319.71671660959,52995.67686215754,20,20,20,0
march__operating__2020__mae_first__rr_1.25,march,operating,2020,mae_first,rr_1.25,1,1,0.0,5700.0,376767.2,395645.2,18878.0,125086,True,20,19,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-07T00:00:00,4,20,20,3,13.2866,90,94,4,20,1,0,1,0,29,3,2337,14.35900727428327,1.0,0.49917085987577053,4.1957939747539585,55669.37004706889,55489.63423192127,20,20,20,0
march__operating__2020__mae_first__rr_1.29,march,operating,2020,mae_first,rr_1.29,1,1,0.0,5700.0,418112.43,433366.43,15254.0,128834,False,20,17,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,2,20,20,20,1.0,2020-02-07T00:00:00,2,20,20,3,13.422,75,79,4,20,1,0,1,0,29,3,2337,14.902011125374411,1.0,0.49759467103401533,4.649562865211809,59340.53393239196,59657.61228070176,20,20,20,0
march__operating__2020__mae_first__rr_1.45,march,operating,2020,mae_first,rr_1.45,1,1,0.0,5700.0,411053.29,427005.29,15952.0,123349,False,20,17,20,1.0,2020-03-02T00:00:00,3,20,20,20,1.0,2020-02-25T00:00:00,3,20,20,20,1.0,2020-02-07T00:00:00,6,21,21,4,34.4171,80,83,3,20,1,0,1,0,32,4,2316,14.806131260794473,1.0,0.5786553040252069,3.5165560634715023,59205.23370034542,59468.47668393782,20,20,20,0
march__operating__2020__mae_first__rr_1.50,march,operating,2020,mae_first,rr_1.50,1,1,0.0,5700.0,411572.91,428269.91,16697.0,121397,True,20,17,20,1.0,2020-03-02T00:00:00,2,20,20,20,1.0,2020-02-25T00:00:00,3,20,20,20,1.0,2020-02-07T00:00:00,4,21,21,4,20.2081,83,85,2,20,1,0,1,0,31,4,2330,14.569098712446351,1.0,0.56869408224683,3.716004543347639,57842.48939914164,58104.500536480686,20,20,20,0
march__operating__2020__mae_first__rr_1.61,march,operating,2020,mae_first,rr_1.61,1,1,0.0,5700.0,429259.08,444098.08,14839.0,123658,False,20,16,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-07T00:00:00,1,21,21,4,26.4069,72,77,5,20,1,0,1,0,34,4,2324,15.121342512908779,1.0,0.4988537012018099,4.836258679432014,59950.98857573149,60365.50658347677,20,20,20,0
march__operating__2020__mae_first__rr_1.75,march,operating,2020,mae_first,rr_1.75,1,1,0.0,5700.0,469108.86,484310.86,15202.0,125022,False,20,15,20,1.0,2020-03-12T00:00:00,2,20,20,20,1.0,2020-03-06T00:00:00,2,20,20,20,1.0,2020-02-14T00:00:00,2,21,21,3,19.9937,75,77,2,20,1,0,1,0,34,3,2330,15.552360515021459,1.0,0.5652221480741657,4.420308978969957,65746.39551502146,66297.39907725321,20,20,20,0
march__operating__2020__mae_first__rr_1.76,march,operating,2020,mae_first,rr_1.76,1,1,0.0,5700.0,488500.56,504169.56,15669.0,124892,False,20,15,20,1.0,2020-03-12T00:00:00,2,20,20,20,1.0,2020-03-06T00:00:00,4,20,20,20,1.0,2020-02-14T00:00:00,3,21,21,3,25.5944,78,81,3,20,1,0,1,0,37,3,2324,15.60671256454389,1.0,0.5323357197858132,4.717314171256454,64527.63990963856,65061.95051635112,20,20,20,0
march__operating__2020__mae_first__rr_1.83,march,operating,2020,mae_first,rr_1.83,1,1,0.0,5700.0,513177.9,524630.9,11453.0,133891,False,5,10,5,1.0,2020-03-12T00:00:00,1,5,5,5,1.0,2020-03-06T00:00:00,1,5,5,5,1.0,2020-02-14T00:00:00,1,5,5,1,8.1204,41,61,20,5,1,0,1,0,24,1,2341,16.763776164032464,1.0,0.5841654419386906,4.204879242631354,69506.35113199487,70301.97930371636,20,0,0,20
march__operating__2020__mae_first__rr_1.92,march,operating,2020,mae_first,rr_1.92,1,1,0.0,5700.0,426661.35,442429.35,15768.0,123550,False,18,14,18,1.0,2020-03-12T00:00:00,2,18,18,18,1.0,2020-03-06T00:00:00,2,18,18,18,1.0,2020-02-14T00:00:00,2,19,19,1,8.1204,77,81,4,18,1,0,1,0,32,1,2341,15.63947031183255,1.0,0.5134743824962804,4.466014308415207,61661.71014523707,62062.7486330628,20,18,18,2
march__operating__2020__mae_first__rr_2.00,march,operating,2020,mae_first,rr_2.00,1,1,0.0,5700.0,459545.93,474259.93,14714.0,126479,True,8,13,8,1.0,2020-03-12T00:00:00,1,8,8,8,1.0,2020-03-06T00:00:00,1,8,8,8,1.0,2020-02-14T00:00:00,1,8,8,1,8.1204,56,76,20,8,1,0,1,0,30,1,2341,16.22511747116617,1.0,0.5712015056373531,4.142146284920974,65849.15533959847,66368.11486544213,20,0,0,20
march__operating__2020__mae_first__rr_2.08,march,operating,2020,mae_first,rr_2.08,1,1,0.0,5700.0,469030.62,484786.62,15756.0,121307,False,9,16,9,1.0,2020-03-12T00:00:00,2,9,9,9,1.0,2020-03-06T00:00:00,2,9,9,9,1.0,2020-02-14T00:00:00,2,9,9,1,8.1204,58,78,20,9,1,0,1,0,23,1,2341,15.719350704826997,1.0,0.6092550127616907,3.2869936202477574,62863.14677488252,63189.63951302862,20,0,0,20
march__operating__2020__mae_first__rr_2.17,march,operating,2020,mae_first,rr_2.17,1,1,0.0,5700.0,460104.61,474377.61,14273.0,123883,False,7,15,7,1.0,2020-03-12T00:00:00,1,7,7,7,1.0,2020-03-06T00:00:00,1,7,7,7,1.0,2020-02-14T00:00:00,1,7,7,1,8.278,53,73,20,7,1,0,1,0,22,1,2341,16.231952157197778,1.0,0.615930016673378,3.5681050892780863,64016.43357539513,64533.97575822298,20,0,0,20
march__operating__2020__mae_first__rr_2.24,march,operating,2020,mae_first,rr_2.24,1,1,0.0,5700.0,479980.27,494621.27,14641.0,123407,False,6,15,6,1.0,2020-03-12T00:00:00,1,6,6,8,1.0,2020-03-06T00:00:00,1,8,8,8,1.0,2020-02-14T00:00:00,1,9,9,1,8.278,57,77,20,6,1,0,1,0,26,1,2341,16.267834258863733,1.0,0.6099369042759711,3.9542609500213586,65142.703994019656,65717.01151217429,20,0,0,20
march__operating__2020__mae_first__rr_2.25,march,operating,2020,mae_first,rr_2.25,1,1,0.0,5700.0,473218.72,489545.72,16327.0,119124,False,7,14,7,1.0,2020-03-12T00:00:00,1,7,7,11,1.0,2020-03-06T00:00:00,2,11,11,11,1.0,2020-02-14T00:00:00,3,11,11,1,8.278,66,86,20,7,1,0,1,0,29,1,2341,15.719777872703972,1.0,0.5399192965711799,4.144245135839385,61854.85305425032,62196.47189235369,20,0,0,20
march__operating__2020__mae_first__rr_2.39,march,operating,2020,mae_first,rr_2.39,1,1,0.0,5700.0,472693.79,491123.79,18430.0,107226,False,20,17,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,2,20,20,20,1.0,2020-02-07T00:00:00,3,20,20,3,15.9329,88,92,4,20,1,0,1,0,28,3,2334,14.37617823479006,1.0,0.53011598811409,3.915354261353899,56423.90381319623,56713.17999143102,20,20,20,0
march__operating__2020__mae_first__rr_2.50,march,operating,2020,mae_first,rr_2.50,1,1,0.0,5700.0,526546.87,544179.87,17633.0,109725,True,8,16,9,1.0,2020-02-28T00:00:00,1,9,9,9,1.0,2020-02-24T00:00:00,2,9,9,9,1.0,2020-02-07T00:00:00,3,9,9,2,11.6222,68,88,20,8,1,0,1,0,26,2,2338,14.926005132591959,1.0,0.5900232728902016,3.340727641146279,62539.03321214714,62843.29574422583,20,0,0,20
march__operating__2020__mae_first__rr_2.55,march,operating,2020,mae_first,rr_2.55,1,1,0.0,5700.0,535582.78,551588.78,16006.0,113439,False,8,14,9,1.0,2020-02-28T00:00:00,0,9,9,9,1.0,2020-02-24T00:00:00,0,9,9,9,1.0,2020-02-07T00:00:00,0,9,9,2,11.6222,60,80,20,8,1,0,1,0,27,2,2338,15.530367835757056,1.0,0.5908221137368824,3.7095269461077844,65088.42232677502,65529.163729683496,20,0,0,20
march__operating__2020__mae_first__rr_2.71,march,operating,2020,mae_first,rr_2.71,1,1,0.0,5700.0,520820.11,538012.11,17192.0,105294,False,8,16,8,1.0,2020-02-28T00:00:00,1,8,8,8,1.0,2020-02-24T00:00:00,1,8,8,8,1.0,2020-02-07T00:00:00,3,8,8,2,11.9456,65,85,20,8,1,0,1,0,22,2,2338,14.599657827202737,1.0,0.5302057571559534,3.4484337938408895,59428.6869118905,59665.13079555176,20,0,0,20
march__operating__2020__mae_first__rr_2.75,march,operating,2020,mae_first,rr_2.75,1,1,0.0,5700.0,483174.62,500616.62,17442.0,105005,False,8,16,8,1.0,2020-02-28T00:00:00,2,8,8,8,1.0,2020-02-24T00:00:00,2,8,8,8,1.0,2020-02-07T00:00:00,3,8,8,2,11.9456,67,87,20,8,1,0,1,0,22,2,2338,14.591958939264329,1.0,0.5475255226387417,3.6733252878528653,59329.811077844315,59603.80680068435,20,0,0,20
march__operating__2020__mae_first__rr_2.83,march,operating,2020,mae_first,rr_2.83,1,1,0.0,5700.0,485788.53,504199.53,18411.0,100289,False,9,15,9,1.0,2020-02-28T00:00:00,4,9,9,9,1.0,2020-02-24T00:00:00,6,9,9,9,1.0,2020-02-07T00:00:00,7,9,9,2,11.9456,70,90,20,9,1,0,1,0,24,2,2338,14.026518391787853,1.0,0.5569376005713526,3.3076824375534644,55837.72219846022,56015.36396492729,20,0,0,20
march__operating__2020__mae_first__rr_2.87,march,operating,2020,mae_first,rr_2.87,1,1,0.0,5700.0,498396.4,516807.4,18411.0,100195,False,9,15,9,1.0,2020-02-28T00:00:00,3,9,9,9,1.0,2020-02-24T00:00:00,4,9,9,9,1.0,2020-02-07T00:00:00,7,9,9,2,11.9456,70,90,20,9,1,0,1,0,24,2,2338,14.043627031650983,1.0,0.573545003561993,3.0832626043627034,56216.82701026518,56404.17236954662,20,0,0,20
march__operating__2020__mae_first__rr_3.03,march,operating,2020,mae_first,rr_3.03,1,1,0.0,5700.0,512275.31,531365.31,19090.0,101043,False,11,15,11,1.0,2020-02-28T00:00:00,3,11,11,11,1.0,2020-02-24T00:00:00,4,11,11,11,1.0,2020-02-07T00:00:00,5,11,11,2,53.7338,72,92,20,11,1,0,1,0,27,2,2296,14.625871080139373,1.0,0.5389077850301469,3.7589370291811846,58961.16559233449,59126.06232578397,20,0,0,20
march__operating__2020__mae_first__rr_3.17,march,operating,2020,mae_first,rr_3.17,1,1,0.0,5700.0,477190.13,499831.13,22641.0,93611,False,11,21,11,1.0,2020-02-28T00:00:00,5,11,11,12,1.0,2020-02-24T00:00:00,7,12,12,12,1.0,2020-02-07T00:00:00,8,12,12,2,53.7338,88,108,20,11,1,0,1,0,30,2,2296,13.69773519163763,1.0,0.4864678176767414,3.77391268423345,53233.331271777,52931.49494773519,20,0,0,20
march__operating__2020__mae_first__rr_3.18,march,operating,2020,mae_first,rr_3.18,1,1,0.0,5700.0,517956.92,536499.92,18543.0,101051,False,10,16,10,1.0,2020-02-28T00:00:00,1,10,10,10,1.0,2020-02-24T00:00:00,2,10,10,10,1.0,2020-02-07T00:00:00,3,10,10,2,12.3949,70,90,20,10,1,0,1,0,28,2,2338,14.521813515825492,1.0,0.5635545934003806,3.318201014114628,58266.23828058169,58411.22016680924,20,0,0,20
march__operating__2020__mae_first__rr_3.25,march,operating,2020,mae_first,rr_3.25,1,1,0.0,5700.0,547454.16,563783.16,16329.0,104400,False,10,13,10,1.0,2020-02-28T00:00:00,1,10,10,10,1.0,2020-02-24T00:00:00,2,10,10,10,1.0,2020-02-07T00:00:00,3,10,10,2,12.3949,61,81,20,10,1,0,1,0,25,2,2338,15.114200171086399,1.0,0.5986081090661955,3.2412745692899914,62286.521428571425,62601.1994011976,20,0,0,20
march__operating__2020__mae_first__rr_3.34,march,operating,2020,mae_first,rr_3.34,1,1,0.0,5700.0,492607.86,509219.86,16612.0,103746,False,6,15,10,1.0,2020-02-28T00:00:00,1,10,10,10,1.0,2020-02-24T00:00:00,2,10,10,10,1.0,2020-02-07T00:00:00,2,10,10,2,12.3949,63,83,20,6,1,0,1,0,28,2,2338,15.107356715141146,1.0,0.5961348971343357,2.8956355979469635,61831.43195038495,62147.93306244654,20,0,0,20
march__operating__2020__mae_first__rr_3.50,march,operating,2020,mae_first,rr_3.50,1,1,0.0,5700.0,480340.77,499383.77,19043.0,98050,True,6,19,7,1.0,2020-02-28T00:00:00,0,7,7,11,1.0,2020-02-24T00:00:00,3,11,11,11,1.0,2020-02-07T00:00:00,5,11,11,2,12.3949,74,94,20,6,1,0,1,0,31,2,2338,14.440975192472198,1.0,0.5287624314596906,3.6317333982035924,57489.871556886224,57594.50859709153,20,0,0,20
march__operating__2020__mae_first__wide4,march,operating,2020,mae_first,wide4,4,4,3.0,5700.0,437061.66,455887.66,18826.0,124791,True,5,15,5,0.666667,2020-03-12T00:00:00,0,5,5,6,0.666667,2020-03-06T00:00:00,1,6,6,8,0.666667,2020-03-03T00:00:00,2,8,8,0,0.0,75,92,17,5,2,4,3,10,58,6,2349,15.056194125159642,3.88590889740315,0.22023644346431398,7.501763395061729,58178.84010217114,58037.50042571307,20,5,5,15
march__operating__2020__mae_first__center4,march,operating,2020,mae_first,center4,4,4,1.5,5700.0,435377.63,454788.63,19411.0,116169,False,8,15,9,1.0,2020-03-02T00:00:00,0,9,9,11,1.0,2020-02-25T00:00:00,2,11,11,11,1.0,2020-02-07T00:00:00,2,11,11,2,8.9745,85,98,13,5,4,7,4,17,64,8,2341,14.672362238359675,3.835540367364374,0.24223704965786821,7.889124196497223,57888.51398974797,57918.125309696705,20,10,10,10
march__operating__2020__mae_first__edge4,march,operating,2020,mae_first,edge4,4,4,3.0,5700.0,407373.35,427041.35,19668.0,128620,False,5,19,5,0.666667,2020-03-12T00:00:00,0,5,5,7,0.666667,2020-03-06T00:00:00,2,7,7,8,0.666667,2020-03-03T00:00:00,3,8,8,0,0.0,79,99,20,4,3,7,3,11,57,8,2349,15.077479778629204,3.8552575564069818,0.24215965623808958,7.315619057471265,53912.79161345253,53406.270327799066,20,0,0,20
march__operating__2020__mae_first__without050,march,operating,2020,mae_first,without050,4,4,2.75,5700.0,445303.49,462250.49,16947.0,124428,False,7,12,9,1.0,2020-03-12T00:00:00,1,9,9,11,1.0,2020-03-06T00:00:00,1,11,11,11,1.0,2020-02-14T00:00:00,2,12,12,1,8.1204,70,87,17,5,3,5,4,12,53,9,2341,15.341734301580521,3.864160615121743,0.2243159116001125,8.005782474156343,60173.64226826143,60288.49769329346,20,5,5,15
march__operating__2020__mae_first__extremes2,march,operating,2020,mae_first,extremes2,2,2,3.0,5700.0,388427.35,410663.35,22236.0,125021,False,8,21,8,0.533333,2021-12-03T00:00:00,2,8,8,10,0.714286,2021-05-13T00:00:00,3,10,10,12,0.8,2021-04-22T00:00:00,8,12,12,0,0.0,94,114,20,8,2,1,2,4,48,2,2349,14.48829289059174,1.946360153256705,0.38272246810475974,4.8418491685823755,51233.60617283951,50167.22200936569,20,0,0,20
march__operating__2020__mae_first__grid5,march,operating,2020,mae_first,grid5,5,5,3.0,5700.0,422079.39,440292.39,18213.0,122156,False,4,14,4,0.666667,2020-03-12T00:00:00,0,4,4,6,0.666667,2020-03-06T00:00:00,0,6,6,7,0.666667,2020-03-03T00:00:00,2,7,7,0,0.0,72,90,18,4,3,10,4,16,63,6,2349,14.808003405704556,4.8186462324393355,0.1893210424878436,8.919473510004257,56912.572520221365,56820.28105576841,20,4,4,16
march__operating__2020__mae_first__grid10,march,operating,2020,mae_first,grid10,10,10,3.0,5700.0,444629.93,462196.93,17567.0,124976,False,3,13,6,0.5,2020-03-18T00:00:00,0,6,6,8,0.666667,2020-03-12T00:00:00,1,8,8,9,0.666667,2020-03-03T00:00:00,2,9,9,0,0.0,70,88,18,2,3,11,5,13,66,33,2349,15.18688803746275,8.959982971477224,0.15069215918735906,11.156517405278843,57972.143912303116,58029.809770114945,20,4,4,16
march__operating__2020__mae_first__grid20,march,operating,2020,mae_first,grid20,20,20,3.0,5700.0,449940.75,468408.75,18468.0,128825,False,5,14,6,0.352941,2022-11-04T00:00:00,0,6,6,8,0.444444,2021-12-01T00:00:00,0,8,8,8,0.470588,2022-04-20T00:00:00,0,9,9,0,0.0,79,96,17,1,5,14,6,16,79,79,2349,15.597701149425287,15.597701149425287,0.13967158734995191,13.731648830991912,60219.10751383568,60246.81762452107,20,7,7,13
march__operating__2020__mae_first__ladder4,march,operating,2020,mae_first,ladder4,4,1,0.0,5700.0,279265.85,301852.85,22587.0,111085,False,15,20,16,1.0,2020-03-12T00:00:00,5,16,16,18,1.0,2020-03-06T00:00:00,11,18,18,18,1.0,2020-02-14T00:00:00,11,19,19,1,8.1204,98,111,13,5,4,18,4,17,70,17,2341,12.122597180692011,3.6710807347287484,0.44795377765740185,4.0288663703545495,42162.00232806493,40740.14944468176,20,10,10,10
march__operating__2020__mae_first__ladder20,march,operating,2020,mae_first,ladder20,20,1,0.0,5700.0,278875.27,301528.27,22653.0,110234,False,15,20,16,1.0,2020-03-12T00:00:00,5,16,16,18,1.0,2020-03-06T00:00:00,11,18,18,18,1.0,2020-02-14T00:00:00,11,19,19,1,8.1204,100,111,11,1,15,20,16,21,100,100,2341,12.031610422896199,12.031610422896199,0.3931525053632909,7.904559194788552,40970.81932080308,39537.903686458776,20,12,12,8
march__operating__2020__mae_first__uniform_low,march,operating,2020,mae_first,uniform_low,1,1,0.0,4200.0,300676.35,323329.35,22653.0,106389,False,20,19,20,1.0,2020-03-12T00:00:00,7,20,20,20,1.0,2020-03-06T00:00:00,12,20,20,20,1.0,2020-02-14T00:00:00,12,20,20,2,20.3444,108,111,3,20,1,0,1,0,31,2,2329,11.674109059682268,1.0,0.6315959691329739,2.664501884929154,32018.981945040792,30536.733984542723,20,20,20,0
march__operating__2020__mae_first__uniform_high,march,operating,2020,mae_first,uniform_high,1,1,0.0,7200.0,175676.9,197128.9,21452.0,91873,False,10,16,12,1.0,2020-03-12T00:00:00,5,12,12,18,1.0,2020-03-06T00:00:00,8,18,18,18,1.0,2020-02-14T00:00:00,9,19,19,1,8.1204,74,94,20,10,1,0,1,0,28,1,2341,10.06877402819308,1.0,0.6471266495849809,2.7254884211875265,42238.6034814182,41209.911170439984,20,0,0,20
march__operating__2020__mae_first__grid20_reverse,march,operating,2020,mae_first,grid20_reverse,20,20,3.0,5700.0,486785.41,499476.41,12691.0,132099,False,2,7,2,1.0,2020-02-28T00:00:00,0,2,2,7,1.0,2020-02-24T00:00:00,0,7,7,7,1.0,2020-02-07T00:00:00,0,7,7,2,12.3949,51,68,17,1,2,7,2,15,51,51,2338,16.689905902480753,16.689905902480753,0.1477158188617402,14.84676286869119,67713.90076988879,68357.80367835757,20,7,7,13
march__operating__2020__mae_first__ladder20_reverse,march,operating,2020,mae_first,ladder20_reverse,20,1,0.0,5700.0,194813.61,218380.61,23567.0,87845,False,10,20,12,1.0,2020-03-12T00:00:00,5,12,12,18,1.0,2020-03-06T00:00:00,9,18,18,18,1.0,2020-02-14T00:00:00,10,19,19,1,8.1204,92,103,11,1,10,20,12,22,92,92,2341,9.637761640324648,9.637761640324648,0.4924717745680183,6.493577624519436,35169.3592353695,34054.587919692436,20,12,12,8
march__operating__2020__mfe_first__rr_0.50,march,operating,2020,mfe_first,rr_0.50,1,1,0.0,5700.0,72194.45,95734.45,23540.0,73585,True,18,14,18,1.0,2021-05-19T00:00:00,4,18,18,18,1.0,2021-05-13T00:00:00,4,18,18,18,1.0,2021-04-22T00:00:00,5,18,18,4,520.2891,68,88,20,18,1,0,1,0,24,4,1830,9.133879781420765,1.0,0.5136315522560003,3.4653432300546445,23279.206475409836,21063.133333333335,18,0,0,18
march__operating__2020__mfe_first__rr_0.66,march,operating,2020,mfe_first,rr_0.66,1,1,0.0,5700.0,91000.8,116036.8,25036.0,86174,False,9,19,17,1.0,2021-06-17T00:00:00,4,17,17,17,1.0,2021-06-11T00:00:00,6,17,17,17,1.0,2021-05-21T00:00:00,6,17,17,1,15.3958,92,110,18,9,1,0,1,0,33,1,2334,8.74935732647815,1.0,0.5541155437313423,3.364543154241645,25837.503406169668,24220.242459297344,19,7,7,12
march__operating__2020__mfe_first__rr_0.75,march,operating,2020,mfe_first,rr_0.75,1,1,0.0,5700.0,13800.65,41351.65,27551.0,58885,True,16,21,17,1.0,2020-03-12T00:00:00,6,17,17,17,1.0,2020-03-06T00:00:00,6,17,17,17,1.0,2020-02-14T00:00:00,10,17,17,5,541.9678,99,109,10,16,1,0,1,0,40,5,1808,7.947455752212389,1.0,0.5795738088513661,2.8775580160398233,15511.302240044248,13291.362334070798,16,13,13,3
march__operating__2020__mfe_first__rr_0.82,march,operating,2020,mfe_first,rr_0.82,1,1,0.0,5700.0,39683.35,67576.35,27893.0,61275,False,10,24,10,1.0,2020-03-18T00:00:00,3,10,10,12,1.0,2020-03-12T00:00:00,4,12,12,12,1.0,2020-02-20T00:00:00,6,12,12,5,539.0183,98,112,14,10,1,0,1,0,41,5,1812,8.35485651214128,1.0,0.5998009336888558,2.744743715783664,20350.681926048564,18263.062003311257,16,9,9,7
march__operating__2020__mfe_first__rr_0.83,march,operating,2020,mfe_first,rr_0.83,1,1,0.0,5700.0,107005.75,131253.75,24248.0,76742,False,16,17,16,1.0,2020-03-18T00:00:00,3,16,16,18,1.0,2020-03-12T00:00:00,4,18,18,18,1.0,2020-02-20T00:00:00,6,18,18,4,115.6792,82,100,18,16,1,0,1,0,35,4,2234,8.495523724261414,1.0,0.6206865324495926,2.9071701266786034,25011.460026857654,23495.138809310654,17,4,4,13
march__operating__2020__mfe_first__rr_0.97,march,operating,2020,mfe_first,rr_0.97,1,1,0.0,5700.0,90767.9,116484.9,25717.0,64474,False,11,23,14,1.0,2020-03-13T00:00:00,3,14,14,19,1.0,2020-03-09T00:00:00,6,19,19,19,1.0,2020-02-17T00:00:00,6,21,21,9,446.3146,99,107,8,11,1,0,1,0,42,9,1905,8.663517060367454,1.0,0.6255713749948411,2.8236031228346454,24486.852703412074,22674.125249343833,16,16,16,0
march__operating__2020__mfe_first__rr_1.00,march,operating,2020,mfe_first,rr_1.00,1,1,0.0,5700.0,213178.35,237137.35,23959.0,95148,True,19,19,20,1.0,2020-03-12T00:00:00,6,20,20,20,1.0,2020-03-06T00:00:00,10,20,20,20,1.0,2020-02-14T00:00:00,10,20,20,2,26.4262,110,113,3,19,1,0,1,0,32,2,2323,10.456736978045631,1.0,0.6616678315188402,2.418520195436935,35333.83794662075,33723.95744726647,20,20,20,0
march__operating__2020__mfe_first__rr_1.13,march,operating,2020,mfe_first,rr_1.13,1,1,0.0,5700.0,465882.13,483260.13,17378.0,126994,False,8,16,9,1.0,2020-03-02T00:00:00,5,9,9,12,1.0,2020-02-25T00:00:00,7,12,12,15,1.0,2020-02-07T00:00:00,8,15,15,2,9.1322,62,82,20,8,1,0,1,0,22,2,2341,14.219991456642461,1.0,0.62307940385108,3.0198816074327213,55283.60523280649,54752.19527979496,20,0,0,20
march__operating__2020__mfe_first__rr_1.17,march,operating,2020,mfe_first,rr_1.17,1,1,0.0,5700.0,430813.8,446833.8,16020.0,130202,False,20,14,20,1.0,2020-03-02T00:00:00,4,20,20,20,1.0,2020-02-25T00:00:00,6,20,20,20,1.0,2020-02-07T00:00:00,6,20,20,3,27.7109,75,78,3,20,1,0,1,0,26,3,2323,14.829100301334481,1.0,0.5498022881226615,3.8107725949203615,56828.17389151959,56826.2898407232,20,20,20,0
march__operating__2020__mfe_first__rr_1.25,march,operating,2020,mfe_first,rr_1.25,1,1,0.0,5700.0,394348.3,410665.3,16317.0,128196,True,20,15,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-07T00:00:00,3,20,20,3,27.2866,75,78,3,20,1,0,1,0,27,3,2323,14.806284976323719,1.0,0.5258911585216113,4.055826486009471,58443.30576840293,58575.4687688334,20,20,20,0
march__operating__2020__mfe_first__rr_1.29,march,operating,2020,mfe_first,rr_1.29,1,1,0.0,5700.0,422283.73,436471.73,14188.0,129905,False,20,14,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,2,20,20,20,1.0,2020-02-07T00:00:00,2,20,20,3,27.422,68,71,3,20,1,0,1,0,26,3,2323,15.117950925527335,1.0,0.5147033732101582,4.327068103314679,60504.7588678433,60909.905897546276,20,20,20,0
