case,account_id,sleeve,rr,reserve,death_window,death_entry_at,died_at
march__operating__2020__mae_first__center4,88,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mae_first__center4,89,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__center4,90,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mae_first__without050,9,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__without050,11,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__without050,60,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__without050,64,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__without050,82,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__grid5,4,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__grid5,54,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__grid5,58,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__grid5,77,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__ladder4,4,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder4,61,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__ladder4,83,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder4,84,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__ladder4,87,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder4,88,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__ladder4,91,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder4,92,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__ladder4,99,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder4,100,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__ladder20,4,0,1.00,4200.0,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder20,61,1,1.00,4357.89,20-21,2026-03-19T20:31:20,2026-03-19T22:30:00
march__operating__2020__mae_first__ladder20,62,2,1.00,4515.79,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mae_first__ladder20,66,3,1.00,4673.68,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mae_first__ladder20,83,4,1.00,4831.58,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mae_first__ladder20,84,5,1.00,4989.47,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mae_first__ladder20,85,6,1.00,5147.37,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__ladder20,86,7,1.00,5305.26,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mae_first__ladder20,87,8,1.00,5463.16,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mae_first__ladder20,88,9,1.00,5621.05,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mae_first__ladder20,89,10,1.00,5778.95,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mae_first__ladder20,90,11,1.00,5936.84,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__uniform_low,4,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,61,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,62,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,66,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,83,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,84,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,85,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,86,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,87,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,88,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,89,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,90,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,91,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,92,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,93,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,94,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,99,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,100,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,101,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__uniform_low,102,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__grid10,5,2,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mae_first__grid10,8,3,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__grid10,61,2,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mae_first__grid10,62,3,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mae_first__ladder20_reverse,78,8,1.00,5936.84,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mae_first__ladder20_reverse,79,9,1.00,5778.95,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mae_first__ladder20_reverse,80,10,1.00,5621.05,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mae_first__ladder20_reverse,81,11,1.00,5463.16,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mae_first__ladder20_reverse,87,12,1.00,5305.26,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mae_first__ladder20_reverse,88,13,1.00,5147.37,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__ladder20_reverse,89,14,1.00,4989.47,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mae_first__ladder20_reverse,90,15,1.00,4831.58,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mae_first__ladder20_reverse,91,16,1.00,4673.68,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mae_first__ladder20_reverse,92,17,1.00,4515.79,20-21,2026-03-19T20:31:20,2026-03-19T22:30:00
march__operating__2020__mae_first__ladder20_reverse,93,18,1.00,4357.89,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mae_first__ladder20_reverse,94,19,1.00,4200.0,12-13,2026-03-19T12:49:40,2026-03-19T15:02:40
march__operating__2020__mfe_first__rr_0.66,96,0,0.66,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.66,97,0,0.66,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_0.66,98,0,0.66,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_0.66,99,0,0.66,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_0.66,100,0,0.66,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_0.66,101,0,0.66,5700,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__rr_0.66,102,0,0.66,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.75,82,0,0.75,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.75,83,0,0.75,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.75,84,0,0.75,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_0.75,85,0,0.75,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.75,86,0,0.75,5700,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mfe_first__rr_0.75,87,0,0.75,5700,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mfe_first__rr_0.75,88,0,0.75,5700,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mfe_first__rr_0.75,89,0,0.75,5700,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__rr_0.75,90,0,0.75,5700,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__rr_0.75,91,0,0.75,5700,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__rr_0.75,92,0,0.75,5700,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mfe_first__rr_0.75,93,0,0.75,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.75,94,0,0.75,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.82,87,0,0.82,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_0.82,88,0,0.82,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_0.82,89,0,0.82,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.82,90,0,0.82,5700,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mfe_first__rr_0.82,91,0,0.82,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_0.82,92,0,0.82,5700,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__rr_0.82,93,0,0.82,5700,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__rr_0.82,94,0,0.82,5700,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__rr_0.82,101,0,0.82,5700,20-21,2026-03-06T20:01:40,2026-03-06T22:11:40
march__operating__2020__mae_first__grid20,7,5,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mae_first__grid20,8,6,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__grid20,9,7,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__grid20,10,8,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__grid20,12,9,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mae_first__grid20,58,3,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mae_first__grid20,80,12,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_0.83,87,0,0.83,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.83,88,0,0.83,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.83,89,0,0.83,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_0.83,90,0,0.83,5700,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__rr_1.00,4,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,74,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,75,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,76,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,77,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,78,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,79,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,80,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,91,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,92,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,93,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,94,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,95,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,96,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,97,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,98,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,103,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,104,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.00,105,0,1.00,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.00,106,0,1.00,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_0.97,59,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,60,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,62,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,65,0,0.97,5700,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mfe_first__rr_0.97,66,0,0.97,5700,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mfe_first__rr_0.97,67,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,68,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,69,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,70,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,71,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,72,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,73,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,74,0,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_0.97,87,0,0.97,5700,3-4,2026-03-13T03:15:40,2026-03-13T09:37:40
march__operating__2020__mfe_first__rr_0.97,88,0,0.97,5700,3-4,2026-03-13T03:15:40,2026-03-13T09:37:40
march__operating__2020__mfe_first__rr_0.97,89,0,0.97,5700,20-21,2026-03-06T20:01:40,2026-03-06T22:11:40
march__operating__2020__mae_first__grid20_reverse,12,7,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mae_first__grid20_reverse,15,10,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mae_first__grid20_reverse,17,12,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__grid20_reverse,30,11,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mae_first__grid20_reverse,47,13,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mae_first__grid20_reverse,48,14,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mae_first__grid20_reverse,50,16,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__rr_1.25,4,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,7,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,8,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,9,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,10,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,11,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,50,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,51,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,52,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,53,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,54,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,55,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,56,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,57,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,66,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,67,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,68,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,69,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,72,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.25,73,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__rr_1.17,4,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,5,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,6,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,7,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,34,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,51,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,52,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,53,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,54,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,55,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,56,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,57,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,58,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,59,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,60,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,61,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,62,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,69,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,70,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.17,71,0,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__rr_1.29,4,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,7,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,8,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,9,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,10,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,11,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,48,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,49,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,50,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,51,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,52,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,53,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,54,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,55,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,56,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,57,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,58,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,64,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,65,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.29,66,0,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_1.61,4,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,8,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,9,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,10,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,11,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,12,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,17,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,18,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,21,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,27,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,42,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,43,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,54,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,55,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
