case,at,live_before_final_loss,max_live_ever_before,max_live_preceding_20_calendar_days,reopened_at,days_until_reopening
march__operating__2020__mae_first__rr_1.29,2020-03-02T04:00:00,1,1,1,2020-03-03T00:00:00,0.8333333333333334
march__operating__2020__mae_first__rr_1.29,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_1.29,2026-03-27T16:32:40,20,20,20,2026-04-01T00:00:00,4.3106481481481485
march__operating__2020__mae_first__rr_1.45,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mae_first__rr_1.45,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_1.45,2026-03-24T16:39:40,20,20,20,2026-04-02T00:00:00,8.305787037037037
march__operating__2020__mae_first__rr_1.45,2026-04-07T23:30:00,1,20,20,2026-04-25T00:00:00,17.020833333333332
march__operating__2020__mae_first__rr_1.50,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mae_first__rr_1.50,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_1.50,2026-03-26T23:30:00,20,20,20,2026-04-01T00:00:00,5.020833333333333
march__operating__2020__mae_first__rr_1.50,2026-04-07T21:40:40,1,20,20,2026-04-14T00:00:00,6.096759259259259
march__operating__2020__mae_first__rr_1.61,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mae_first__rr_1.61,2020-03-12T21:06:40,2,2,2,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_1.61,2026-03-23T18:36:40,20,20,20,2026-04-01T00:00:00,8.224537037037036
march__operating__2020__mae_first__rr_1.61,2026-04-07T18:00:40,1,20,20,2026-04-17T00:00:00,9.249537037037037
march__operating__2020__mae_first__rr_1.75,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_1.75,2026-03-26T09:01:40,20,20,20,2026-04-01T00:00:00,5.623842592592593
march__operating__2020__mae_first__rr_1.75,2026-04-07T18:00:40,1,20,20,2026-04-14T00:00:00,6.249537037037037
march__operating__2020__mae_first__rr_1.76,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_1.76,2026-03-23T18:36:40,20,20,20,2026-04-01T00:00:00,8.224537037037036
march__operating__2020__mae_first__rr_1.76,2026-04-07T18:00:40,1,20,20,2026-04-17T00:00:00,9.249537037037037
march__operating__2020__mae_first__rr_1.83,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_1.92,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_2.00,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_2.08,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__rr_2.24,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.17,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.25,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.39,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mae_first__rr_2.39,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.39,2026-03-27T16:32:40,20,20,20,2026-04-01T00:00:00,4.3106481481481485
march__operating__2020__mae_first__rr_2.50,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mae_first__rr_2.50,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.55,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mae_first__rr_2.55,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__rr_2.71,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_2.71,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mae_first__rr_2.75,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_2.75,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mae_first__rr_2.87,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_2.87,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mae_first__rr_2.83,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_2.83,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mae_first__rr_3.03,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.03,2020-03-11T18:57:40,2,2,2,2020-05-01T00:00:00,50.209953703703704
march__operating__2020__mae_first__rr_3.17,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.17,2020-03-11T18:57:40,2,2,2,2020-05-01T00:00:00,50.209953703703704
march__operating__2020__mae_first__rr_3.18,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.18,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mae_first__rr_3.25,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.25,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mae_first__rr_3.34,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.34,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mae_first__rr_3.50,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__rr_3.50,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mae_first__center4,2020-03-02T03:30:00,1,1,1,2020-03-03T00:00:00,0.8541666666666666
march__operating__2020__mae_first__center4,2020-03-12T21:06:40,1,2,2,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__without050,2020-03-12T21:06:40,1,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__ladder4,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__ladder20,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__uniform_low,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__uniform_low,2026-03-19T18:37:20,20,20,20,2026-04-01T00:00:00,12.224074074074075
march__operating__2020__mae_first__uniform_high,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mae_first__ladder20_reverse,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_0.50,2021-05-19T09:35:40,1,12,9,2021-07-03T00:00:00,44.60023148148148
march__operating__2020__mfe_first__rr_0.50,2022-01-24T21:00:00,1,20,4,2022-02-05T00:00:00,11.125
march__operating__2020__mfe_first__rr_0.50,2022-07-01T16:36:20,2,20,4,2022-08-04T00:00:00,33.30810185185185
march__operating__2020__mfe_first__rr_0.50,2022-11-04T17:51:40,3,20,3,2024-01-10T00:00:00,431.255787037037
march__operating__2020__mfe_first__rr_0.66,2021-06-17T14:30:00,1,13,3,2021-07-03T00:00:00,15.395833333333334
march__operating__2020__mfe_first__rr_0.75,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_0.75,2021-06-09T08:03:20,1,11,1,2021-07-03T00:00:00,23.66435185185185
march__operating__2020__mfe_first__rr_0.75,2022-01-07T23:30:00,1,18,17,2022-02-05T00:00:00,28.020833333333332
march__operating__2020__mfe_first__rr_0.75,2022-06-14T22:08:40,2,18,2,2022-08-04T00:00:00,50.07731481481481
march__operating__2020__mfe_first__rr_0.75,2022-11-03T21:57:40,3,18,3,2024-01-10T00:00:00,432.0849537037037
march__operating__2020__mfe_first__rr_0.82,2020-03-18T19:28:40,3,3,3,2020-04-08T00:00:00,20.188425925925927
march__operating__2020__mfe_first__rr_0.82,2021-03-08T15:30:00,1,11,7,2021-03-17T00:00:00,8.354166666666666
march__operating__2020__mfe_first__rr_0.82,2021-05-19T09:35:40,1,11,4,2021-07-03T00:00:00,44.60023148148148
march__operating__2020__mfe_first__rr_0.82,2022-06-30T09:07:40,1,18,4,2022-08-04T00:00:00,34.619675925925925
march__operating__2020__mfe_first__rr_0.82,2022-11-04T17:51:40,1,18,3,2024-01-10T00:00:00,431.255787037037
march__operating__2020__mfe_first__rr_0.83,2020-03-18T19:28:40,3,3,3,2020-04-08T00:00:00,20.188425925925927
march__operating__2020__mfe_first__rr_0.83,2021-05-17T18:51:40,6,12,6,2021-07-03T00:00:00,46.214120370370374
march__operating__2020__mfe_first__rr_0.83,2022-06-29T23:30:00,1,19,2,2022-08-04T00:00:00,35.020833333333336
march__operating__2020__mfe_first__rr_0.83,2022-11-04T17:51:40,1,19,3,2022-11-19T00:00:00,14.255787037037036
march__operating__2020__mfe_first__rr_1.00,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_1.00,2026-03-26T16:39:40,19,20,20,2026-04-14T00:00:00,18.30578703703704
march__operating__2020__mfe_first__rr_0.97,2020-03-13T03:10:40,3,3,3,2020-05-09T00:00:00,56.867592592592594
march__operating__2020__mfe_first__rr_0.97,2021-03-08T18:50:40,4,12,12,2021-03-17T00:00:00,8.214814814814815
march__operating__2020__mfe_first__rr_0.97,2021-05-18T22:53:40,4,12,4,2021-07-03T00:00:00,45.04606481481481
march__operating__2020__mfe_first__rr_0.97,2022-01-10T16:31:40,2,19,19,2022-02-05T00:00:00,25.31134259259259
march__operating__2020__mfe_first__rr_0.97,2022-05-11T22:15:40,1,19,2,2022-08-04T00:00:00,84.0724537037037
march__operating__2020__mfe_first__rr_0.97,2022-11-04T17:51:40,1,19,3,2022-11-19T00:00:00,14.255787037037036
march__operating__2020__mfe_first__rr_0.97,2023-01-04T19:55:40,1,19,1,2023-05-02T00:00:00,117.16967592592593
march__operating__2020__mfe_first__rr_0.97,2023-10-25T18:42:40,3,19,3,2024-01-10T00:00:00,76.22037037037038
march__operating__2020__mfe_first__rr_0.97,2026-03-26T20:14:40,2,20,16,2026-04-15T00:00:00,19.15648148148148
march__operating__2020__mfe_first__rr_1.13,2020-03-02T03:30:00,1,1,1,2020-03-03T00:00:00,0.8541666666666666
march__operating__2020__mfe_first__rr_1.13,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mae_first__grid20_reverse,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mae_first__grid20_reverse,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mfe_first__rr_1.25,2020-03-02T03:30:00,1,1,1,2020-03-03T00:00:00,0.8541666666666666
march__operating__2020__mfe_first__rr_1.25,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_1.25,2026-03-27T20:17:40,20,20,20,2026-04-15T00:00:00,18.154398148148147
march__operating__2020__mfe_first__rr_1.17,2020-03-02T03:30:00,1,1,1,2020-03-03T00:00:00,0.8541666666666666
march__operating__2020__mfe_first__rr_1.17,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_1.17,2026-03-26T10:06:40,20,20,20,2026-04-14T00:00:00,18.578703703703702
march__operating__2020__mfe_first__rr_1.29,2020-03-02T04:00:00,1,1,1,2020-03-03T00:00:00,0.8333333333333334
march__operating__2020__mfe_first__rr_1.29,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_1.29,2026-03-27T16:32:40,20,20,20,2026-04-15T00:00:00,18.310648148148147
march__operating__2020__mfe_first__rr_1.61,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mfe_first__rr_1.61,2020-03-12T21:06:40,2,2,2,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_1.61,2026-03-23T18:36:40,20,20,20,2026-04-17T00:00:00,24.224537037037038
march__operating__2020__mfe_first__rr_1.45,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mfe_first__rr_1.45,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_1.45,2026-03-24T16:39:40,20,20,20,2026-04-02T00:00:00,8.305787037037037
march__operating__2020__mfe_first__rr_1.45,2026-04-07T23:30:00,1,20,20,2026-04-25T00:00:00,17.020833333333332
march__operating__2020__mfe_first__rr_1.50,2020-03-02T04:30:00,1,1,1,2020-03-03T00:00:00,0.8125
march__operating__2020__mfe_first__rr_1.50,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_1.50,2026-03-26T23:30:00,20,20,20,2026-04-14T00:00:00,18.020833333333332
march__operating__2020__mfe_first__rr_1.75,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_1.75,2026-03-26T09:01:40,20,20,20,2026-04-14T00:00:00,18.62384259259259
march__operating__2020__mfe_first__rr_1.76,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_1.76,2026-03-23T18:36:40,20,20,20,2026-04-17T00:00:00,24.224537037037038
march__operating__2020__mfe_first__rr_1.92,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_1.83,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_2.00,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_2.08,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__rr_2.17,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.24,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.25,2020-03-12T17:19:40,3,3,3,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.39,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mfe_first__rr_2.39,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.39,2026-03-27T16:32:40,20,20,20,2026-04-15T00:00:00,18.310648148148147
march__operating__2020__mfe_first__rr_2.50,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mfe_first__rr_2.50,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.55,2020-02-28T15:44:20,1,1,1,2020-03-03T00:00:00,3.344212962962963
march__operating__2020__mfe_first__rr_2.55,2020-03-12T17:19:40,2,2,2,2020-03-21T00:00:00,8.278009259259258
march__operating__2020__mfe_first__rr_2.71,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_2.71,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mfe_first__rr_2.75,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_2.75,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mfe_first__rr_2.83,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_2.83,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mfe_first__rr_2.87,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_2.87,2020-03-12T13:52:40,2,2,2,2020-03-21T00:00:00,8.42175925925926
march__operating__2020__mfe_first__rr_3.03,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.03,2020-03-11T18:57:40,2,2,2,2020-05-01T00:00:00,50.209953703703704
march__operating__2020__mfe_first__rr_3.17,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.17,2020-03-11T18:57:40,2,2,2,2020-05-01T00:00:00,50.209953703703704
march__operating__2020__mfe_first__rr_3.18,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.18,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mfe_first__rr_3.25,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.25,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mfe_first__rr_3.34,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.34,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mfe_first__rr_3.50,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__rr_3.50,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
march__operating__2020__mfe_first__center4,2020-03-02T03:30:00,1,1,1,2020-03-03T00:00:00,0.8541666666666666
march__operating__2020__mfe_first__center4,2020-03-12T21:06:40,1,2,2,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__without050,2020-03-12T21:06:40,1,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__ladder4,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__ladder20,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__uniform_low,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__uniform_low,2026-03-19T18:37:20,20,20,20,2026-04-14T00:00:00,25.224074074074075
march__operating__2020__mfe_first__uniform_high,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
march__operating__2020__mfe_first__ladder20_reverse,2020-03-12T21:06:40,3,3,3,2020-03-21T00:00:00,8.12037037037037
primary__operating__2020__mfe_first__rr_1.00,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__rr_1.00,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2020__mfe_first__center4,2020-03-12T17:19:40,1,1,1,2020-03-13T00:00:00,0.27800925925925923
primary__operating__2020__mfe_first__center4,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
march__operating__2020__mfe_first__grid20_reverse,2020-02-28T11:25:40,1,1,1,2020-03-03T00:00:00,3.5238425925925925
march__operating__2020__mfe_first__grid20_reverse,2020-03-12T03:05:40,2,2,2,2020-03-21T00:00:00,8.871064814814815
primary__operating__2020__mfe_first__without050,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__without050,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2020__mfe_first__ladder4,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__ladder4,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2020__mfe_first__ladder20,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__ladder20,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2020__mfe_first__uniform_low,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__uniform_low,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2020__mfe_first__uniform_low,2026-03-24T20:10:40,9,20,20,2026-04-17T00:00:00,23.159259259259258
primary__operating__2020__mfe_first__uniform_high,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__uniform_high,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2023__mfe_first__rr_1.00,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2020__mfe_first__ladder20_reverse,2020-03-12T21:06:40,1,1,1,2020-03-13T00:00:00,0.12037037037037036
primary__operating__2020__mfe_first__ladder20_reverse,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2023__mfe_first__edge4,2023-10-26T18:23:40,1,6,4,2023-12-13T00:00:00,47.23356481481481
primary__operating__2023__mfe_first__extremes2,2023-10-25T21:50:20,1,6,3,2023-12-13T00:00:00,48.09004629629629
primary__operating__2023__mfe_first__grid5,2023-12-04T20:00:00,1,6,1,2023-12-13T00:00:00,8.166666666666666
primary__operating__2023__mfe_first__ladder4,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2023__mfe_first__grid10,2023-10-25T18:42:40,1,6,4,2023-12-13T00:00:00,48.22037037037037
primary__operating__2023__mfe_first__ladder20,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2023__mfe_first__uniform_low,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2023__mfe_first__uniform_low,2026-03-24T20:10:40,7,20,19,2026-04-15T00:00:00,21.159259259259258
primary__operating__2023__mfe_first__uniform_high,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2020__mfe_first__grid20_reverse,2020-03-12T03:05:40,1,1,1,2020-03-13T00:00:00,0.8710648148148148
primary__operating__2020__mfe_first__grid20_reverse,2020-03-18T19:28:40,1,1,1,2020-03-19T00:00:00,0.1884259259259259
primary__operating__2023__mfe_first__ladder20_reverse,2023-10-30T18:43:40,1,6,6,2023-12-12T00:00:00,42.21967592592593
primary__operating__2023__mfe_first__grid20,2023-10-25T18:42:40,2,6,4,2023-12-13T00:00:00,48.22037037037037
primary__operating__2023__mfe_first__grid20_reverse,2023-10-26T20:30:40,2,6,6,2023-11-04T00:00:00,8.14537037037037
