months,budget,left,right,periods,left_failed,right_failed,both,left_only,right_only,neither,jaccard,reciprocal,both_cases,left_only_cases,right_only_cases,early_both,early_left_only,early_right_only,later_both,later_left_only,later_right_only
1,1500,RR:0.50,GG:3.00,78,8,20,6,2,14,56,0.2727272727272727,True,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2021-05-01;1m_2023-10-01,1m_2020-02-01;1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01;1m_2026-03-01,,,,,,
1,1500,RR:0.50,GG:3.25,78,8,19,6,2,13,57,0.2857142857142857,True,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2021-05-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01;1m_2026-03-01,,,,,,
1,1500,RR:0.50,GG:3.50,78,8,18,5,3,13,57,0.23809523809523808,True,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2021-05-01;1m_2022-06-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01;1m_2026-03-01,,,,,,
1,1500,RR:0.75,GG:0.50,78,9,17,8,1,9,60,0.4444444444444444,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:0.75,78,9,15,7,2,8,61,0.4117647058823529,True,1m_2020-03-01;1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:1.00,78,9,16,8,1,8,61,0.47058823529411764,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:1.25,78,9,16,8,1,8,61,0.47058823529411764,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:1.50,78,9,16,8,1,8,61,0.47058823529411764,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:1.75,78,9,18,9,0,9,60,0.5,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:0.75,GG:2.00,78,9,17,8,1,9,60,0.4444444444444444,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:0.75,GG:2.25,78,9,18,9,0,9,60,0.5,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:0.75,GG:2.50,78,9,19,9,0,10,59,0.47368421052631576,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:2.75,78,9,19,9,0,10,59,0.47368421052631576,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:3.00,78,9,20,9,0,11,58,0.45,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-02-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:3.25,78,9,19,9,0,10,59,0.47368421052631576,False,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:0.75,GG:3.50,78,9,18,8,1,10,59,0.42105263157894735,True,1m_2020-03-01;1m_2022-05-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.00,GG:0.50,78,8,17,6,2,11,59,0.3157894736842105,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:0.75,78,8,15,6,2,9,61,0.35294117647058826,True,1m_2020-03-01;1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2022-06-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:1.00,78,8,16,6,2,10,60,0.3333333333333333,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:1.25,78,8,16,6,2,10,60,0.3333333333333333,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:1.50,78,8,16,6,2,10,60,0.3333333333333333,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:1.75,78,8,18,7,1,11,59,0.3684210526315789,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:2.00,78,8,17,6,2,11,59,0.3157894736842105,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:2.25,78,8,18,7,1,11,59,0.3684210526315789,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:2.50,78,8,19,7,1,12,58,0.35,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:2.75,78,8,19,7,1,12,58,0.35,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:3.00,78,8,20,7,1,13,57,0.3333333333333333,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-02-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:3.25,78,8,19,7,1,12,58,0.35,True,1m_2020-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.00,GG:3.50,78,8,18,6,2,12,58,0.3,True,1m_2020-03-01;1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01,1m_2022-06-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01;1m_2026-06-01,,,,,,
1,1500,RR:1.25,GG:0.50,78,10,17,7,3,10,58,0.35,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2022-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:0.75,78,10,15,7,3,8,60,0.3888888888888889,True,1m_2020-03-01;1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-03-01;1m_2022-06-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:1.00,78,10,16,7,3,9,59,0.3684210526315789,True,1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2022-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:1.25,78,10,16,8,2,8,60,0.4444444444444444,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:1.50,78,10,16,8,2,8,60,0.4444444444444444,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:1.75,78,10,18,9,1,9,59,0.47368421052631576,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01,,,,,,
1,1500,RR:1.25,GG:2.00,78,10,17,8,2,9,59,0.42105263157894735,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01,,,,,,
1,1500,RR:1.25,GG:2.25,78,10,18,9,1,9,59,0.47368421052631576,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01,,,,,,
1,1500,RR:1.25,GG:2.50,78,10,19,9,1,10,58,0.45,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:2.75,78,10,19,9,1,10,58,0.45,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:3.00,78,10,20,9,1,11,57,0.42857142857142855,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-02-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:3.25,78,10,19,9,1,10,58,0.45,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.25,GG:3.50,78,10,18,8,2,10,58,0.4,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:0.50,78,14,17,9,5,8,56,0.4090909090909091,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2021-12-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:0.75,78,14,15,8,6,7,57,0.38095238095238093,True,1m_2020-03-01;1m_2022-05-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-03-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:1.00,78,14,16,9,5,7,57,0.42857142857142855,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2021-12-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:1.25,78,14,16,10,4,6,58,0.5,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:1.50,78,14,16,10,4,6,58,0.5,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2025-11-01,,,,,,
