episode,case,months,start,end,rr,strategy,risk_reward,budget,eligible,breached,trade_key,interval_start,exit,accepted,closed
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:17-18:117:267,2020-09-08T21:44:40,2020-09-08T21:44:40,110,110
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:22-23:115:261,2020-09-08T22:30:40,2020-09-08T22:47:40,128,128
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:22-23:115:261,2020-09-08T22:30:40,2020-09-08T22:47:40,115,115
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:2-3:100:237,2020-09-09T02:11:20,2020-09-09T04:00:00,175,175
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:2-3:100:237,2020-09-09T02:11:20,2020-09-09T04:00:00,142,142
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:17-18:119:272,2020-09-11T17:45:40,2020-09-11T19:31:40,134,134
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:17-18:123:280,2020-09-17T17:00:40,2020-09-17T19:17:40,160,160
1m_b1500_g5_e04,1m_2020-09-01,1,2020-09-01T00:00:00,2020-10-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:18-19:120:278,2020-09-21T18:01:40,2020-09-21T19:30:00,151,151
1m_b1500_g5_e05,1m_2021-03-01,1,2021-03-01T00:00:00,2021-04-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:20-21:192:446,2021-03-24T20:00:20,2021-03-24T20:40:40,193,193
1m_b1500_g5_e06,1m_2021-05-01,1,2021-05-01T00:00:00,2021-06-01T00:00:00,RR:0.50,RR,0.50,1500,True,True,RR0.50:8-9:129:476,2021-05-19T09:35:40,2021-05-19T09:35:40,125,125
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:21-22:279:643,2021-09-28T21:44:40,2021-09-28T23:30:00,106,106
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:1-2:216:563,2021-09-29T01:00:40,2021-09-29T06:30:00,107,107
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:17-18:267:634,2021-09-29T17:00:40,2021-09-29T18:35:40,110,110
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:16-17:259:694,2021-09-30T16:30:40,2021-09-30T17:30:40,96,96
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:16-17:301:656,2021-09-30T16:30:40,2021-09-30T17:55:40,109,109
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:18-19:118:525,2021-09-30T18:17:40,2021-09-30T18:38:40,99,99
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:20-21:273:631,2021-09-30T20:04:40,2021-09-30T21:30:00,145,145
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:20-21:273:631,2021-09-30T20:04:40,2021-09-30T22:59:40,118,118
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:20-21:273:631,2021-09-30T20:04:40,2021-09-30T22:59:40,114,114
1m_b1500_g5_e07,1m_2021-09-01,1,2021-09-01T00:00:00,2021-10-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:20-21:273:630,2021-09-30T20:04:40,2021-09-30T22:59:40,108,108
1m_b1500_g5_e08,1m_2021-12-01,1,2021-12-01T00:00:00,2022-01-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:17-18:123:593,2021-12-17T17:35:20,2021-12-17T23:30:00,113,113
1m_b1500_g5_e08,1m_2021-12-01,1,2021-12-01T00:00:00,2022-01-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:18-19:136:595,2021-12-20T18:53:40,2021-12-20T20:01:40,101,101
1m_b1500_g5_e09,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:18-19:138:610,2022-01-10T18:11:40,2022-01-10T23:00:00,89,89
1m_b1500_g5_e09,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:18-19:138:610,2022-01-10T18:11:40,2022-01-10T23:00:00,85,85
1m_b1500_g5_e09,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:18-19:138:610,2022-01-10T18:11:40,2022-01-10T23:00:00,80,80
1m_b1500_g5_e09,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:18-19:138:610,2022-01-10T18:11:40,2022-01-10T23:00:00,77,77
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:8-9:311:733,2022-01-19T08:00:40,2022-01-19T11:00:00,89,89
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:19-20:328:742,2022-01-19T19:00:40,2022-01-19T22:34:40,88,88
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:3-4:318:756,2022-01-21T03:34:40,2022-01-21T04:47:40,102,102
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:6-7:275:687,2022-01-21T06:32:20,2022-01-21T17:01:40,92,92
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:18-19:322:754,2022-01-21T18:21:40,2022-01-21T19:49:40,145,145
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:18-19:322:754,2022-01-21T18:21:40,2022-01-21T19:49:40,110,110
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:18-19:322:754,2022-01-21T18:21:40,2022-01-21T19:49:40,97,97
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:18-19:322:752,2022-01-21T18:21:40,2022-01-21T19:49:40,94,94
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:18-19:320:748,2022-01-21T18:21:40,2022-01-21T19:49:40,88,88
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:1-2:251:657,2022-01-24T01:45:40,2022-01-24T12:14:20,166,166
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:1-2:251:657,2022-01-24T01:45:40,2022-01-24T12:14:20,136,136
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:1-2:251:657,2022-01-24T01:45:40,2022-01-24T12:14:20,127,127
1m_b1500_g5_e10,1m_2022-01-01,1,2022-01-01T00:00:00,2022-02-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:13-14:286:701,2022-01-24T13:01:40,2022-01-24T14:52:20,114,114
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:3-4:329:785,2022-02-21T03:09:40,2022-02-21T14:44:40,95,95
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:16-17:362:793,2022-02-21T16:20:40,2022-02-21T18:29:40,123,123
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:16-17:360:785,2022-02-21T16:20:40,2022-02-21T18:29:40,97,97
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:16-17:360:785,2022-02-21T16:20:40,2022-02-21T18:29:40,95,95
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:16-17:360:785,2022-02-21T16:20:40,2022-02-21T18:29:40,94,94
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:16-17:360:785,2022-02-21T16:20:40,2022-02-21T18:29:40,87,87
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:2-3:285:687,2022-02-22T02:30:40,2022-02-22T09:33:40,90,90
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:2-3:285:687,2022-02-22T02:30:40,2022-02-22T09:33:40,90,90
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:10-11:322:776,2022-02-22T10:42:40,2022-02-22T13:00:00,101,101
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:10-11:324:780,2022-02-24T10:03:40,2022-02-24T15:26:40,134,134
1m_b1500_g5_e11,1m_2022-02-01,1,2022-02-01T00:00:00,2022-03-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:16-17:365:799,2022-02-24T16:08:40,2022-02-24T17:00:00,158,158
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:22-23:335:755,2022-03-04T22:54:40,2022-03-04T23:30:00,108,108
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:22-23:335:755,2022-03-04T22:54:40,2022-03-04T23:30:00,103,103
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:22-23:335:754,2022-03-04T22:54:40,2022-03-04T23:30:00,98,98
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:22-23:335:754,2022-03-04T22:54:40,2022-03-04T23:30:00,90,90
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:22-23:335:754,2022-03-04T22:54:40,2022-03-04T23:30:00,85,85
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:22-23:335:754,2022-03-04T22:54:40,2022-03-04T23:30:00,85,85
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:22-23:335:754,2022-03-04T22:54:40,2022-03-04T23:30:00,84,84
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:2-3:201:763,2022-03-08T02:15:40,2022-03-08T07:29:40,95,95
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:2-3:201:763,2022-03-08T02:15:40,2022-03-08T07:29:40,93,93
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:2-3:201:763,2022-03-08T02:15:40,2022-03-08T07:29:40,92,92
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:2-3:201:763,2022-03-08T02:15:40,2022-03-08T07:29:40,84,84
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:2-3:201:763,2022-03-08T02:15:40,2022-03-08T07:29:40,84,84
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:17-18:136:667,2022-03-08T17:54:40,2022-03-08T18:32:40,116,116
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:1.75,RR,1.75,1500,True,True,RR1.75:17-18:136:667,2022-03-08T17:54:40,2022-03-08T18:32:40,106,106
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:2.00,RR,2.00,1500,True,True,RR2.00:17-18:136:667,2022-03-08T17:54:40,2022-03-08T18:32:40,105,105
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:17-18:136:667,2022-03-08T17:54:40,2022-03-08T18:32:40,96,96
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,RR:1.25,RR,1.25,1500,True,True,RR1.25:4-5:183:736,2022-03-15T04:15:40,2022-03-15T09:00:40,120,120
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:4-5:297:737,2022-03-15T04:30:20,2022-03-15T08:49:40,110,110
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:10-11:330:795,2022-03-15T10:00:40,2022-03-15T10:57:40,113,113
1m_b1500_g5_e11,1m_2022-03-01,1,2022-03-01T00:00:00,2022-04-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:11-12:299:744,2022-03-15T11:31:40,2022-03-15T15:00:00,118,118
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:20-21:354:825,2022-04-12T20:20:40,2022-04-12T20:40:40,121,121
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:14-15:330:783,2022-04-13T14:03:40,2022-04-13T14:54:40,179,179
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:14-15:330:783,2022-04-13T14:03:40,2022-04-13T14:54:40,116,116
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:16-17:383:833,2022-04-13T16:35:40,2022-04-13T18:30:00,110,110
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:21-22:372:852,2022-04-14T21:00:40,2022-04-14T21:52:40,139,139
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:1-2:278:731,2022-04-18T01:00:20,2022-04-18T01:00:40,124,124
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:2-3:299:731,2022-04-18T02:00:40,2022-04-18T02:08:40,116,116
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:2-3:299:731,2022-04-18T02:00:40,2022-04-18T02:08:40,113,113
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:17-18:352:832,2022-04-18T17:07:20,2022-04-18T19:11:40,162,162
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:17-18:352:832,2022-04-18T17:07:20,2022-04-18T19:11:40,150,150
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:17-18:351:830,2022-04-18T17:07:20,2022-04-18T19:11:40,144,144
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:19-20:361:823,2022-04-22T19:33:40,2022-04-22T20:00:40,119,119
1m_b1500_g5_e12,1m_2022-04-01,1,2022-04-01T00:00:00,2022-05-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:22-23:352:796,2022-04-22T22:31:40,2022-04-22T22:51:40,108,108
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:19-20:369:840,2022-05-09T19:07:40,2022-05-09T20:52:40,168,168
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:19-20:369:840,2022-05-09T19:07:40,2022-05-09T20:52:40,149,149
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:19-20:369:840,2022-05-09T19:07:40,2022-05-09T20:52:40,140,140
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:19-20:369:840,2022-05-09T19:07:40,2022-05-09T20:52:40,124,124
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:19-20:369:840,2022-05-09T19:07:40,2022-05-09T20:52:40,108,108
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:22-23:362:817,2022-05-09T22:00:40,2022-05-09T22:31:40,118,118
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:22-23:362:817,2022-05-09T22:00:40,2022-05-09T22:31:40,103,103
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:1-2:285:750,2022-05-10T01:36:40,2022-05-10T03:10:40,100,100
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:1-2:285:749,2022-05-10T01:36:40,2022-05-10T03:10:40,96,96
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:1-2:285:749,2022-05-10T01:36:40,2022-05-10T03:10:40,96,96
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:1-2:285:749,2022-05-10T01:36:40,2022-05-10T03:10:40,96,96
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:1-2:285:749,2022-05-10T01:36:40,2022-05-10T03:10:40,93,93
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:1-2:285:749,2022-05-10T01:36:40,2022-05-10T03:10:40,95,95
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:16-17:341:936,2022-05-11T16:51:40,2022-05-11T20:05:40,112,112
1m_b1500_g5_e13,1m_2022-05-01,1,2022-05-01T00:00:00,2022-06-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:16-17:341:936,2022-05-11T16:51:40,2022-05-11T20:05:40,110,110
