case,months,start,end,rr,strategy,risk_reward,budget,eligible,breached,trade_key,interval_start,exit,accepted,closed
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:0.50,GG,0.50,1500,True,False,,,,174,174
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:0.50,GG,0.50,6800,True,False,,,,174,174
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:0.75,GG,0.75,1500,True,False,,,,147,147
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:0.75,GG,0.75,6800,True,False,,,,147,147
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.00,GG,1.00,1500,True,False,,,,141,141
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.00,GG,1.00,6800,True,False,,,,141,141
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.25,GG,1.25,1500,True,False,,,,126,126
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.25,GG,1.25,6800,True,False,,,,126,126
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.50,GG,1.50,1500,True,False,,,,113,113
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.50,GG,1.50,6800,True,False,,,,113,113
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.75,GG,1.75,1500,True,False,,,,107,107
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:1.75,GG,1.75,6800,True,False,,,,107,107
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.00,GG,2.00,1500,True,False,,,,104,104
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.00,GG,2.00,6800,True,False,,,,104,104
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.25,GG,2.25,1500,True,False,,,,98,98
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.25,GG,2.25,6800,True,False,,,,98,98
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.50,GG,2.50,1500,True,False,,,,95,95
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.50,GG,2.50,6800,True,False,,,,95,95
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.75,GG,2.75,1500,True,False,,,,91,91
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:2.75,GG,2.75,6800,True,False,,,,91,91
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.00,GG,3.00,1500,True,False,,,,86,86
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.00,GG,3.00,6800,True,False,,,,86,86
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.25,GG,3.25,1500,True,False,,,,85,85
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.25,GG,3.25,6800,True,False,,,,85,85
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.50,GG,3.50,1500,True,False,,,,90,90
1m_2020-01-01,1,2020-01-01T00:00:00,2020-02-01T00:00:00,GG:3.50,GG,3.50,6800,True,False,,,,90,90
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:0.50,RR,0.50,1500,True,False,,,,125,124
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:0.50,RR,0.50,6800,True,False,,,,125,124
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:0.75,RR,0.75,1500,True,False,,,,118,117
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:0.75,RR,0.75,6800,True,False,,,,118,117
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.00,RR,1.00,1500,True,False,,,,109,108
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.00,RR,1.00,6800,True,False,,,,109,108
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.25,RR,1.25,1500,True,False,,,,103,102
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.25,RR,1.25,6800,True,False,,,,103,102
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.50,RR,1.50,1500,True,False,,,,100,99
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.50,RR,1.50,6800,True,False,,,,100,99
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.75,RR,1.75,1500,True,False,,,,96,95
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:1.75,RR,1.75,6800,True,False,,,,96,95
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.00,RR,2.00,1500,True,False,,,,93,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.00,RR,2.00,6800,True,False,,,,93,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.25,RR,2.25,1500,True,False,,,,93,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.25,RR,2.25,6800,True,False,,,,93,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.50,RR,2.50,1500,True,False,,,,89,88
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.50,RR,2.50,6800,True,False,,,,89,88
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.75,RR,2.75,1500,True,False,,,,88,87
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:2.75,RR,2.75,6800,True,False,,,,88,87
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.00,RR,3.00,1500,True,False,,,,82,81
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.00,RR,3.00,6800,True,False,,,,82,81
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.25,RR,3.25,1500,True,False,,,,81,80
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.25,RR,3.25,6800,True,False,,,,81,80
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.50,RR,3.50,1500,True,False,,,,79,78
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,RR:3.50,RR,3.50,6800,True,False,,,,79,78
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:0.50,GG,0.50,1500,True,False,,,,150,150
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:0.50,GG,0.50,6800,True,False,,,,150,150
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:0.75,GG,0.75,1500,True,False,,,,120,120
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:0.75,GG,0.75,6800,True,False,,,,120,120
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.00,GG,1.00,1500,True,False,,,,109,109
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.00,GG,1.00,6800,True,False,,,,109,109
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.25,GG,1.25,1500,True,False,,,,105,105
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.25,GG,1.25,6800,True,False,,,,105,105
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.50,GG,1.50,1500,True,False,,,,99,99
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.50,GG,1.50,6800,True,False,,,,99,99
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.75,GG,1.75,1500,True,False,,,,92,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:1.75,GG,1.75,6800,True,False,,,,92,92
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.00,GG,2.00,1500,True,False,,,,87,87
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.00,GG,2.00,6800,True,False,,,,87,87
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.25,GG,2.25,1500,True,False,,,,83,83
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.25,GG,2.25,6800,True,False,,,,83,83
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.50,GG,2.50,1500,True,False,,,,81,81
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.50,GG,2.50,6800,True,False,,,,81,81
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.75,GG,2.75,1500,True,False,,,,78,78
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:2.75,GG,2.75,6800,True,False,,,,78,78
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:12-13:24:56,2020-02-28T12:21:40,2020-02-28T16:28:20,80,80
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.00,GG,3.00,6800,True,False,,,,80,80
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.25,GG,3.25,1500,True,False,,,,77,77
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.25,GG,3.25,6800,True,False,,,,77,77
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.50,GG,3.50,1500,True,False,,,,75,75
1m_2020-02-01,1,2020-02-01T00:00:00,2020-03-01T00:00:00,GG:3.50,GG,3.50,6800,True,False,,,,75,75
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:0.50,RR,0.50,1500,True,False,,,,118,118
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:0.50,RR,0.50,6800,True,False,,,,118,118
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:0.75,RR,0.75,1500,True,True,RR0.75:20-21:18:72,2020-03-18T20:37:40,2020-03-18T21:00:00,111,111
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:0.75,RR,0.75,6800,True,False,,,,111,111
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.00,RR,1.00,1500,True,True,RR1.00:20-21:18:72,2020-03-18T20:37:40,2020-03-18T21:00:00,109,109
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.00,RR,1.00,6800,True,False,,,,109,109
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.25,RR,1.25,1500,True,True,RR1.25:16-17:38:98,2020-03-17T16:49:40,2020-03-18T19:28:40,103,103
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.25,RR,1.25,6800,True,False,,,,103,103
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:16-17:38:98,2020-03-17T16:49:40,2020-03-18T19:28:40,98,98
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.50,RR,1.50,6800,True,False,,,,98,98
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.75,RR,1.75,1500,True,False,,,,93,93
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:1.75,RR,1.75,6800,True,False,,,,93,93
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.00,RR,2.00,1500,True,False,,,,84,84
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.00,RR,2.00,6800,True,False,,,,84,84
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.25,RR,2.25,1500,True,False,,,,78,78
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.25,RR,2.25,6800,True,False,,,,78,78
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.50,RR,2.50,1500,True,False,,,,76,76
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.50,RR,2.50,6800,True,False,,,,76,76
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.75,RR,2.75,1500,True,False,,,,75,75
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:2.75,RR,2.75,6800,True,False,,,,75,75
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.00,RR,3.00,1500,True,False,,,,73,73
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.00,RR,3.00,6800,True,False,,,,73,73
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.25,RR,3.25,1500,True,False,,,,68,68
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.25,RR,3.25,6800,True,False,,,,68,68
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.50,RR,3.50,1500,True,False,,,,66,66
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,RR:3.50,RR,3.50,6800,True,False,,,,66,66
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:0.50,GG,0.50,1500,True,False,,,,160,160
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:0.50,GG,0.50,6800,True,False,,,,160,160
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:6-7:28:68,2020-03-19T06:30:40,2020-03-19T08:30:00,146,146
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:0.75,GG,0.75,6800,True,False,,,,146,146
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.00,GG,1.00,1500,True,False,,,,135,135
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.00,GG,1.00,6800,True,False,,,,135,135
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.25,GG,1.25,1500,True,False,,,,123,123
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.25,GG,1.25,6800,True,False,,,,123,123
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.50,GG,1.50,1500,True,False,,,,107,107
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.50,GG,1.50,6800,True,False,,,,107,107
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:21-22:33:77,2020-03-18T21:00:40,2020-03-19T17:30:00,98,98
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:1.75,GG,1.75,6800,True,False,,,,98,98
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.00,GG,2.00,1500,True,False,,,,87,87
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.00,GG,2.00,6800,True,False,,,,87,87
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:16-17:32:71,2020-03-17T16:30:40,2020-03-18T19:30:40,81,81
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.25,GG,2.25,6800,True,False,,,,81,81
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:12-13:29:68,2020-03-17T12:04:40,2020-03-17T15:54:40,66,66
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.50,GG,2.50,6800,True,False,,,,66,66
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:12-13:29:68,2020-03-17T12:04:40,2020-03-17T15:54:40,65,65
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:2.75,GG,2.75,6800,True,False,,,,65,65
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:12-13:29:68,2020-03-17T12:04:40,2020-03-17T15:54:40,59,59
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.00,GG,3.00,6800,True,False,,,,59,59
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:16-17:32:71,2020-03-17T16:30:40,2020-03-18T19:30:40,57,57
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.25,GG,3.25,6800,True,False,,,,57,57
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:16-17:32:71,2020-03-17T16:30:40,2020-03-18T19:30:40,50,50
1m_2020-03-01,1,2020-03-01T00:00:00,2020-04-01T00:00:00,GG:3.50,GG,3.50,6800,True,False,,,,50,50
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:0.50,RR,0.50,1500,True,False,,,,135,135
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:0.50,RR,0.50,6800,True,False,,,,135,135
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:0.75,RR,0.75,1500,True,False,,,,128,128
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:0.75,RR,0.75,6800,True,False,,,,128,128
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.00,RR,1.00,1500,True,False,,,,121,121
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.00,RR,1.00,6800,True,False,,,,121,121
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.25,RR,1.25,1500,True,False,,,,117,117
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.25,RR,1.25,6800,True,False,,,,117,117
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.50,RR,1.50,1500,True,False,,,,110,110
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.50,RR,1.50,6800,True,False,,,,110,110
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.75,RR,1.75,1500,True,False,,,,104,104
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:1.75,RR,1.75,6800,True,False,,,,104,104
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.00,RR,2.00,1500,True,False,,,,101,101
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.00,RR,2.00,6800,True,False,,,,101,101
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.25,RR,2.25,1500,True,False,,,,96,96
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.25,RR,2.25,6800,True,False,,,,96,96
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.50,RR,2.50,1500,True,False,,,,92,92
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.50,RR,2.50,6800,True,False,,,,92,92
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.75,RR,2.75,1500,True,False,,,,88,88
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:2.75,RR,2.75,6800,True,False,,,,88,88
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.00,RR,3.00,1500,True,False,,,,88,88
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.00,RR,3.00,6800,True,False,,,,88,88
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.25,RR,3.25,1500,True,False,,,,87,87
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.25,RR,3.25,6800,True,False,,,,87,87
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.50,RR,3.50,1500,True,False,,,,86,86
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,RR:3.50,RR,3.50,6800,True,False,,,,86,86
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:0.50,GG,0.50,1500,True,False,,,,187,187
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:0.50,GG,0.50,6800,True,False,,,,187,187
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:0.75,GG,0.75,1500,True,False,,,,161,161
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:0.75,GG,0.75,6800,True,False,,,,161,161
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.00,GG,1.00,1500,True,False,,,,144,144
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.00,GG,1.00,6800,True,False,,,,144,144
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.25,GG,1.25,1500,True,False,,,,137,137
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.25,GG,1.25,6800,True,False,,,,137,137
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.50,GG,1.50,1500,True,False,,,,129,129
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.50,GG,1.50,6800,True,False,,,,129,129
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.75,GG,1.75,1500,True,False,,,,128,128
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:1.75,GG,1.75,6800,True,False,,,,128,128
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.00,GG,2.00,1500,True,False,,,,124,124
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.00,GG,2.00,6800,True,False,,,,124,124
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.25,GG,2.25,1500,True,False,,,,111,111
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.25,GG,2.25,6800,True,False,,,,111,111
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.50,GG,2.50,1500,True,False,,,,109,109
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.50,GG,2.50,6800,True,False,,,,109,109
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.75,GG,2.75,1500,True,False,,,,105,105
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:2.75,GG,2.75,6800,True,False,,,,105,105
1m_2020-04-01,1,2020-04-01T00:00:00,2020-05-01T00:00:00,GG:3.00,GG,3.00,1500,True,False,,,,103,103
