product,window,headroom,minimum_ongoing,maximum_ongoing,minimum_minus_maximum_ongoing,minimum_total,maximum_total,minimum_minus_maximum_total,minimum_terminal,maximum_terminal,minimum_minus_maximum_terminal,minimum_deaths,maximum_deaths,minimum_minus_maximum_deaths,minimum_alive,maximum_alive,minimum_minus_maximum_alive,minimum_unfilled_account_days,maximum_unfilled_account_days,minimum_minus_maximum_unfilled_account_days,minimum_average_retained_profit_per_live_pa,maximum_average_retained_profit_per_live_pa,minimum_minus_maximum_average_retained_profit_per_live_pa,minimum_average_retained_profit_book,maximum_average_retained_profit_book,minimum_minus_maximum_average_retained_profit_book,minimum_frozen_mean_balance_std_usd,maximum_frozen_mean_balance_std_usd,minimum_minus_maximum_frozen_mean_balance_std_usd,minimum_largest_simultaneous_deaths,maximum_largest_simultaneous_deaths,minimum_minus_maximum_largest_simultaneous_deaths
legacy_25k,full,3700,324590.0,203558.25,121031.75,326090.0,212558.25,113531.75,1500.0,9000.0,-7500.0,107,138,-31,5,15,-10,12254.74,15621.97,-3367.23,2789.78,2062.06,727.72,32609.68,21191.52,11418.16,379.3897,536.3392,-156.9495,15,20,-5
legacy_25k,full,3800,323590.0,190068.45,133521.55,325090.0,212568.45,112521.55,1500.0,22500.0,-21000.0,107,141,-34,5,15,-10,12242.29,16342.75,-4100.46,2841.89,2056.34,785.55,33233.61,20511.19,12722.42,387.4629,542.5474,-155.0845,15,20,-5
legacy_25k,full,3900,318184.0,186367.45,131816.55,321184.0,208867.45,112316.55,3000.0,22500.0,-19500.0,110,141,-31,6,15,-9,12018.64,16341.95,-4323.31,2849.37,2091.82,757.55,33588.36,20865.83,12722.53,525.4499,566.48,-41.0301,14,20,-6
legacy_25k,full,4000,325441.0,319487.3,5953.7,328441.0,323987.3,4453.7,3000.0,4500.0,-1500.0,105,105,0,6,3,3,11723.49,12007.62,-284.13,2947.12,2540.47,406.65,35105.37,29958.81,5146.56,548.2131,470.1537,78.0594,13,20,-7
legacy_25k,full,4100,313802.0,317286.3,-3484.3,316802.0,321786.3,-4984.3,3000.0,4500.0,-1500.0,108,105,3,6,3,3,12447.74,12007.62,440.12,2975.17,2591.1,384.07,34535.9,30555.8,3980.1,552.6207,493.4661,59.1546,14,20,-6
legacy_25k,full,4200,304156.0,300676.35,3479.65,305656.0,305176.35,479.65,1500.0,4500.0,-3000.0,109,108,1,3,3,0,12976.38,12963.68,12.7,3019.73,2599.86,419.87,34383.68,29616.73,4766.95,482.9076,503.1317,-20.2241,16,20,-4
legacy_25k,full,4300,283906.0,288574.9,-4668.9,285406.0,293074.9,-7668.9,1500.0,4500.0,-3000.0,115,110,5,3,3,0,13891.39,13587.81,303.58,2989.92,2617.63,372.29,32896.95,29134.07,3762.88,502.7966,523.4905,-20.6939,17,20,-3
legacy_25k,full,4400,249996.0,286373.9,-36377.9,251496.0,290873.9,-39377.9,1500.0,4500.0,-3000.0,121,110,11,3,3,0,14819.35,13584.58,1234.77,2952.13,2667.0,285.13,31332.35,29687.22,1645.13,785.608,546.0025,239.6055,16,20,-4
legacy_25k,full,4500,272022.0,256790.45,15231.55,273522.0,261290.45,12231.55,1500.0,4500.0,-3000.0,112,118,-6,3,3,0,14381.82,14943.56,-561.74,3085.93,2684.68,401.25,33318.69,28354.0,4964.69,678.2737,719.3208,-41.0471,14,18,-4
legacy_25k,full,5000,260878.0,245382.0,15496.0,263878.0,249882.0,13996.0,3000.0,4500.0,-1500.0,108,114,-6,6,6,0,14256.62,14834.46,-577.84,3333.02,2910.57,422.45,36161.5,30872.85,5288.65,791.8248,798.5646,-6.7398,14,20,-6
legacy_25k,full,5700,184275.0,215439.75,-31164.75,187275.0,219939.75,-32664.75,3000.0,4500.0,-1500.0,110,111,-1,6,3,3,16625.21,15655.11,970.1,3427.68,3198.11,229.57,33783.82,32822.21,961.61,1096.8753,820.8355,276.0398,14,20,-6
legacy_25k,full,6000,196822.0,186771.8,10050.2,201322.0,191271.8,10050.2,4500.0,4500.0,0.0,103,111,-8,7,5,2,16227.6,16358.71,-131.11,3671.25,3280.54,390.71,36796.64,32700.22,4096.42,921.8353,967.2869,-45.4516,13,18,-5
legacy_25k,full,6100,191072.0,209938.0,-18866.0,195572.0,329787.21,-134215.21,4500.0,119849.21,-115349.21,102,83,19,10,20,-10,15883.86,14738.72,1145.14,3677.33,3453.42,223.91,37387.68,36769.61,618.07,1031.3489,897.1335,134.2154,13,13,0
legacy_25k,full,6200,183664.0,208227.6,-24563.6,186664.0,334827.75,-148163.75,3000.0,126600.15,-123600.15,96,84,12,15,20,-5,16059.83,14698.01,1361.82,3678.88,3495.4,183.48,37131.88,37276.24,-144.36,978.7572,827.2846,151.4726,12,15,-3
legacy_25k,full,6300,179225.0,193049.6,-13824.6,182225.0,321649.75,-139424.75,3000.0,128600.15,-125600.15,93,84,9,18,20,-2,15900.02,15241.01,659.01,3693.78,3492.67,201.11,37529.85,36451.75,1078.1,984.3112,916.7888,67.5224,14,15,-1
legacy_25k,full,6400,182654.0,191146.6,-8492.6,182654.0,321746.75,-139092.75,0,130600.15,-130600.15,83,79,4,20,20,0,15723.79,15591.9,131.89,3776.31,3583.64,192.67,38647.43,36873.84,1773.59,959.5415,924.7461,34.7954,14,10,4
legacy_25k,full,6500,187001.0,188032.0,-1031.0,187001.0,315481.21,-128480.21,0,127449.21,-127449.21,80,84,-4,20,20,0,15921.76,15348.23,573.53,3895.93,3605.46,290.47,39548.29,37466.77,2081.52,987.2097,994.9213,-7.7116,11,11,0
legacy_25k,full,6600,164690.0,187344.6,-22654.6,166190.0,321944.75,-155754.75,1500.0,134600.15,-133100.15,86,79,7,20,20,0,16438.08,15639.9,798.18,3806.58,3681.73,124.85,37817.04,37809.07,7.97,1146.8185,888.0699,258.7486,9,10,-1
legacy_25k,full,6700,182864.0,185072.95,-2208.95,182864.0,321673.1,-138809.1,0,136600.15,-136600.15,80,78,2,20,20,0,15958.76,15840.68,118.08,3971.23,3752.02,219.21,40251.04,38214.97,2036.07,999.404,923.7851,75.6189,11,10,1
legacy_25k,full,6800,174331.0,173731.15,599.85,174331.0,312331.3,-138000.3,0,138600.15,-138600.15,80,79,1,20,20,0,16542.76,16478.9,63.86,4039.39,3799.44,239.95,39952.6,37681.0,2271.6,1029.6395,925.9459,103.6936,11,10,1
legacy_25k,full,6900,173154.0,169487.25,3666.75,173154.0,310087.4,-136933.4,0,140600.15,-140600.15,79,80,-1,20,20,0,16502.9,16494.76,8.14,4091.6,3823.62,267.98,40537.39,37895.43,2641.96,1029.1488,938.9086,90.2402,10,11,-1
legacy_25k,full,7000,177001.0,177217.45,-216.45,177001.0,314166.66,-137165.66,0,136949.21,-136949.21,76,79,-3,20,20,0,16668.87,16439.13,229.74,4225.15,3960.01,265.14,41566.43,39339.49,2226.94,1059.409,1011.8993,47.5097,11,11,0
legacy_25k,full,7100,155190.0,175309.45,-20119.45,156690.0,314158.66,-157468.66,1500.0,138849.21,-137349.21,82,78,4,20,20,0,17185.2,16537.91,647.29,4097.94,4021.52,76.42,39427.58,39784.05,-356.47,1237.1908,1022.2542,214.9366,8,11,-3
legacy_25k,full,7200,176647.0,175676.9,970.1,176647.0,322277.05,-145630.05,0,146600.15,-146600.15,78,74,4,20,20,0,16537.91,16581.8,-43.89,4295.32,4081.63,213.69,42492.67,40303.57,2189.1,1139.0513,963.118,175.9333,11,10,1
legacy_25k,full,7300,164838.0,164238.15,599.85,164838.0,312838.3,-148000.3,0,148600.15,-148600.15,77,76,1,20,20,0,17080.09,17016.24,63.85,4302.25,4107.07,195.18,41583.0,39806.49,1776.51,1083.0087,972.2809,110.7278,11,10,1
legacy_25k,full,7400,163654.0,162330.15,1323.85,163654.0,312930.3,-149276.3,0,150600.15,-150600.15,75,75,0,20,20,0,17091.02,17079.02,12.0,4375.11,4167.56,207.55,42267.21,40283.01,1984.2,1083.6382,983.6289,100.0093,10,10,0
legacy_25k,full,7500,167501.0,167656.0,-155.0,167501.0,314105.21,-146604.21,0,146449.21,-146449.21,72,72,0,20,20,0,17161.99,17088.6,73.39,4507.69,4306.88,200.81,43413.83,41612.43,1801.4,1124.3759,1074.248,50.1279,11,7,4
legacy_25k,full,8000,152640.0,150948.15,1691.85,152640.0,313548.3,-160908.3,0,162600.15,-162600.15,69,69,0,20,20,0,17541.7,17541.7,0.0,4710.65,4536.63,174.02,44618.43,42970.2,1648.23,1159.9044,1046.1674,113.737,10,10,0
legacy_25k,full,9000,121819.0,121478.7,340.3,123319.0,281126.03,-157807.03,1500.0,159647.33,-158147.33,71,71,0,20,20,0,17753.37,17753.37,0.0,5033.47,4892.06,141.41,47229.38,45902.45,1326.93,1415.8289,1334.2178,81.6111,7,7,0
legacy_25k,full,10000,113866.0,112606.3,1259.7,115366.0,271951.75,-156585.75,1500.0,159345.45,-157845.45,65,65,0,20,20,0,17715.39,17715.39,0.0,5520.63,5386.28,134.35,51888.3,50625.58,1262.72,1532.5949,1459.456,73.1389,6,6,0
legacy_25k,start_2021,0,145663.0,179602.95,-33939.95,145663.0,179602.95,-33939.95,0,0,0,161,179,-18,15,4,11,13400.16,14857.79,-1457.63,1184.67,935.62,249.05,10388.06,7527.97,2860.09,623.4396,514.175,109.2646,13,10,3
legacy_25k,start_2021,1000,145663.0,170109.05,-24446.05,145663.0,170109.05,-24446.05,0,0,0,161,177,-16,15,4,11,13400.16,14847.12,-1446.96,1184.67,936.17,248.5,10388.06,7537.38,2850.68,623.4396,510.2954,113.1442,13,11,2
legacy_25k,start_2021,2000,297526.0,239047.85,58478.15,297526.0,239047.85,58478.15,0,0,0,94,133,-39,15,0,15,6582.49,9045.44,-2462.95,1905.52,1504.07,401.45,23491.15,16705.15,6786.0,439.0422,441.1137,-2.0715,15,18,-3
legacy_25k,start_2021,3000,406786.0,296038.9,110747.1,406786.0,308038.9,98747.1,0,12000.0,-12000.0,67,103,-36,5,12,-7,3758.82,7037.9,-3279.08,2832.06,2163.83,668.23,38878.85,26186.95,12691.9,288.7459,285.6165,3.1294,7,20,-13
legacy_25k,start_2021,3100,405286.0,291868.45,113417.55,405286.0,303868.45,101417.55,0,12000.0,-12000.0,67,101,-34,5,14,-9,3754.15,7003.46,-3249.31,2901.32,2219.08,682.24,39836.34,26893.45,12942.89,302.8642,290.6907,12.1735,7,20,-13
legacy_25k,start_2021,3200,401286.0,288393.9,112892.1,401286.0,298893.9,102392.1,0,10500.0,-10500.0,67,96,-29,5,14,-9,3705.56,6499.02,-2793.46,2957.17,2317.01,640.16,40674.4,28659.85,12014.55,309.2592,505.0829,-195.8237,7,20,-13
legacy_25k,start_2021,3300,386534.0,270291.6,116242.4,386534.0,283118.2,103415.8,0,12826.6,-12826.6,72,101,-29,5,14,-9,4121.19,6925.45,-2804.26,2981.18,2302.33,678.85,40232.11,27869.23,12362.88,263.8067,470.6126,-206.8059,7,20,-13
legacy_25k,start_2021,3400,383475.0,261936.3,121538.7,383475.0,268962.9,114512.1,0,7026.6,-7026.6,73,101,-28,5,14,-9,4150.62,6893.9,-2743.28,3039.23,2356.3,682.93,40971.07,28559.41,12411.66,260.9912,482.2734,-221.2822,7,20,-13
legacy_25k,start_2021,3500,381843.0,262142.95,119700.05,383343.0,274885.35,108457.65,1500.0,12742.4,-11242.4,73,101,-28,5,14,-9,4135.67,6891.04,-2755.37,3114.6,2415.46,699.14,41735.32,29066.71,12668.61,263.1906,468.0848,-204.8942,8,20,-12
legacy_25k,start_2021,3600,382324.0,261931.15,120392.85,385324.0,276710.95,108613.05,3000.0,14779.8,-11779.8,73,103,-30,7,15,-8,3958.19,7440.62,-3482.43,3178.19,2453.39,724.8,42942.86,28912.9,14029.96,279.1716,472.3164,-193.1448,8,20,-12
legacy_25k,start_2021,3700,375067.0,255022.95,120044.05,376567.0,264022.95,112544.05,1500.0,9000.0,-7500.0,72,103,-31,5,15,-10,4064.31,7436.09,-3371.78,3236.98,2508.81,728.17,43566.81,29571.76,13995.05,282.3802,487.4906,-205.1104,8,20,-12
legacy_25k,start_2021,3800,374567.0,251322.95,123244.05,376067.0,273822.95,102244.05,1500.0,22500.0,-21000.0,72,103,-31,5,15,-10,4058.09,7431.87,-3373.78,3306.46,2553.83,752.63,44512.23,30107.65,14404.58,284.6749,497.3029,-212.628,8,20,-12
legacy_25k,start_2021,3900,372067.0,247622.95,124444.05,373567.0,270122.95,103444.05,1500.0,22500.0,-21000.0,72,103,-31,5,15,-10,4033.18,7431.53,-3398.35,3364.62,2602.76,761.86,45336.7,30684.97,14651.73,285.2528,502.0862,-216.8334,8,20,-12
legacy_25k,start_2021,4000,371015.0,368788.35,2226.65,374015.0,373288.35,726.65,3000.0,4500.0,-1500.0,73,72,1,6,3,3,3952.03,4075.64,-123.61,3415.81,2972.71,443.1,46163.9,39993.34,6170.56,299.3221,226.7946,72.5275,8,20,-12
legacy_25k,start_2021,4100,370015.0,366488.35,3526.65,373015.0,370988.35,2026.65,3000.0,4500.0,-1500.0,73,72,1,6,3,3,3944.58,4075.64,-131.06,3474.41,3036.53,437.88,46968.63,40851.95,6116.68,312.4567,233.1245,79.3322,8,20,-12
legacy_25k,start_2021,4200,363152.0,364191.2,-1039.2,364652.0,368691.2,-4039.2,1500.0,4500.0,-3000.0,72,72,0,3,3,0,4176.26,4176.66,-0.4,3574.29,3133.92,440.37,47575.08,41712.96,5862.12,302.8989,246.6764,56.2225,8,20,-12
legacy_25k,start_2021,4300,362586.0,361825.2,760.8,364086.0,366325.2,-2239.2,1500.0,4500.0,-3000.0,72,72,0,3,3,0,4194.05,4195.66,-1.61,3665.9,3212.98,452.92,48593.05,42586.86,6006.19,302.8211,254.4097,48.4114,8,20,-12
legacy_25k,start_2021,4400,360645.0,359763.55,881.45,362145.0,364263.55,-2118.55,1500.0,4500.0,-3000.0,71,71,0,3,3,0,4123.09,4127.21,-4.12,3726.1,3278.08,448.02,49280.15,43348.08,5932.07,314.0787,264.3562,49.7225,7,20,-13
legacy_25k,start_2021,4500,359645.0,357086.15,2558.85,361145.0,361586.15,-441.15,1500.0,4500.0,-3000.0,71,71,0,3,4,-1,4116.19,4103.31,12.88,3787.76,3343.01,444.75,50108.52,44246.23,5862.29,321.067,294.1365,26.9305,7,20,-13
legacy_25k,start_2021,5000,348999.0,347774.95,1224.05,351999.0,352274.95,-275.95,3000.0,4500.0,-1500.0,66,66,0,6,6,0,3885.52,3888.88,-3.36,4160.25,3718.43,441.82,54251.66,48483.92,5767.74,385.3527,332.0788,53.2739,9,20,-11
legacy_25k,start_2021,5700,307846.0,309436.5,-1590.5,310846.0,313936.5,-3090.5,3000.0,4500.0,-1500.0,68,69,-1,5,3,2,4199.55,4329.25,-129.7,4479.68,4079.48,400.2,56733.38,51402.6,5330.78,533.8532,441.2731,92.5801,6,20,-14
legacy_25k,start_2021,6000,301148.0,298841.25,2306.75,305648.0,301841.25,3806.75,4500.0,3000.0,1500.0,69,71,-2,4,5,-1,4267.6,4269.12,-1.52,4659.29,4232.88,426.41,58656.8,53285.42,5371.38,542.4317,482.4628,59.9689,8,20,-12
legacy_25k,start_2021,6100,303905.0,317063.45,-13158.45,308405.0,440887.41,-132482.41,4500.0,123823.96,-119323.96,64,44,20,8,20,-12,3773.03,2499.88,1273.15,4708.4,4310.96,397.44,60371.34,57996.86,2374.48,544.4452,434.49,109.9552,8,5,3
legacy_25k,start_2021,6200,307004.0,315063.45,-8059.45,310004.0,440887.41,-130883.41,3000.0,125823.96,-122823.96,58,44,14,14,20,-6,3129.13,2499.88,629.25,4744.98,4371.16,373.82,62355.34,58806.75,3548.59,563.6061,433.8805,129.7256,8,5,3
legacy_25k,start_2021,6300,307768.0,313063.45,-5295.45,310768.0,440887.41,-130119.41,3000.0,127823.96,-124823.96,55,44,11,17,20,-3,2859.23,2499.88,359.35,4787.57,4423.09,364.48,63555.8,59505.42,4050.38,578.0527,450.5851,127.4676,7,5,2
legacy_25k,start_2021,6400,312263.0,311063.45,1199.55,312263.0,440887.41,-128624.41,0,129823.96,-129823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,4862.01,4478.88,383.13,65410.3,60256.01,5154.29,539.6534,458.0276,81.6258,5,5,0
legacy_25k,start_2021,6500,311763.0,309063.45,2699.55,311763.0,440887.41,-129124.41,0,131823.96,-131823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,4908.65,4533.69,374.96,66037.8,60993.36,5044.44,552.7946,465.5161,87.2785,5,5,0
legacy_25k,start_2021,6600,309763.0,307063.45,2699.55,309763.0,440887.41,-131124.41,0,133823.96,-133823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,4970.05,4597.26,372.79,66863.81,61848.62,5015.19,563.2034,461.9571,101.2463,5,5,0
legacy_25k,start_2021,6700,306763.0,305063.45,1699.55,306763.0,440887.41,-134124.41,0,135823.96,-135823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,5031.05,4652.66,378.39,67684.56,62593.91,5090.65,569.0802,488.247,80.8332,5,5,0
legacy_25k,start_2021,6800,305763.0,303063.45,2699.55,305763.0,440887.41,-135124.41,0,137823.96,-137823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,5079.33,4694.01,385.32,68334.09,63150.25,5183.84,576.5701,492.7249,83.8452,5,5,0
legacy_25k,start_2021,6900,302263.0,301063.45,1199.55,302263.0,440887.41,-138624.41,0,139823.96,-139823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,5133.21,4745.38,387.83,69058.87,63841.31,5217.56,582.0522,494.1259,87.9263,5,5,0
legacy_25k,start_2021,7000,301763.0,299063.45,2699.55,301763.0,440887.41,-139124.41,0,141823.96,-141823.96,44,44,0,20,20,0,2499.88,2499.88,0.0,5179.72,4810.03,369.69,69684.62,64711.04,4973.58,593.277,509.3975,83.8795,5,5,0
legacy_25k,start_2021,7100,299605.0,296905.45,2699.55,299605.0,440729.41,-141124.41,0,143823.96,-143823.96,45,45,0,20,20,0,2581.08,2581.08,0.0,5243.24,4876.11,367.13,70416.45,65485.97,4930.48,605.9429,516.3156,89.6273,6,6,0
legacy_25k,start_2021,7200,296605.0,294905.45,1699.55,296605.0,440729.41,-144124.41,0,145823.96,-145823.96,45,45,0,20,20,0,2581.08,2581.08,0.0,5294.27,4923.99,370.28,71101.83,66129.0,4972.83,619.655,522.231,97.424,6,6,0
legacy_25k,start_2021,7300,295605.0,292905.45,2699.55,295605.0,440729.41,-145124.41,0,147823.96,-147823.96,45,45,0,20,20,0,2581.08,2581.08,0.0,5336.32,4975.22,361.1,71666.57,66816.97,4849.6,628.4185,530.3259,98.0926,6,6,0
legacy_25k,start_2021,7400,292822.0,291512.8,1309.2,292822.0,441336.76,-148514.76,0,149823.96,-149823.96,43,43,0,20,20,0,2481.28,2481.28,0.0,5403.29,5049.45,353.84,72458.18,67713.3,4744.88,630.7408,539.6845,91.0563,5,5,0
legacy_25k,start_2021,7500,292322.0,289512.8,2809.2,292322.0,441336.76,-149014.76,0,151823.96,-151823.96,43,43,0,20,20,0,2481.28,2481.28,0.0,5449.99,5103.57,346.42,73084.43,68438.96,4645.47,646.2611,547.7085,98.5526,5,5,0
legacy_25k,start_2021,8000,282447.0,279953.65,2493.35,282447.0,441777.61,-159330.61,0,161823.96,-161823.96,42,42,0,20,20,0,2423.37,2423.37,0.0,5704.67,5372.5,332.17,76488.2,72034.4,4453.8,689.1722,562.1221,127.0501,5,5,0
legacy_25k,start_2021,9000,246341.0,243522.8,2818.2,246341.0,417695.82,-171354.82,0,174173.02,-174173.02,45,45,0,20,20,0,2575.94,2575.94,0.0,6079.49,5795.25,284.24,80417.68,76657.82,3759.86,907.1874,793.8973,113.2901,5,5,0
legacy_25k,start_2021,10000,227058.0,224211.15,2846.85,227058.0,408733.23,-181675.23,0,184522.08,-184522.08,43,43,0,20,20,0,2432.93,2432.93,0.0,6543.71,6285.05,258.66,86298.71,82887.51,3411.2,995.8751,879.2033,116.6718,5,5,0
legacy_25k,start_2022,0,145079.0,181444.75,-36365.75,145079.0,181444.75,-36365.75,0,0,0,126,145,-19,15,4,11,10059.17,11718.26,-1659.09,1318.77,1028.77,290.0,11738.4,8211.5,3526.9,645.6977,566.4664,79.2313,12,8,4
legacy_25k,start_2022,1000,145079.0,171664.7,-26585.7,145079.0,171664.7,-26585.7,0,0,0,126,143,-17,15,4,11,10059.17,11317.48,-1258.31,1318.77,1027.59,291.18,11738.4,8231.78,3506.62,645.6977,552.5056,93.1921,12,10,2
legacy_25k,start_2022,2000,272622.0,214149.8,58472.2,272622.0,214149.8,58472.2,0,0,0,71,110,-39,15,0,15,5623.91,8099.76,-2475.85,2018.57,1542.75,475.82,24284.61,16249.05,8035.56,464.1719,466.2213,-2.0494,16,17,-1
legacy_25k,start_2022,3000,382882.0,272379.1,110502.9,382882.0,284379.1,98502.9,0,12000.0,-12000.0,44,80,-36,5,12,-7,2802.83,6082.33,-3279.5,3023.85,2236.12,787.73,41540.18,26281.61,15258.57,318.8419,326.0043,-7.1624,8,20,-12
legacy_25k,start_2022,3100,381882.0,268181.75,113700.25,381882.0,280181.75,101700.25,0,12000.0,-12000.0,44,78,-34,5,14,-9,2799.75,6047.89,-3248.14,3095.75,2291.77,803.98,42533.69,26983.45,15550.24,340.8124,334.3453,6.4671,8,20,-12
legacy_25k,start_2022,3200,377882.0,264807.2,113074.8,377882.0,275307.2,102574.8,0,10500.0,-10500.0,44,73,-29,5,14,-9,2747.72,5543.45,-2795.73,3146.93,2401.26,745.67,43336.03,29005.42,14330.61,349.217,561.0392,-211.8222,8,20,-12
legacy_25k,start_2022,3300,376882.0,259761.05,117120.95,376882.0,272587.65,104294.35,0,12826.6,-12826.6,44,73,-29,5,14,-9,2706.43,5499.46,-2793.03,3229.48,2435.56,793.92,44553.4,29484.58,15068.82,360.0337,586.3124,-226.2787,7,20,-13
legacy_25k,start_2022,3400,372323.0,251405.75,120917.25,372323.0,258432.35,113890.65,0,7026.6,-7026.6,45,73,-28,5,14,-9,2710.86,5467.91,-2757.05,3301.82,2494.49,807.33,45542.53,30245.66,15296.87,360.3436,600.6578,-240.3142,6,20,-14
legacy_25k,start_2022,3500,370823.0,251744.4,119078.6,372323.0,264486.8,107836.2,1500.0,12742.4,-11242.4,45,73,-28,5,14,-9,2694.71,5463.86,-2769.15,3363.74,2553.21,810.53,46429.55,30963.92,15465.63,372.6752,616.3304,-243.6552,6,20,-14
legacy_25k,start_2022,3600,371238.0,251466.6,119771.4,374238.0,266246.4,107991.6,3000.0,14779.8,-11779.8,45,75,-30,7,15,-8,2517.23,6013.44,-3496.21,3426.28,2602.65,823.63,47660.67,30697.95,16962.72,401.5716,619.669,-218.0974,6,20,-14
legacy_25k,start_2022,3700,365481.0,244558.4,120922.6,366981.0,253558.4,113422.6,1500.0,9000.0,-7500.0,44,75,-31,5,15,-10,2644.21,6008.91,-3364.7,3490.19,2661.26,828.93,48281.53,31396.57,16884.96,407.8896,635.0077,-227.1181,6,20,-14
legacy_25k,start_2022,3800,364981.0,240858.4,124122.6,366481.0,263358.4,103122.6,1500.0,22500.0,-21000.0,44,75,-31,5,15,-10,2637.98,6004.69,-3366.71,3567.99,2711.75,856.24,49371.32,31999.21,17372.11,421.7618,649.2228,-227.461,6,20,-14
legacy_25k,start_2022,3900,360981.0,237158.4,123822.6,362481.0,259658.4,102822.6,1500.0,22500.0,-21000.0,44,75,-31,5,15,-10,2596.03,6004.34,-3408.31,3641.59,2757.47,884.12,50482.08,32539.18,17942.9,424.569,663.7165,-239.1475,8,20,-12
legacy_25k,start_2022,4000,359929.0,358323.8,1605.2,362929.0,362823.8,105.2,3000.0,4500.0,-1500.0,45,44,1,6,3,3,2514.88,2648.46,-133.58,3683.09,3160.98,522.11,51238.23,43719.29,7518.94,439.7515,362.0385,77.713,9,20,-11
legacy_25k,start_2022,4100,358929.0,356023.8,2905.2,361929.0,360523.8,1405.2,3000.0,4500.0,-1500.0,45,44,1,6,3,3,2507.42,2648.46,-141.04,3732.57,3228.52,504.05,51943.42,44653.43,7289.99,460.9237,375.4824,85.4413,9,20,-11
