months,budget,gg_lower,gg_higher,periods,gg_low_failed,gg_high_failed,gg_both,gg_low_only,gg_high_only,gg_jaccard,gg_reciprocal,all_four_fail,rr_complete_loss_periods_rescued,mean_seats_lost,delta_mean_seats_lost,at_least10,at_least15,all_four_cases,rescued_cases
1,1500,GG:0.50,GG:3.25,78,17,19,15,2,4,0.7142857142857143,True,6,0,3.6538461538461537,0.9615384615384612,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:0.50,GG:3.50,78,17,18,14,3,4,0.6666666666666666,True,5,1,3.58974358974359,0.8974358974358974,16,11,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:0.75,GG:1.00,78,15,16,13,2,3,0.7222222222222222,True,4,2,3.3333333333333335,0.641025641025641,15,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:1.25,78,15,16,12,3,4,0.631578947368421,True,4,2,3.3333333333333335,0.641025641025641,15,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:1.50,78,15,16,12,3,4,0.631578947368421,True,4,2,3.3333333333333335,0.641025641025641,15,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:1.75,78,15,18,13,2,5,0.65,True,4,2,3.4615384615384617,0.7692307692307692,17,10,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:2.00,78,15,17,12,3,5,0.6,True,4,2,3.3974358974358974,0.7051282051282048,16,10,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:2.25,78,15,18,13,2,5,0.65,True,4,2,3.4615384615384617,0.7692307692307692,17,10,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:2.50,78,15,19,14,1,5,0.7,True,4,2,3.5256410256410255,0.833333333333333,17,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:2.75,78,15,19,14,1,5,0.7,True,4,2,3.5256410256410255,0.833333333333333,17,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:3.00,78,15,20,14,1,6,0.6666666666666666,True,4,2,3.58974358974359,0.8974358974358974,17,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:3.25,78,15,19,14,1,5,0.7,True,4,2,3.5256410256410255,0.833333333333333,17,11,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:0.75,GG:3.50,78,15,18,14,1,4,0.7368421052631579,True,4,2,3.4615384615384617,0.7692307692307692,17,10,1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01;1m_2024-07-01
1,1500,GG:1.00,GG:1.25,78,16,16,14,2,2,0.7777777777777778,True,6,0,3.3974358974358974,0.7051282051282048,15,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:1.50,78,16,16,14,2,2,0.7777777777777778,True,6,0,3.3974358974358974,0.7051282051282048,15,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:1.75,78,16,18,15,1,3,0.7894736842105263,True,6,0,3.5256410256410255,0.833333333333333,17,10,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:2.00,78,16,17,15,1,2,0.8333333333333334,True,6,0,3.4615384615384617,0.7692307692307692,17,10,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:2.25,78,16,18,14,2,4,0.7,True,6,0,3.5256410256410255,0.833333333333333,16,10,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:2.50,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:2.75,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:3.00,78,16,20,16,0,4,0.8,False,6,0,3.6538461538461537,0.9615384615384612,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:3.25,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.00,GG:3.50,78,16,18,15,1,3,0.7894736842105263,True,5,1,3.5256410256410255,0.833333333333333,17,11,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:1.25,GG:1.50,78,16,16,15,1,1,0.8823529411764706,True,6,0,3.3974358974358974,0.7051282051282048,15,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:1.75,78,16,18,15,1,3,0.7894736842105263,True,6,0,3.5256410256410255,0.833333333333333,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:2.00,78,16,17,15,1,2,0.8333333333333334,True,6,0,3.4615384615384617,0.7692307692307692,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:2.25,78,16,18,15,1,3,0.7894736842105263,True,6,0,3.5256410256410255,0.833333333333333,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:2.50,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,16,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:2.75,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,16,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:3.00,78,16,20,16,0,4,0.8,False,6,0,3.6538461538461537,0.9615384615384612,16,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:3.25,78,16,19,16,0,3,0.8421052631578947,False,6,0,3.58974358974359,0.8974358974358974,16,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.25,GG:3.50,78,16,18,15,1,3,0.7894736842105263,True,5,1,3.5256410256410255,0.833333333333333,16,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:1.50,GG:1.75,78,16,18,14,2,4,0.7,True,6,0,3.5256410256410255,0.833333333333333,15,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:2.00,78,16,17,14,2,3,0.7368421052631579,True,6,0,3.4615384615384617,0.7692307692307692,15,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:2.25,78,16,18,15,1,3,0.7894736842105263,True,6,0,3.5256410256410255,0.833333333333333,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:2.50,78,16,19,15,1,4,0.75,True,6,0,3.58974358974359,0.8974358974358974,15,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:2.75,78,16,19,15,1,4,0.75,True,6,0,3.58974358974359,0.8974358974358974,15,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:3.00,78,16,20,15,1,5,0.7142857142857143,True,6,0,3.6538461538461537,0.9615384615384612,15,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:3.25,78,16,19,15,1,4,0.75,True,6,0,3.58974358974359,0.8974358974358974,15,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.50,GG:3.50,78,16,18,14,2,4,0.7,True,5,1,3.5256410256410255,0.833333333333333,15,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:1.75,GG:2.00,78,18,17,17,1,0,0.9444444444444444,False,6,0,3.58974358974359,0.8974358974358974,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:2.25,78,18,18,17,1,1,0.8947368421052632,True,6,0,3.6538461538461537,0.9615384615384612,17,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:2.50,78,18,19,18,0,1,0.9473684210526315,False,6,0,3.717948717948718,1.0256410256410255,19,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:2.75,78,18,19,18,0,1,0.9473684210526315,False,6,0,3.717948717948718,1.0256410256410255,19,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:3.00,78,18,20,18,0,2,0.9,False,6,0,3.782051282051282,1.0897435897435894,19,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:3.25,78,18,19,18,0,1,0.9473684210526315,False,6,0,3.717948717948718,1.0256410256410255,19,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:1.75,GG:3.50,78,18,18,17,1,1,0.8947368421052632,True,5,1,3.6538461538461537,0.9615384615384612,19,11,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:2.00,GG:2.25,78,17,18,16,1,2,0.8421052631578947,True,6,0,3.58974358974359,0.8974358974358974,16,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.00,GG:2.50,78,17,19,17,0,2,0.8947368421052632,False,6,0,3.6538461538461537,0.9615384615384612,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.00,GG:2.75,78,17,19,17,0,2,0.8947368421052632,False,6,0,3.6538461538461537,0.9615384615384612,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.00,GG:3.00,78,17,20,17,0,3,0.85,False,6,0,3.717948717948718,1.0256410256410255,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.00,GG:3.25,78,17,19,17,0,2,0.8947368421052632,False,6,0,3.6538461538461537,0.9615384615384612,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.00,GG:3.50,78,17,18,16,1,2,0.8421052631578947,True,5,1,3.58974358974359,0.8974358974358974,18,11,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:2.25,GG:2.50,78,18,19,17,1,2,0.85,True,6,0,3.717948717948718,1.0256410256410255,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.25,GG:2.75,78,18,19,17,1,2,0.85,True,6,0,3.717948717948718,1.0256410256410255,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.25,GG:3.00,78,18,20,17,1,3,0.8095238095238095,True,6,0,3.782051282051282,1.0897435897435894,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.25,GG:3.25,78,18,19,17,1,2,0.85,True,6,0,3.717948717948718,1.0256410256410255,18,11,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.25,GG:3.50,78,18,18,16,2,2,0.8,True,5,1,3.6538461538461537,0.9615384615384612,18,11,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:2.50,GG:2.75,78,19,19,19,0,0,1.0,False,6,0,3.782051282051282,1.0897435897435894,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.50,GG:3.00,78,19,20,19,0,1,0.95,False,6,0,3.8461538461538463,1.1538461538461537,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.50,GG:3.25,78,19,19,19,0,0,1.0,False,6,0,3.782051282051282,1.0897435897435894,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.50,GG:3.50,78,19,18,18,1,0,0.9473684210526315,False,5,1,3.717948717948718,1.0256410256410255,19,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:2.75,GG:3.00,78,19,20,19,0,1,0.95,False,6,0,3.8461538461538463,1.1538461538461537,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.75,GG:3.25,78,19,19,19,0,0,1.0,False,6,0,3.782051282051282,1.0897435897435894,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:2.75,GG:3.50,78,19,18,18,1,0,0.9473684210526315,False,5,1,3.717948717948718,1.0256410256410255,19,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:3.00,GG:3.25,78,20,19,19,1,0,0.95,False,6,0,3.8461538461538463,1.1538461538461537,19,12,1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,
1,1500,GG:3.00,GG:3.50,78,20,18,18,2,0,0.9,False,5,1,3.782051282051282,1.0897435897435894,19,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,1500,GG:3.25,GG:3.50,78,19,18,18,1,0,0.9473684210526315,False,5,1,3.717948717948718,1.0256410256410255,19,12,1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-06-01,1m_2022-06-01
1,6800,GG:0.50,GG:0.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:1.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:1.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:1.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:1.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.50,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:1.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:1.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:1.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:1.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:0.75,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:1.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:1.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:1.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.00,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:1.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:1.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.25,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:1.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.50,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:2.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:1.75,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:2.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.00,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.25,GG:2.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.25,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.25,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.25,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.25,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.50,GG:2.75,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.50,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.50,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.50,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.75,GG:3.00,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:2.75,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
