account_id,cohort_month,activated_at,purchase_fee_usd,trailing_drawdown_usd,frozen_floor_profit_usd,threshold_touch_fails,starting_balance_usd,equity_profit_usd,peak_profit_usd,floor_profit_usd,alive,died_at,death_trade_key,death_reason,death_equity_usd,trades_taken,wins,losses,gross_pnl_usd,commission_usd,max_equity_profit_usd,min_equity_profit_usd,entitlement_accrued_usd,entitlement_outstanding_usd,months_accrued,payout_count,gross_paid_usd,received_usd,withdrawal_count,first_withdrawal_at,last_withdrawal_at,last_payout_at,requests_blocked,requests_withheld
12,2020-10,2020-10-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-131.25,1360.65,-139.35,False,2020-12-14 07:13:40,RR1.00:2-3:94:338,intratrade_excursion,-168.75,406,161,244,294.0,425.25,1336.1,-1224.85,0.0,0.0,0,0,0.0,0.0,0,,,,0,44
13,2020-10,2020-10-13 00:00:00,200.0,1500.0,100.0,True,25000.0,-6.35,1485.55,-14.45,False,2020-12-14 07:13:40,RR1.00:2-3:94:338,intratrade_excursion,-43.85,338,132,205,347.5,353.85,1461.0,-262.65,0.0,0.0,0,0,0.0,0.0,0,,,,0,44
14,2020-10,2020-10-27 00:00:00,200.0,1500.0,100.0,True,25000.0,-714.3,777.6,-722.4,False,2020-12-14 07:13:40,RR1.00:2-3:94:338,intratrade_excursion,-751.8,267,101,165,-435.0,279.3,753.05,-970.6,0.0,0.0,0,0,0.0,0.0,0,,,,0,44
15,2020-11,2020-11-05 00:00:00,200.0,1500.0,100.0,True,25000.0,-1241.2,225.75,-1274.25,False,2020-12-14 07:13:40,RR1.00:2-3:94:338,intratrade_excursion,-1278.7,205,73,131,-1027.0,214.2,207.2,-1278.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,14
16,2020-11,2020-11-05 00:00:00,200.0,1500.0,100.0,True,25000.0,-1241.2,225.75,-1274.25,False,2020-12-14 07:13:40,RR1.00:2-3:94:338,intratrade_excursion,-1278.7,205,73,131,-1027.0,214.2,207.2,-1278.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,14
17,2020-12,2020-12-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-820.3,606.8,-893.2,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-893.8,437,169,267,-362.5,457.8,531.25,-893.8,0.0,0.0,0,0,0.0,0.0,0,,,,0,49
18,2021-01,2021-01-07 00:00:00,200.0,1500.0,100.0,True,25000.0,-298.3,1128.8,-371.2,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-371.8,247,102,144,-40.0,258.3,1053.25,-371.8,0.0,0.0,0,0,0.0,0.0,0,,,,0,18
19,2021-01,2021-01-08 00:00:00,200.0,1500.0,100.0,True,25000.0,-700.9,726.2,-773.8,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-774.4,239,97,141,-451.0,249.9,650.65,-774.4,0.0,0.0,0,0,0.0,0.0,0,,,,0,18
20,2021-01,2021-01-08 00:00:00,200.0,1500.0,100.0,True,25000.0,-700.9,726.2,-773.8,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-774.4,239,97,141,-451.0,249.9,650.65,-774.4,0.0,0.0,0,0,0.0,0.0,0,,,,0,18
21,2021-01,2021-01-08 00:00:00,200.0,1500.0,100.0,True,25000.0,-700.9,726.2,-773.8,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-774.4,239,97,141,-451.0,249.9,650.65,-774.4,0.0,0.0,0,0,0.0,0.0,0,,,,0,18
22,2021-01,2021-01-09 00:00:00,200.0,1500.0,100.0,True,25000.0,-976.45,450.65,-1049.35,False,2021-02-18 12:46:40,RR1.00:10-11:106:379,intratrade_excursion,-1049.95,230,91,138,-736.0,240.45,375.1,-1049.95,0.0,0.0,0,0,0.0,0.0,0,,,,0,18
23,2021-02,2021-02-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-442.9,998.35,-501.65,False,2021-02-26 22:59:40,RR1.00:21-22:110:381,intratrade_excursion,-584.9,159,63,95,-277.0,165.9,864.1,-584.9,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
24,2021-02,2021-02-19 00:00:00,200.0,1500.0,100.0,True,25000.0,-376.3,1064.95,-435.05,False,2021-02-26 22:59:40,RR1.00:21-22:110:381,intratrade_excursion,-518.3,47,18,28,-328.0,48.3,930.7,-518.3,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
25,2021-03,2021-03-17 00:00:00,200.0,1500.0,100.0,True,25000.0,-133.55,1336.6,-163.4,False,2021-05-17 18:51:40,RR1.00:17-18:93:423,intratrade_excursion,-295.05,322,128,193,203.5,337.05,1283.65,-295.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,47
26,2021-03,2021-03-17 00:00:00,200.0,1500.0,100.0,True,25000.0,-133.55,1336.6,-163.4,False,2021-05-17 18:51:40,RR1.00:17-18:93:423,intratrade_excursion,-295.05,322,128,193,203.5,337.05,1283.65,-295.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,47
27,2021-04,2021-04-16 00:00:00,200.0,1500.0,100.0,True,25000.0,-1312.2,157.95,-1342.05,False,2021-05-17 18:51:40,RR1.00:17-18:93:423,intratrade_excursion,-1473.7,165,59,105,-1140.0,172.2,105.0,-1473.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,17
28,2021-04,2021-04-16 00:00:00,200.0,1500.0,100.0,True,25000.0,-1312.2,157.95,-1342.05,False,2021-05-17 18:51:40,RR1.00:17-18:93:423,intratrade_excursion,-1473.7,165,59,105,-1140.0,172.2,105.0,-1473.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,17
29,2021-04,2021-04-16 00:00:00,200.0,1500.0,100.0,True,25000.0,-1312.2,157.95,-1342.05,False,2021-05-17 18:51:40,RR1.00:17-18:93:423,intratrade_excursion,-1473.7,165,59,105,-1140.0,172.2,105.0,-1473.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,17
30,2021-07,2021-07-03 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9191,3841,5349,37181.0,9649.5,8592.3,-857.3,0.0,0.0,0,33,27430.1,27187.09,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1316
31,2021-07,2021-07-03 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9191,3841,5349,37181.0,9649.5,8592.3,-857.3,0.0,0.0,0,33,27430.1,27187.09,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1316
32,2021-07,2021-07-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9179,3835,5343,37048.5,9636.9,8592.3,-977.2,0.0,0.0,0,33,27310.2,27079.19,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,348,1322
33,2021-07,2021-07-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9179,3835,5343,37048.5,9636.9,8592.3,-977.2,0.0,0.0,0,33,27310.2,27079.19,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,348,1322
34,2021-07,2021-07-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9179,3835,5343,37048.5,9636.9,8592.3,-977.2,0.0,0.0,0,33,27310.2,27079.19,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,348,1322
35,2021-07,2021-07-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9179,3835,5343,37048.5,9636.9,8592.3,-977.2,0.0,0.0,0,33,27310.2,27079.19,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,348,1322
36,2021-07,2021-07-08 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9174,3831,5342,36953.0,9631.65,8592.3,-1067.45,0.0,0.0,0,34,27219.95,26997.96,34,2022-04-14 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,406,1263
37,2021-07,2021-07-08 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9174,3831,5342,36953.0,9631.65,8592.3,-1067.45,0.0,0.0,0,34,27219.95,26997.96,34,2022-04-14 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,406,1263
38,2021-07,2021-07-08 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9174,3831,5342,36953.0,9631.65,8592.3,-1067.45,0.0,0.0,0,34,27219.95,26997.96,34,2022-04-14 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,406,1263
39,2021-07,2021-07-10 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9156,3826,5329,37102.0,9612.75,8592.3,-899.55,0.0,0.0,0,33,27387.85,27149.07,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1316
40,2021-07,2021-07-10 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9156,3826,5329,37102.0,9612.75,8592.3,-899.55,0.0,0.0,0,33,27387.85,27149.07,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1316
41,2021-07,2021-07-10 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9156,3826,5329,37102.0,9612.75,8592.3,-899.55,0.0,0.0,0,33,27387.85,27149.07,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1316
42,2021-08,2021-08-01 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,9053,3788,5264,37142.5,9504.6,8592.3,-750.9,0.0,0.0,0,33,27536.5,27282.86,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,356,1283
43,2021-09,2021-09-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,8870,3713,5156,36846.0,9312.45,8592.3,-855.25,0.0,0.0,0,33,27432.15,27188.94,33,2022-04-13 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,354,1255
44,2021-10,2021-10-01 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,8737,3667,5069,37417.5,9172.8,8592.3,-144.1,0.0,0.0,0,35,28143.3,27828.98,35,2022-03-29 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,418,1158
45,2021-11,2021-11-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-147.95,1289.2,-210.8,False,2021-12-03 21:39:20,RR1.00:21-22:170:600,intratrade_excursion,-300.95,200,82,117,61.0,208.95,1192.2,-300.95,0.0,0.0,0,0,0.0,0.0,0,,,,0,3
46,2021-12,2021-12-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-1248.45,204.8,-1295.2,False,2021-12-17 22:17:40,RR1.00:21-22:174:613,intratrade_excursion,-1403.95,90,32,57,-1155.0,93.45,57.3,-1403.95,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
47,2021-12,2021-12-04 00:00:00,200.0,1500.0,100.0,True,25000.0,-520.8,943.2,-556.8,False,2021-12-17 23:30:00,RR1.00:17-18:123:593,intratrade_excursion,-632.8,67,24,42,-451.5,69.3,810.25,-632.8,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
48,2021-12,2021-12-28 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,8288,3466,4821,34355.5,8701.35,8592.3,-1414.95,0.0,0.0,0,31,25552.75,25497.48,31,2022-10-20 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,335,1184
49,2022-01,2022-01-12 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,8209,3437,4771,34320.0,8618.4,8592.3,-208.75,0.0,0.0,0,31,25600.2,25540.18,31,2022-10-20 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,337,1151
50,2022-02,2022-02-05 00:00:00,200.0,1500.0,100.0,True,25000.0,178.05,4752.9,100.0,False,2022-06-15 21:04:40,RR1.00:18-19:174:767,intratrade_excursion,44.55,720,284,435,933.0,754.95,4662.1,-281.65,0.0,0.0,0,0,0.0,0.0,0,,,,0,107
51,2022-03,2022-03-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-1215.05,100.95,-1399.05,False,2022-03-08 18:32:40,RR1.00:17-18:136:667,intratrade_excursion,-1515.05,52,17,34,-1161.5,53.55,70.45,-1515.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
52,2022-03,2022-03-10 00:00:00,200.0,1500.0,100.0,True,25000.0,132.95,3906.45,100.0,False,2022-05-12 16:32:40,RR1.00:16-17:342:938,intratrade_excursion,-9.55,342,137,204,491.0,358.05,3815.65,-400.9,0.0,0.0,0,0,0.0,0.0,0,,,,0,42
53,2022-05,2022-05-14 00:00:00,200.0,1500.0,100.0,True,25000.0,-153.55,1314.65,-185.35,False,2022-06-09 09:00:20,RR1.00:5-6:161:760,intratrade_excursion,-186.05,152,58,93,5.0,158.55,1243.45,-939.1,0.0,0.0,0,0,0.0,0.0,0,,,,0,9
54,2022-06,2022-06-22 00:00:00,200.0,1500.0,100.0,True,25000.0,-1060.35,418.9,-1081.1,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,-1148.85,48,14,33,-1011.0,49.35,361.9,-1148.85,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
55,2022-07,2022-07-07 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,7270,3060,4209,31153.0,7632.45,8592.3,-120.1,0.0,0.0,0,29,23419.15,23419.15,29,2023-04-08 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,320,989
56,2022-07,2022-07-29 00:00:00,200.0,1500.0,100.0,True,25000.0,101.4,8606.35,100.0,False,2026-03-30 06:00:00,RR1.00:3-4:558:2084,intratrade_excursion,19.9,7141,3010,4130,29502.0,7497.0,8592.3,-35.55,0.0,0.0,0,27,21903.6,21903.6,27,2023-08-29 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,304,1007
57,2026-04,2026-04-01 00:00:00,200.0,1500.0,100.0,True,25000.0,-750.8,730.75,-769.25,False,2026-04-10 13:30:00,RR1.00:12-13:517:2044,intratrade_excursion,-780.3,57,19,37,-692.0,58.8,635.75,-780.3,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
61,2026-05,2026-05-09 00:00:00,200.0,1500.0,100.0,True,25000.0,233.9,1733.5,100.0,False,2026-06-03 16:47:40,RR1.00:2-3:575:2167,intratrade_excursion,-52.6,123,46,76,362.0,128.1,1619.0,-663.4,0.0,0.0,0,0,0.0,0.0,0,,,,0,3
62,2026-05,2026-05-29 00:00:00,200.0,1500.0,100.0,True,25000.0,-1271.55,140.3,-1359.7,False,2026-06-03 23:02:40,RR1.00:22-23:577:2075,intratrade_excursion,-1370.05,32,6,25,-1239.0,32.55,62.8,-1370.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,3
63,2026-06,2026-06-10 00:00:00,200.0,1500.0,100.0,True,25000.0,-72.75,1270.35,-229.65,False,2026-06-17 22:32:40,RR1.00:21-22:550:2063,intratrade_excursion,-890.25,46,20,25,-25.5,47.25,1176.75,-1239.3,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
64,2026-06,2026-06-13 00:00:00,200.0,1500.0,100.0,True,25000.0,-1025.25,317.85,-1182.15,False,2026-06-17 22:32:40,RR1.00:21-22:550:2063,intratrade_excursion,-1842.75,26,9,16,-999.0,26.25,224.25,-1842.75,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
65,2026-06,2026-06-23 00:00:00,200.0,1500.0,100.0,True,25000.0,-1353.05,64.5,-1435.5,False,2026-06-24 21:49:40,RR1.00:21-22:551:2068,intratrade_excursion,-1555.05,12,2,9,-1341.5,11.55,0.0,-1555.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
66,2026-06,2026-06-23 00:00:00,200.0,1500.0,100.0,True,25000.0,-1353.05,64.5,-1435.5,False,2026-06-24 21:49:40,RR1.00:21-22:551:2068,intratrade_excursion,-1555.05,12,2,9,-1341.5,11.55,0.0,-1555.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,0
