eval_id,started_at,state,months_paid,resets,generation,equity_usd,peak_usd,floor_usd,trades_taken,passed_at,ended_at
86,2022-12-27 00:00:00,cancelled,1,0,1,-870.6,477.15,-1022.85,35,,2023-01-27 00:00:00
87,2023-01-03 00:00:00,cancelled,4,3,4,1619.7,1642.35,142.35,117,2023-04-13 21:00:00,2023-04-14 00:00:00
88,2023-01-10 00:00:00,cancelled,2,1,2,1615.5,1698.15,198.15,26,2023-02-13 19:30:00,2023-02-14 00:00:00
89,2023-02-01 00:00:00,cancelled,2,1,2,1583.85,1663.5,163.5,56,2023-03-09 17:00:00,2023-03-10 00:00:00
90,2023-02-08 00:00:00,cancelled,3,2,3,1673.4,1696.05,196.05,95,2023-04-13 21:00:00,2023-04-14 00:00:00
91,2023-03-01 00:00:00,cancelled,1,0,1,1583.85,1663.5,163.5,41,2023-03-09 17:00:00,2023-03-10 00:00:00
92,2023-04-01 00:00:00,cancelled,1,0,1,1619.7,1642.35,142.35,52,2023-04-13 21:00:00,2023-04-14 00:00:00
93,2023-04-08 00:00:00,cancelled,1,0,1,1673.4,1696.05,196.05,24,2023-04-13 21:00:00,2023-04-14 00:00:00
94,2023-04-15 00:00:00,funded,2,1,2,1589.85,1690.65,190.65,67,2023-05-26 09:30:00,2023-05-27 00:00:00
95,2023-04-29 00:00:00,cancelled,2,1,2,-59.7,1385.7,-114.3,128,,2023-06-29 00:00:00
96,2023-05-06 00:00:00,funded,2,1,2,1573.5,1599.15,99.15,80,2023-06-14 23:30:00,2023-06-15 00:00:00
97,2023-05-13 00:00:00,funded,1,0,1,1589.85,1690.65,190.65,51,2023-05-26 09:30:00,2023-05-27 00:00:00
98,2023-05-20 00:00:00,funded,1,0,1,1557.15,1585.8,85.8,19,2023-05-26 14:00:00,2023-05-27 00:00:00
99,2023-05-27 00:00:00,cancelled,1,0,1,-59.7,1385.7,-114.3,99,,2023-06-27 00:00:00
100,2023-06-03 00:00:00,cancelled,1,0,1,1716.9,1742.55,242.55,44,2023-06-14 23:30:00,2023-06-15 00:00:00
101,2023-06-10 00:00:00,funded,2,1,2,1758.6,1802.25,302.25,90,2023-07-18 19:00:00,2023-07-19 00:00:00
102,2023-06-17 00:00:00,funded,3,2,3,1771.8,1845.45,345.45,111,2023-08-23 17:00:00,2023-08-24 00:00:00
103,2023-06-24 00:00:00,funded,3,2,3,1724.7,1822.35,322.35,100,2023-09-01 16:00:00,2023-09-02 00:00:00
104,2023-07-01 00:00:00,funded,1,0,1,1518.75,1553.4,53.4,75,2023-07-19 09:30:00,2023-07-20 00:00:00
105,2023-07-08 00:00:00,funded,1,0,1,1758.6,1802.25,302.25,46,2023-07-18 19:00:00,2023-07-19 00:00:00
106,2023-07-15 00:00:00,cancelled,5,4,5,-121.5,1203.9,-296.1,155,,2023-12-15 00:00:00
107,2023-07-22 00:00:00,cancelled,2,1,2,1513.5,1531.65,31.65,72,2023-08-28 16:00:00,2023-08-29 00:00:00
108,2023-07-29 00:00:00,cancelled,1,0,1,-1333.5,144.9,-1355.1,31,,2023-08-29 00:00:00
109,2023-08-05 00:00:00,cancelled,5,4,5,1630.05,1654.2,154.2,233,2023-12-11 17:00:00,2023-12-12 00:00:00
110,2023-08-12 00:00:00,cancelled,4,3,4,-361.2,964.2,-535.8,145,,2023-12-12 00:00:00
111,2023-08-19 00:00:00,funded,1,0,1,1510.95,1584.6,84.6,17,2023-08-23 17:00:00,2023-08-24 00:00:00
112,2023-09-01 00:00:00,cancelled,4,3,4,1601.4,1628.55,128.55,197,2023-12-12 21:00:00,2023-12-13 00:00:00
113,2023-09-08 00:00:00,cancelled,4,3,4,1547.1,1574.25,74.25,187,2023-12-12 21:00:00,2023-12-13 00:00:00
114,2023-09-15 00:00:00,cancelled,3,2,3,-121.5,1203.9,-296.1,94,,2023-12-15 00:00:00
115,2023-09-22 00:00:00,cancelled,3,2,3,-181.65,1143.75,-356.25,96,,2023-12-22 00:00:00
116,2023-09-29 00:00:00,cancelled,2,1,2,377.4,1650.45,150.45,79,,2023-11-29 00:00:00
117,2023-10-06 00:00:00,cancelled,3,2,3,1524.75,1551.9,51.9,112,2023-12-12 21:00:00,2023-12-13 00:00:00
118,2023-10-26 00:00:00,cancelled,1,0,1,-207.75,907.65,-592.35,16,,2023-11-26 00:00:00
119,2023-11-02 00:00:00,cancelled,2,1,2,1903.5,1927.65,427.65,73,2023-12-11 17:00:00,2023-12-12 00:00:00
120,2023-11-09 00:00:00,cancelled,1,0,1,85.05,1410.45,-89.55,64,,2023-12-09 00:00:00
121,2023-11-16 00:00:00,cancelled,1,0,1,533.7,1859.1,359.1,43,,2023-12-16 00:00:00
122,2023-11-23 00:00:00,cancelled,1,0,1,-1218.75,235.2,-1264.8,46,,2023-12-23 00:00:00
123,2023-12-01 00:00:00,cancelled,1,0,1,1601.4,1628.55,128.55,44,2023-12-12 21:00:00,2023-12-13 00:00:00
124,2024-01-01 00:00:00,funded,1,0,1,1587.6,1631.25,131.25,36,2024-01-09 18:30:00,2024-01-10 00:00:00
125,2024-01-08 00:00:00,cancelled,1,0,1,1922.1,1994.25,494.25,26,2024-01-11 20:30:00,2024-01-12 00:00:00
126,2024-01-20 00:00:00,funded,3,2,3,1567.65,1681.8,181.8,129,2024-04-01 23:30:00,2024-04-02 00:00:00
127,2024-01-27 00:00:00,funded,3,2,3,1543.35,1590.0,90.0,96,2024-04-02 22:30:00,2024-04-03 00:00:00
128,2024-02-03 00:00:00,funded,1,0,1,1516.05,1659.15,159.15,33,2024-02-12 09:30:00,2024-02-13 00:00:00
129,2024-02-10 00:00:00,funded,1,0,1,1501.5,1596.15,96.15,30,2024-02-16 19:00:00,2024-02-17 00:00:00
130,2024-02-17 00:00:00,funded,2,1,2,1764.3,1773.45,273.45,76,2024-03-27 22:00:00,2024-03-28 00:00:00
131,2024-02-24 00:00:00,funded,2,1,2,1512.75,1650.9,150.9,81,2024-04-01 17:00:00,2024-04-02 00:00:00
132,2024-03-02 00:00:00,funded,2,1,2,1547.85,1587.0,87.0,49,2024-04-05 20:00:00,2024-04-06 00:00:00
133,2024-03-09 00:00:00,funded,1,0,1,1513.8,1571.55,71.55,58,2024-04-01 07:30:00,2024-04-02 00:00:00
134,2024-03-16 00:00:00,funded,1,0,1,1764.3,1773.45,273.45,38,2024-03-27 22:00:00,2024-03-28 00:00:00
135,2024-03-23 00:00:00,funded,1,0,1,1512.75,1650.9,150.9,25,2024-04-01 17:00:00,2024-04-02 00:00:00
136,2024-03-30 00:00:00,funded,1,0,1,1882.05,1939.2,439.2,13,2024-04-03 17:30:00,2024-04-04 00:00:00
137,2024-04-06 00:00:00,funded,2,1,2,1528.2,1541.85,41.85,79,2024-05-15 20:00:00,2024-05-16 00:00:00
138,2024-04-13 00:00:00,funded,2,1,2,1536.6,1562.25,62.25,100,2024-06-03 16:30:00,2024-06-04 00:00:00
139,2024-04-20 00:00:00,funded,1,0,1,1594.35,1618.5,118.5,31,2024-04-29 03:00:00,2024-04-30 00:00:00
140,2024-04-27 00:00:00,funded,2,1,2,1529.4,1600.05,100.05,38,2024-06-03 22:30:00,2024-06-04 00:00:00
141,2024-05-04 00:00:00,funded,1,0,1,1528.2,1541.85,41.85,52,2024-05-15 20:00:00,2024-05-16 00:00:00
142,2024-05-11 00:00:00,funded,1,0,1,1536.6,1562.25,62.25,76,2024-06-03 16:30:00,2024-06-04 00:00:00
143,2024-05-18 00:00:00,funded,1,0,1,1590.9,1598.55,98.55,54,2024-06-04 21:30:00,2024-06-05 00:00:00
144,2024-05-25 00:00:00,funded,1,0,1,1529.4,1600.05,100.05,24,2024-06-03 22:30:00,2024-06-04 00:00:00
145,2024-06-01 00:00:00,funded,1,0,1,1649.7,1684.35,184.35,12,2024-06-05 05:30:00,2024-06-06 00:00:00
146,2024-06-08 00:00:00,funded,1,0,1,1797.15,1882.8,382.8,19,2024-06-12 17:00:00,2024-06-13 00:00:00
147,2024-06-15 00:00:00,funded,1,0,1,1509.45,1763.1,263.1,47,2024-06-27 17:00:00,2024-06-28 00:00:00
148,2024-06-22 00:00:00,funded,1,0,1,1667.85,1675.5,175.5,31,2024-06-28 17:00:00,2024-06-29 00:00:00
149,2024-06-29 00:00:00,funded,1,0,1,1682.55,1753.2,253.2,13,2024-07-02 20:30:00,2024-07-03 00:00:00
150,2024-07-06 00:00:00,funded,3,2,3,1931.4,2116.05,616.05,79,2024-09-11 21:00:00,2024-09-12 00:00:00
151,2024-07-13 00:00:00,funded,2,1,2,1836.75,1848.9,348.9,50,2024-08-15 05:30:00,2024-08-16 00:00:00
152,2024-07-20 00:00:00,funded,2,1,2,2260.8,2310.45,810.45,56,2024-08-29 17:00:00,2024-08-30 00:00:00
153,2024-07-27 00:00:00,funded,1,0,1,1859.7,1958.85,458.85,12,2024-07-31 22:00:00,2024-08-01 00:00:00
154,2024-08-03 00:00:00,funded,1,0,1,1613.55,1624.2,124.2,3,2024-08-06 06:30:00,2024-08-07 00:00:00
155,2024-08-10 00:00:00,funded,1,0,1,2263.05,2482.2,982.2,23,2024-08-15 16:00:00,2024-08-16 00:00:00
156,2024-08-17 00:00:00,funded,1,0,1,2237.7,2287.35,787.35,52,2024-08-29 17:00:00,2024-08-30 00:00:00
157,2024-08-24 00:00:00,funded,2,1,2,1503.3,1516.95,16.95,51,2024-09-26 21:30:00,2024-09-27 00:00:00
158,2024-08-31 00:00:00,funded,3,2,3,1857.6,1926.75,426.75,37,2024-11-05 23:30:00,2024-11-06 00:00:00
