months,budget,left,right,eligible,left_failed,right_failed,both,left_only,right_only,neither,failed_window_jaccard,right_given_left,left_given_right,continuous_deep_dd_jaccard,both_cases,left_only_cases,right_only_cases
6,1500,0.75,1.75,13,4,2,2,2,0,9,0.5,0.5,1.0,0.30229007633587784,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,
6,1500,0.75,2.00,13,4,2,2,2,0,9,0.5,0.5,1.0,0.30694444444444446,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,
6,1500,0.75,2.25,13,4,3,2,2,1,8,0.4,0.5,0.6666666666666666,0.3637770897832817,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,6m_2022-01-01
6,1500,0.75,2.50,13,4,4,2,2,2,7,0.3333333333333333,0.5,0.5,0.3516483516483517,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01
6,1500,0.75,2.75,13,4,4,2,2,2,7,0.3333333333333333,0.5,0.5,0.36447166921898927,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01
6,1500,0.75,3.00,13,4,3,2,2,1,8,0.4,0.5,0.6666666666666666,0.36085626911314983,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01
6,1500,0.75,3.25,13,4,5,2,2,3,6,0.2857142857142857,0.5,0.4,0.3875838926174497,6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01
6,1500,0.75,3.50,13,4,6,3,1,3,6,0.42857142857142855,0.75,0.5,0.3811881188118812,6m_2023-07-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01
6,1500,0.75,1000,12,4,6,3,1,3,5,0.42857142857142855,0.75,0.5,0.2797385620915033,6m_2023-07-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01
6,1500,1.00,1.25,13,3,5,3,0,2,8,0.6,1.0,0.6,0.5648535564853556,6m_2020-01-01;6m_2021-01-01;6m_2026-01-01,,6m_2022-01-01;6m_2024-07-01
6,1500,1.00,1.50,13,3,4,2,1,2,8,0.4,0.6666666666666666,0.5,0.47410358565737054,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2023-07-01;6m_2024-07-01
6,1500,1.00,1.75,13,3,2,1,2,1,9,0.25,0.3333333333333333,0.5,0.3850085178875639,6m_2026-01-01,6m_2020-01-01;6m_2021-01-01,6m_2024-07-01
6,1500,1.00,2.00,13,3,2,1,2,1,9,0.25,0.3333333333333333,0.5,0.3630862329803328,6m_2026-01-01,6m_2020-01-01;6m_2021-01-01,6m_2024-07-01
6,1500,1.00,2.25,13,3,3,1,2,2,8,0.2,0.3333333333333333,0.3333333333333333,0.4158249158249158,6m_2026-01-01,6m_2020-01-01;6m_2021-01-01,6m_2022-01-01;6m_2024-07-01
6,1500,1.00,2.50,13,3,4,2,1,2,8,0.4,0.6666666666666666,0.5,0.3938879456706282,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2022-01-01;6m_2024-07-01
6,1500,1.00,2.75,13,3,4,2,1,2,8,0.4,0.6666666666666666,0.5,0.415973377703827,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2022-01-01;6m_2024-07-01
6,1500,1.00,3.00,13,3,3,2,1,1,9,0.5,0.6666666666666666,0.6666666666666666,0.41903171953255425,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2024-07-01
6,1500,1.00,3.25,13,3,5,2,1,3,7,0.3333333333333333,0.6666666666666666,0.4,0.4335154826958106,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2022-01-01;6m_2024-07-01;6m_2025-01-01
6,1500,1.00,3.50,13,3,6,2,1,4,6,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.4412296564195298,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2022-01-01;6m_2023-07-01;6m_2024-07-01;6m_2025-01-01
6,1500,1.00,1000,12,3,6,2,1,4,5,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.29517241379310344,6m_2020-01-01;6m_2026-01-01,6m_2021-01-01,6m_2022-01-01;6m_2023-07-01;6m_2024-07-01;6m_2025-01-01
6,1500,1.25,1.50,13,5,4,3,2,1,7,0.5,0.6,0.75,0.674074074074074,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2022-01-01,6m_2023-07-01
6,1500,1.25,1.75,13,5,2,2,3,0,8,0.4,0.4,1.0,0.5744234800838575,6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2021-01-01;6m_2022-01-01,
6,1500,1.25,2.00,13,5,2,2,3,0,8,0.4,0.4,1.0,0.5366300366300366,6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2021-01-01;6m_2022-01-01,
6,1500,1.25,2.25,13,5,3,3,2,0,8,0.6,0.6,1.0,0.561122244488978,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2021-01-01,
6,1500,1.25,2.50,13,5,4,4,1,0,8,0.8,0.8,1.0,0.518,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,
6,1500,1.25,2.75,13,5,4,4,1,0,8,0.8,0.8,1.0,0.5290697674418605,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,
6,1500,1.25,3.00,13,5,3,3,2,0,8,0.6,0.6,1.0,0.5095785440613027,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01;6m_2022-01-01,
6,1500,1.25,3.25,13,5,5,4,1,1,7,0.6666666666666666,0.8,0.8,0.5491452991452992,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2025-01-01
6,1500,1.25,3.50,13,5,6,4,1,2,6,0.5714285714285714,0.8,0.6666666666666666,0.6048034934497817,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2023-07-01;6m_2025-01-01
6,1500,1.25,1000,12,5,6,4,1,2,5,0.5714285714285714,0.8,0.6666666666666666,0.4190938511326861,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2023-07-01;6m_2025-01-01
6,1500,1.50,1.75,13,4,2,2,2,0,9,0.5,0.5,1.0,0.6438053097345132,6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2023-07-01,
6,1500,1.50,2.00,13,4,2,2,2,0,9,0.5,0.5,1.0,0.5503731343283582,6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2023-07-01,
6,1500,1.50,2.25,13,4,3,2,2,1,8,0.4,0.5,0.6666666666666666,0.5670731707317073,6m_2024-07-01;6m_2026-01-01,6m_2020-01-01;6m_2023-07-01,6m_2022-01-01
6,1500,1.50,2.50,13,4,4,3,1,1,8,0.6,0.75,0.75,0.5452674897119342,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2023-07-01,6m_2022-01-01
6,1500,1.50,2.75,13,4,4,3,1,1,8,0.6,0.75,0.75,0.5682730923694779,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2023-07-01,6m_2022-01-01
6,1500,1.50,3.00,13,4,3,3,1,0,9,0.75,0.75,1.0,0.5354330708661418,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2023-07-01,
6,1500,1.50,3.25,13,4,5,3,1,2,7,0.5,0.75,0.6,0.5353319057815846,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2023-07-01,6m_2022-01-01;6m_2025-01-01
6,1500,1.50,3.50,13,4,6,4,0,2,7,0.6666666666666666,1.0,0.6666666666666666,0.6485260770975056,6m_2020-01-01;6m_2023-07-01;6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01;6m_2025-01-01
6,1500,1.50,1000,12,4,6,4,0,2,6,0.6666666666666666,1.0,0.6666666666666666,0.40387722132471726,6m_2020-01-01;6m_2023-07-01;6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01;6m_2025-01-01
6,1500,1.75,2.00,13,2,2,2,0,0,11,1.0,1.0,1.0,0.6960600375234521,6m_2024-07-01;6m_2026-01-01,,
6,1500,1.75,2.25,13,2,3,2,0,1,10,0.6666666666666666,1.0,0.6666666666666666,0.6779324055666004,6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01
6,1500,1.75,2.50,13,2,4,2,0,2,9,0.5,1.0,0.5,0.6546184738955824,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01
6,1500,1.75,2.75,13,2,4,2,0,2,9,0.5,1.0,0.5,0.6113207547169811,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01
6,1500,1.75,3.00,13,2,3,2,0,1,10,0.6666666666666666,1.0,0.6666666666666666,0.5232142857142857,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01
6,1500,1.75,3.25,13,2,5,2,0,3,8,0.4,1.0,0.4,0.4575645756457565,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01
6,1500,1.75,3.50,13,2,6,2,0,4,7,0.3333333333333333,1.0,0.3333333333333333,0.5655577299412916,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,1.75,1000,12,2,6,2,0,4,6,0.3333333333333333,1.0,0.3333333333333333,0.4337899543378995,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,2.00,2.25,13,2,3,2,0,1,10,0.6666666666666666,1.0,0.6666666666666666,0.7453183520599251,6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01
6,1500,2.00,2.50,13,2,4,2,0,2,9,0.5,1.0,0.5,0.673394495412844,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01
6,1500,2.00,2.75,13,2,4,2,0,2,9,0.5,1.0,0.5,0.629757785467128,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01
6,1500,2.00,3.00,13,2,3,2,0,1,10,0.6666666666666666,1.0,0.6666666666666666,0.5201938610662359,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01
6,1500,2.00,3.25,13,2,5,2,0,3,8,0.4,1.0,0.4,0.4657762938230384,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01
6,1500,2.00,3.50,13,2,6,2,0,4,7,0.3333333333333333,1.0,0.3333333333333333,0.5524475524475524,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,2.00,1000,12,2,6,2,0,4,6,0.3333333333333333,1.0,0.3333333333333333,0.4884393063583815,6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,2.25,2.50,13,3,4,3,0,1,9,0.75,1.0,0.75,0.8244111349036403,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01
6,1500,2.25,2.75,13,3,4,3,0,1,9,0.75,1.0,0.75,0.7362204724409449,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01
6,1500,2.25,3.00,13,3,3,2,1,1,9,0.5,0.6666666666666666,0.6666666666666666,0.6314814814814815,6m_2024-07-01;6m_2026-01-01,6m_2022-01-01,6m_2020-01-01
6,1500,2.25,3.25,13,3,5,3,0,2,8,0.6,1.0,0.6,0.5822050290135397,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2025-01-01
6,1500,2.25,3.50,13,3,6,3,0,3,7,0.5,1.0,0.5,0.6171875,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,2.25,1000,12,3,6,3,0,3,6,0.5,1.0,0.5,0.5299684542586751,6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2020-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,2.50,2.75,13,4,4,4,0,0,9,1.0,1.0,1.0,0.777319587628866,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,
6,1500,2.50,3.00,13,4,3,3,1,0,9,0.75,0.75,1.0,0.6368821292775665,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2022-01-01,
6,1500,2.50,3.25,13,4,5,4,0,1,8,0.8,1.0,0.8,0.5555555555555556,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2025-01-01
6,1500,2.50,3.50,13,4,6,4,0,2,7,0.6666666666666666,1.0,0.6666666666666666,0.5812133072407045,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2023-07-01;6m_2025-01-01
6,1500,2.50,1000,12,4,6,4,0,2,6,0.6666666666666666,1.0,0.6666666666666666,0.5472312703583062,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2023-07-01;6m_2025-01-01
6,1500,2.75,3.00,13,4,3,3,1,0,9,0.75,0.75,1.0,0.7784431137724551,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,6m_2022-01-01,
6,1500,2.75,3.25,13,4,5,4,0,1,8,0.8,1.0,0.8,0.6593186372745491,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2025-01-01
6,1500,2.75,3.50,13,4,6,4,0,2,7,0.6666666666666666,1.0,0.6666666666666666,0.6997971602434077,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2023-07-01;6m_2025-01-01
6,1500,2.75,1000,12,4,6,4,0,2,6,0.6666666666666666,1.0,0.6666666666666666,0.5170278637770898,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2023-07-01;6m_2025-01-01
6,1500,3.00,3.25,13,3,5,3,0,2,8,0.6,1.0,0.6,0.7373949579831933,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01;6m_2025-01-01
6,1500,3.00,3.50,13,3,6,3,0,3,7,0.5,1.0,0.5,0.7257731958762886,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,3.00,1000,12,3,6,3,0,3,6,0.5,1.0,0.5,0.4969418960244648,6m_2020-01-01;6m_2024-07-01;6m_2026-01-01,,6m_2022-01-01;6m_2023-07-01;6m_2025-01-01
6,1500,3.25,3.50,13,5,6,5,0,1,7,0.8333333333333334,1.0,0.8333333333333334,0.7671232876712328,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2025-01-01;6m_2026-01-01,,6m_2023-07-01
6,1500,3.25,1000,12,5,6,5,0,1,6,0.8333333333333334,1.0,0.8333333333333334,0.41358024691358025,6m_2020-01-01;6m_2022-01-01;6m_2024-07-01;6m_2025-01-01;6m_2026-01-01,,6m_2023-07-01
6,1500,3.50,1000,12,6,6,6,0,0,6,1.0,1.0,1.0,0.46984126984126984,6m_2020-01-01;6m_2022-01-01;6m_2023-07-01;6m_2024-07-01;6m_2025-01-01;6m_2026-01-01,,
6,6800,0.50,0.75,13,0,0,0,0,0,13,,,,0.6436974789915967,,,
6,6800,0.50,1.00,13,0,0,0,0,0,13,,,,0.5453047775947282,,,
6,6800,0.50,1.25,13,0,0,0,0,0,13,,,,0.3560371517027864,,,
6,6800,0.50,1.50,13,0,0,0,0,0,13,,,,0.35625,,,
6,6800,0.50,1.75,13,0,0,0,0,0,13,,,,0.26819407008086255,,,
6,6800,0.50,2.00,13,0,0,0,0,0,13,,,,0.3175416133162612,,,
6,6800,0.50,2.25,13,0,0,0,0,0,13,,,,0.30945945945945946,,,
6,6800,0.50,2.50,13,0,0,0,0,0,13,,,,0.3,,,
6,6800,0.50,2.75,13,0,0,0,0,0,13,,,,0.31586021505376344,,,
6,6800,0.50,3.00,13,0,0,0,0,0,13,,,,0.2919418758256275,,,
6,6800,0.50,3.25,13,0,0,0,0,0,13,,,,0.29603399433427763,,,
6,6800,0.50,3.50,13,0,0,0,0,0,13,,,,0.3064971751412429,,,
6,6800,0.50,1000,12,0,0,0,0,0,12,,,,0.25677267373380447,,,
6,6800,0.75,1.00,13,0,0,0,0,0,13,,,,0.7634854771784232,,,
6,6800,0.75,1.25,13,0,0,0,0,0,13,,,,0.4619666048237477,,,
6,6800,0.75,1.50,13,0,0,0,0,0,13,,,,0.39037433155080214,,,
6,6800,0.75,1.75,13,0,0,0,0,0,13,,,,0.30229007633587784,,,
6,6800,0.75,2.00,13,0,0,0,0,0,13,,,,0.30694444444444446,,,
6,6800,0.75,2.25,13,0,0,0,0,0,13,,,,0.3637770897832817,,,
6,6800,0.75,2.50,13,0,0,0,0,0,13,,,,0.3516483516483517,,,
6,6800,0.75,2.75,13,0,0,0,0,0,13,,,,0.36447166921898927,,,
6,6800,0.75,3.00,13,0,0,0,0,0,13,,,,0.36085626911314983,,,
6,6800,0.75,3.25,13,0,0,0,0,0,13,,,,0.3875838926174497,,,
6,6800,0.75,3.50,13,0,0,0,0,0,13,,,,0.3811881188118812,,,
6,6800,0.75,1000,12,0,0,0,0,0,12,,,,0.2797385620915033,,,
6,6800,1.00,1.25,13,0,0,0,0,0,13,,,,0.5648535564853556,,,
6,6800,1.00,1.50,13,0,0,0,0,0,13,,,,0.47410358565737054,,,
6,6800,1.00,1.75,13,0,0,0,0,0,13,,,,0.3850085178875639,,,
6,6800,1.00,2.00,13,0,0,0,0,0,13,,,,0.3630862329803328,,,
6,6800,1.00,2.25,13,0,0,0,0,0,13,,,,0.4158249158249158,,,
6,6800,1.00,2.50,13,0,0,0,0,0,13,,,,0.3938879456706282,,,
6,6800,1.00,2.75,13,0,0,0,0,0,13,,,,0.415973377703827,,,
6,6800,1.00,3.00,13,0,0,0,0,0,13,,,,0.41903171953255425,,,
6,6800,1.00,3.25,13,0,0,0,0,0,13,,,,0.4335154826958106,,,
6,6800,1.00,3.50,13,0,0,0,0,0,13,,,,0.4412296564195298,,,
6,6800,1.00,1000,12,0,0,0,0,0,12,,,,0.29517241379310344,,,
6,6800,1.25,1.50,13,0,0,0,0,0,13,,,,0.674074074074074,,,
6,6800,1.25,1.75,13,0,0,0,0,0,13,,,,0.5744234800838575,,,
6,6800,1.25,2.00,13,0,0,0,0,0,13,,,,0.5366300366300366,,,
6,6800,1.25,2.25,13,0,0,0,0,0,13,,,,0.561122244488978,,,
6,6800,1.25,2.50,13,0,0,0,0,0,13,,,,0.518,,,
6,6800,1.25,2.75,13,0,0,0,0,0,13,,,,0.5290697674418605,,,
6,6800,1.25,3.00,13,0,0,0,0,0,13,,,,0.5095785440613027,,,
6,6800,1.25,3.25,13,0,0,0,0,0,13,,,,0.5491452991452992,,,
6,6800,1.25,3.50,13,0,0,0,0,0,13,,,,0.6048034934497817,,,
6,6800,1.25,1000,12,0,0,0,0,0,12,,,,0.4190938511326861,,,
6,6800,1.50,1.75,13,0,0,0,0,0,13,,,,0.6438053097345132,,,
6,6800,1.50,2.00,13,0,0,0,0,0,13,,,,0.5503731343283582,,,
6,6800,1.50,2.25,13,0,0,0,0,0,13,,,,0.5670731707317073,,,
6,6800,1.50,2.50,13,0,0,0,0,0,13,,,,0.5452674897119342,,,
6,6800,1.50,2.75,13,0,0,0,0,0,13,,,,0.5682730923694779,,,
6,6800,1.50,3.00,13,0,0,0,0,0,13,,,,0.5354330708661418,,,
6,6800,1.50,3.25,13,0,0,0,0,0,13,,,,0.5353319057815846,,,
6,6800,1.50,3.50,13,0,0,0,0,0,13,,,,0.6485260770975056,,,
6,6800,1.50,1000,12,0,0,0,0,0,12,,,,0.40387722132471726,,,
6,6800,1.75,2.00,13,0,0,0,0,0,13,,,,0.6960600375234521,,,
6,6800,1.75,2.25,13,0,0,0,0,0,13,,,,0.6779324055666004,,,
6,6800,1.75,2.50,13,0,0,0,0,0,13,,,,0.6546184738955824,,,
6,6800,1.75,2.75,13,0,0,0,0,0,13,,,,0.6113207547169811,,,
6,6800,1.75,3.00,13,0,0,0,0,0,13,,,,0.5232142857142857,,,
6,6800,1.75,3.25,13,0,0,0,0,0,13,,,,0.4575645756457565,,,
6,6800,1.75,3.50,13,0,0,0,0,0,13,,,,0.5655577299412916,,,
6,6800,1.75,1000,12,0,0,0,0,0,12,,,,0.4337899543378995,,,
6,6800,2.00,2.25,13,0,0,0,0,0,13,,,,0.7453183520599251,,,
6,6800,2.00,2.50,13,0,0,0,0,0,13,,,,0.673394495412844,,,
6,6800,2.00,2.75,13,0,0,0,0,0,13,,,,0.629757785467128,,,
6,6800,2.00,3.00,13,0,0,0,0,0,13,,,,0.5201938610662359,,,
6,6800,2.00,3.25,13,0,0,0,0,0,13,,,,0.4657762938230384,,,
6,6800,2.00,3.50,13,0,0,0,0,0,13,,,,0.5524475524475524,,,
6,6800,2.00,1000,12,0,0,0,0,0,12,,,,0.4884393063583815,,,
6,6800,2.25,2.50,13,0,0,0,0,0,13,,,,0.8244111349036403,,,
6,6800,2.25,2.75,13,0,0,0,0,0,13,,,,0.7362204724409449,,,
6,6800,2.25,3.00,13,0,0,0,0,0,13,,,,0.6314814814814815,,,
6,6800,2.25,3.25,13,0,0,0,0,0,13,,,,0.5822050290135397,,,
6,6800,2.25,3.50,13,0,0,0,0,0,13,,,,0.6171875,,,
6,6800,2.25,1000,12,0,0,0,0,0,12,,,,0.5299684542586751,,,
6,6800,2.50,2.75,13,0,0,0,0,0,13,,,,0.777319587628866,,,
6,6800,2.50,3.00,13,0,0,0,0,0,13,,,,0.6368821292775665,,,
6,6800,2.50,3.25,13,0,0,0,0,0,13,,,,0.5555555555555556,,,
6,6800,2.50,3.50,13,0,0,0,0,0,13,,,,0.5812133072407045,,,
6,6800,2.50,1000,12,0,0,0,0,0,12,,,,0.5472312703583062,,,
6,6800,2.75,3.00,13,0,0,0,0,0,13,,,,0.7784431137724551,,,
6,6800,2.75,3.25,13,0,0,0,0,0,13,,,,0.6593186372745491,,,
6,6800,2.75,3.50,13,0,0,0,0,0,13,,,,0.6997971602434077,,,
6,6800,2.75,1000,12,0,0,0,0,0,12,,,,0.5170278637770898,,,
6,6800,3.00,3.25,13,0,0,0,0,0,13,,,,0.7373949579831933,,,
6,6800,3.00,3.50,13,0,0,0,0,0,13,,,,0.7257731958762886,,,
6,6800,3.00,1000,12,0,0,0,0,0,12,,,,0.4969418960244648,,,
6,6800,3.25,3.50,13,0,0,0,0,0,13,,,,0.7671232876712328,,,
6,6800,3.25,1000,12,0,0,0,0,0,12,,,,0.41358024691358025,,,
6,6800,3.50,1000,12,0,0,0,0,0,12,,,,0.46984126984126984,,,
