months,budget,gap,left,right,left_episodes,right_episodes,shared,left_only,right_only,jaccard,reciprocal,shared_ids,left_only_ids,right_only_ids
1,1500,5,0.50,3.25,8,11,6,2,5,0.46153846153846156,True,1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16,1m_b1500_g5_e03;1m_b1500_g5_e19,1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e17;1m_b1500_g5_e18
1,1500,5,0.50,3.50,8,13,6,2,7,0.4,True,1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16,1m_b1500_g5_e03;1m_b1500_g5_e19,1m_b1500_g5_e05;1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e15;1m_b1500_g5_e17;1m_b1500_g5_e18
1,1500,5,0.75,1.00,9,8,7,2,1,0.7,True,1m_b1500_g5_e01;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e12;1m_b1500_g5_e19,1m_b1500_g5_e11
1,1500,5,0.75,1.25,9,10,8,1,2,0.7272727272727273,True,1m_b1500_g5_e01;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e19,1m_b1500_g5_e12,1m_b1500_g5_e07;1m_b1500_g5_e11
1,1500,5,0.75,1.50,9,13,8,1,5,0.5714285714285714,True,1m_b1500_g5_e01;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e19,1m_b1500_g5_e05;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e18
1,1500,5,0.75,1.75,9,13,7,2,6,0.4666666666666667,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,0.75,2.00,9,12,7,2,5,0.5,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e18
1,1500,5,0.75,2.25,9,11,7,2,4,0.5384615384615384,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e18
1,1500,5,0.75,2.50,9,12,7,2,5,0.5,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,0.75,2.75,9,14,7,2,7,0.4375,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e04;1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,0.75,3.00,9,13,7,2,6,0.4666666666666667,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e04;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,0.75,3.25,9,11,7,2,4,0.5384615384615384,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e11;1m_b1500_g5_e18
1,1500,5,0.75,3.50,9,13,7,2,6,0.4666666666666667,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e05;1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e11;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.00,1.25,8,10,8,0,2,0.8,False,1m_b1500_g5_e01;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,,1m_b1500_g5_e07;1m_b1500_g5_e19
1,1500,5,1.00,1.50,8,13,8,0,5,0.6153846153846154,False,1m_b1500_g5_e01;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,,1m_b1500_g5_e05;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.00,1.75,8,13,7,1,6,0.5,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.00,2.00,8,12,7,1,5,0.5384615384615384,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.00,2.25,8,11,6,2,5,0.46153846153846156,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e11,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.00,2.50,8,12,6,2,6,0.42857142857142855,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e11,1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.00,2.75,8,14,7,1,7,0.4666666666666667,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e04;1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.00,3.00,8,13,7,1,6,0.5,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e04;1m_b1500_g5_e07;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.00,3.25,8,11,7,1,4,0.5833333333333334,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.00,3.50,8,13,7,1,6,0.5,True,1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01,1m_b1500_g5_e05;1m_b1500_g5_e06;1m_b1500_g5_e07;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.25,1.50,10,13,9,1,4,0.6428571428571429,True,1m_b1500_g5_e01;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e19,1m_b1500_g5_e05;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.25,1.75,10,13,8,2,5,0.5333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.25,2.00,10,12,8,2,4,0.5714285714285714,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.25,2.25,10,11,7,3,4,0.5,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e11;1m_b1500_g5_e19,1m_b1500_g5_e02;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.25,2.50,10,12,7,3,5,0.4666666666666667,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e11;1m_b1500_g5_e19,1m_b1500_g5_e06;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.25,2.75,10,14,8,2,6,0.5,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e04;1m_b1500_g5_e06;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.25,3.00,10,13,8,2,5,0.5333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e04;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.25,3.25,10,11,8,2,3,0.6153846153846154,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e06;1m_b1500_g5_e12;1m_b1500_g5_e18
1,1500,5,1.25,3.50,10,13,8,2,5,0.5333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17,1m_b1500_g5_e01;1m_b1500_g5_e19,1m_b1500_g5_e05;1m_b1500_g5_e06;1m_b1500_g5_e12;1m_b1500_g5_e15;1m_b1500_g5_e18
1,1500,5,1.50,1.75,13,13,11,2,2,0.7333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05,1m_b1500_g5_e02;1m_b1500_g5_e15
1,1500,5,1.50,2.00,13,12,11,2,1,0.7857142857142857,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05,1m_b1500_g5_e02
1,1500,5,1.50,2.25,13,11,10,3,1,0.7142857142857143,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05;1m_b1500_g5_e11,1m_b1500_g5_e02
1,1500,5,1.50,2.50,13,12,10,3,2,0.6666666666666666,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05;1m_b1500_g5_e11,1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,1.50,2.75,13,14,11,2,3,0.6875,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05,1m_b1500_g5_e04;1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,1.50,3.00,13,13,11,2,2,0.7333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05,1m_b1500_g5_e04;1m_b1500_g5_e15
1,1500,5,1.50,3.25,13,11,10,3,1,0.7142857142857143,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e05;1m_b1500_g5_e10,1m_b1500_g5_e06
1,1500,5,1.50,3.50,13,13,11,2,2,0.7333333333333333,True,1m_b1500_g5_e05;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e01;1m_b1500_g5_e10,1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,1.75,2.00,13,12,12,1,0,0.9230769230769231,False,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e15,
1,1500,5,1.75,2.25,13,11,11,2,0,0.8461538461538461,False,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e11;1m_b1500_g5_e15,
1,1500,5,1.75,2.50,13,12,11,2,1,0.7857142857142857,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e15;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e11,1m_b1500_g5_e06
1,1500,5,1.75,2.75,13,14,12,1,2,0.8,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e15;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02,1m_b1500_g5_e04;1m_b1500_g5_e06
1,1500,5,1.75,3.00,13,13,12,1,1,0.8571428571428571,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e15;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02,1m_b1500_g5_e04
1,1500,5,1.75,3.25,13,11,10,3,1,0.7142857142857143,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e10;1m_b1500_g5_e15,1m_b1500_g5_e06
1,1500,5,1.75,3.50,13,13,11,2,2,0.7333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e15;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e10,1m_b1500_g5_e05;1m_b1500_g5_e06
1,1500,5,2.00,2.25,12,11,11,1,0,0.9166666666666666,False,1m_b1500_g5_e02;1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e11,
1,1500,5,2.00,2.50,12,12,10,2,2,0.7142857142857143,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e11,1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,2.00,2.75,12,14,11,1,3,0.7333333333333333,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02,1m_b1500_g5_e04;1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,2.00,3.00,12,13,11,1,2,0.7857142857142857,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02,1m_b1500_g5_e04;1m_b1500_g5_e15
1,1500,5,2.00,3.25,12,11,10,2,1,0.7692307692307693,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e10,1m_b1500_g5_e06
1,1500,5,2.00,3.50,12,13,10,2,3,0.6666666666666666,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e11;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02;1m_b1500_g5_e10,1m_b1500_g5_e05;1m_b1500_g5_e06;1m_b1500_g5_e15
1,1500,5,2.25,2.50,11,12,10,1,2,0.7692307692307693,True,1m_b1500_g5_e07;1m_b1500_g5_e08;1m_b1500_g5_e09;1m_b1500_g5_e10;1m_b1500_g5_e12;1m_b1500_g5_e13;1m_b1500_g5_e14;1m_b1500_g5_e16;1m_b1500_g5_e17;1m_b1500_g5_e18,1m_b1500_g5_e02,1m_b1500_g5_e06;1m_b1500_g5_e15
