product,initial_cash,monthly_funding,acquisition,spares,passes,withdrawal,cadence,headroom,reserve,fee,accounts,alive,spares_unused,supply_limited,ongoing,terminal,total,contributions,ending_owner_cash,objective,tested_count,tied_best,boundary_best
legacy_50k,5000,200,monthly_current_slot_replacements,10,10,minimum,daily,2600,52700.0,250.0,109,20,0,92,615750.0,0,615750.0,20600.0,636350.0,ongoing,94,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,10,minimum,calendar_month,2600,52700.0,250.0,47,20,0,0,463250.0,182199.62,645449.62,20600.0,666049.62,total,94,2,False
legacy_50k,5000,200,monthly_one,0,1,minimum,daily,4000,54100.0,250.0,56,3,0,0,442800.0,0,442800.0,20600.0,463400.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_one,0,1,maximum,daily,7600,57700.0,250.0,51,20,0,0,398145.19,120681.87,518827.06,20600.0,539427.06,total,90,9,False
legacy_50k,5000,200,weekly_one,0,1,minimum,daily,4300,54400.0,250.0,54,4,0,166,465300.0,0,465300.0,20600.0,485900.0,ongoing,90,1,False
legacy_50k,5000,200,weekly_one,0,1,maximum,calendar_month,6100,56200.0,250.0,49,20,0,154,439780.5,97494.63,537275.13,20600.0,557875.13,total,90,10,False
legacy_50k,5000,200,weekly_one,0,2,minimum,daily,3900,54000.0,250.0,79,5,0,76,489350.0,0,489350.0,20600.0,509950.0,ongoing,82,1,False
legacy_50k,5000,200,weekly_one,0,2,minimum,calendar_month,2700,52800.0,250.0,68,20,0,67,399500.0,186511.3,586011.3,20600.0,606611.3,total,82,2,False
legacy_50k,5000,200,weekly_one,0,3,minimum,daily,3900,54000.0,250.0,86,7,0,24,506400.0,0,506400.0,20600.0,527000.0,ongoing,82,1,False
legacy_50k,5000,200,weekly_one,0,3,minimum,calendar_month,3400,53500.0,250.0,68,20,0,20,381000.0,201490.45,582490.45,20600.0,603090.45,total,82,1,False
legacy_50k,5000,200,weekly_one,0,5,minimum,daily,3900,54000.0,250.0,86,10,0,0,536450.0,0,536450.0,20600.0,557050.0,ongoing,86,1,False
legacy_50k,5000,200,weekly_one,0,5,minimum,calendar_month,2600,52700.0,250.0,67,20,0,0,453200.0,180432.94,633632.94,20600.0,654232.94,total,86,1,False
