purchase_policy,withdrawal_policy,initial_cash_usd,monthly_contribution_usd,ongoing_net_cash_usd,terminal_received_usd,combined_net_cash_usd,owner_contributions_usd,ending_owner_cash_usd,purchase_spend_usd,accounts_bought,alive_before_terminal,cash_limited_decisions,capacity_limited_decisions,minimum_owner_cash_usd,delta_ongoing_net_cash_usd_vs_monthly,delta_combined_net_cash_usd_vs_monthly,delta_accounts_bought_vs_monthly
monthly_one,maximum_excess_monthly,5000,200,356000.38,95934.15,451934.53,20600.0,472534.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,200,354060.38,97574.15,451634.53,20600.0,472234.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,200,352120.38,99214.15,451334.53,20600.0,471934.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,200,350180.38,100854.15,451034.53,20600.0,471634.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,200,348240.38,102494.15,450734.53,20600.0,471334.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,200,373130.03,87940.55,461070.58,20600.0,481670.58,12000.0,60,20,0,19,4800.0,15189.65,784.57,0
monthly_one,maximum_excess_monthly,5000,200,371200.03,89770.55,460970.58,20600.0,481570.58,12000.0,60,20,0,19,4800.0,15199.65,9036.05,0
monthly_one,maximum_excess_monthly,5000,200,369270.02,91600.55,460870.57,20600.0,481470.57,12000.0,60,20,0,19,4800.0,15209.64,9236.04,0
monthly_one,maximum_excess_monthly,5000,200,367340.02,93430.55,460770.57,20600.0,481370.57,12000.0,60,20,0,19,4800.0,15219.64,9436.04,0
monthly_one,maximum_excess_monthly,5000,200,365402.54,95268.04,460670.58,20600.0,481270.58,12000.0,60,20,0,19,4800.0,15222.16,9636.05,0
monthly_one,maximum_excess_monthly,5000,200,363462.54,97108.04,460570.58,20600.0,481170.58,12000.0,60,20,0,19,4800.0,15222.16,9836.05,0
monthly_one,maximum_excess_monthly,5000,200,353261.63,0,353261.63,20600.0,373861.63,12800.0,64,2,0,15,4800.0,-4678.75,-107024.38,4
monthly_one,maximum_excess_monthly,5000,200,351321.63,0,351321.63,20600.0,371921.63,12800.0,64,2,0,15,4800.0,-4678.75,-100612.9,4
monthly_one,maximum_excess_monthly,5000,200,349381.62,0,349381.62,20600.0,369981.62,12800.0,64,2,0,15,4800.0,-4678.76,-102252.91,4
monthly_one,maximum_excess_monthly,5000,200,357934.02,100254.99,458189.01,20600.0,478789.01,12400.0,62,20,0,17,4800.0,5813.64,6854.48,2
monthly_one,maximum_excess_monthly,5000,200,355994.02,102094.99,458089.01,20600.0,478689.01,12400.0,62,20,0,17,4800.0,5813.64,7054.48,2
monthly_one,maximum_excess_monthly,5000,200,354054.02,103934.99,457989.01,20600.0,478589.01,12400.0,62,20,0,17,4800.0,5813.64,7254.48,2
