cohort,kind,start,portfolio,budget,method,fraction_breached,max_same_signal_fraction,recorded_death_dates,max_recorded_1d_fraction,possible_1d_fraction,max_recorded_5d_fraction,possible_5d_fraction,max_recorded_20d_fraction,possible_20d_fraction
12m_2021-01-01,12m,2021-01-01,pair_1.50_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.50_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_2.75,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_1.75_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_2.75,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.00_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,1500,closed_peak_dd,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_2.75,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.25_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_2.75,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.50_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.00,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,1500,closed_peak_dd,1.0,0.5,2,0.5,0.5,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_2.75_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,1500,closed_peak_dd,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.25,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,1500,closed_peak_dd,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.00_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,1500,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,1500,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,1500,closed_peak_dd,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,pair_3.25_3.50,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,wide4,1500,closed_floor,0.25,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,wide4,1500,excursion_floor,0.25,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,wide4,1500,closed_peak_dd,1.0,0.25,4,0.25,0.25,0.5,0.5,0.75,0.75
12m_2021-01-01,12m,2021-01-01,wide4,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,wide4,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,wide4,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,center4,1500,closed_floor,0.25,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,center4,1500,excursion_floor,0.25,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,center4,1500,closed_peak_dd,1.0,0.25,4,0.25,0.25,0.5,0.5,0.5,0.5
12m_2021-01-01,12m,2021-01-01,center4,6800,closed_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,center4,6800,excursion_floor,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,center4,6800,closed_peak_dd,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12m_2021-01-01,12m,2021-01-01,edge4,1500,closed_floor,0.5,0.25,2,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,edge4,1500,excursion_floor,0.5,0.25,2,0.25,0.25,0.25,0.25,0.25,0.25
12m_2021-01-01,12m,2021-01-01,edge4,1500,closed_peak_dd,1.0,0.75,2,0.75,0.75,0.75,0.75,1.0,1.0
