cohort,rr,accepted,closed,open_at_end,position_hours,calendar_time_occupied_fraction
full_2024-01-01,2.25,2962,2962,0,7931.060833333333,0.35729504959514535
full_2024-01-01,2.50,2866,2866,0,8212.149722222222,0.36995813094160246
full_2024-01-01,2.75,2800,2800,0,8327.2775,0.3751446483489594
full_2024-01-01,3.00,2753,2753,0,8480.199722222222,0.38203380909570966
full_2024-01-01,3.25,2686,2686,0,8749.505277777778,0.3941660501477594
full_2024-01-01,3.50,2625,2625,0,8927.233055555556,0.40217270354633855
full_2025-01-01,0.50,2496,2496,0,2804.6775,0.20909346380431898
full_2025-01-01,0.75,2347,2347,0,3231.3775,0.24090467240327662
full_2025-01-01,1.00,2211,2211,0,3726.5775,0.2778226721647104
full_2025-01-01,1.25,2083,2083,0,4028.360833333333,0.3003211314296633
full_2025-01-01,1.50,1996,1996,0,4259.5552777777775,0.31755706932313027
full_2025-01-01,1.75,1940,1940,0,4509.405277777778,0.336183810519403
full_2025-01-01,2.00,1853,1853,0,4691.844166666667,0.34978493906640673
full_2025-01-01,2.25,1808,1808,0,4815.521944444445,0.35900532713283373
full_2025-01-01,2.50,1754,1754,0,4922.333055555556,0.36696827659672404
full_2025-01-01,2.75,1709,1709,0,4969.049722222222,0.37045108331896753
full_2025-01-01,3.00,1672,1672,0,5068.594166666667,0.37787229046002585
full_2025-01-01,3.25,1624,1624,0,5252.016388888889,0.39154672817456876
full_2025-01-01,3.50,1591,1591,0,5364.438611111111,0.39992799548712904
