cohort,rr,budget,method,breached,horizon_open_trade_censored,trade_key,window,entry,exit,pnl_before,pnl_after,kind,interval_start
12m_2025-07-01,0.75,1500,closed_peak_dd,True,0,RR0.75:21-22:527:1955,21-22,2026-02-05T21:10:40,2026-02-05T22:22:40,2103.75,1879.7,realized_drawdown,2026-02-05T22:22:40
12m_2025-07-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,1.00,1500,closed_floor,True,0,RR1.00:18-19:464:1976,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40,-1497.15,-1689.2,close,2026-03-20T20:05:40
12m_2025-07-01,1.00,1500,excursion_floor,True,0,RR1.00:20-21:515:1912,20-21,2026-03-19T20:31:20,2026-03-19T22:30:00,-1409.8,-1143.35,mae,2026-03-19T20:31:20
12m_2025-07-01,1.00,1500,closed_peak_dd,True,0,RR1.00:16-17:775:2214,16-17,2025-09-02T16:41:40,2025-09-02T18:36:40,-953.15,-1178.7,realized_drawdown,2025-09-02T18:36:40
12m_2025-07-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,1.25,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.25,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.25,1500,closed_peak_dd,True,0,RR1.25:10-11:560:2028,10-11,2025-11-21T10:53:40,2025-11-21T11:45:40,3567.8,3289.25,realized_drawdown,2025-11-21T11:45:40
12m_2025-07-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,1.50,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.50,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.50,1500,closed_peak_dd,True,0,RR1.50:20-21:482:1798,20-21,2025-11-20T20:09:40,2025-11-20T20:46:40,4400.45,4015.9,realized_drawdown,2025-11-20T20:46:40
12m_2025-07-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.75,1500,closed_peak_dd,True,0,RR1.75:3-4:527:1970,3-4,2025-11-18T03:06:40,2025-11-18T05:00:40,5075.65,4952.1,realized_drawdown,2025-11-18T05:00:40
12m_2025-07-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,1.75,6800,closed_peak_dd,True,0,RR1.75:9-10:559:2066,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40,-245.65,-334.7,realized_drawdown,2026-03-26T10:06:40
12m_2025-07-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.00,1500,closed_peak_dd,True,0,RR2.00:9-10:531:1969,9-10,2025-11-18T09:34:40,2025-11-18T16:47:40,5217.35,5056.3,realized_drawdown,2025-11-18T16:47:40
12m_2025-07-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,2.25,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.25,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.25,1500,closed_peak_dd,True,0,RR2.25:9-10:531:1969,9-10,2025-11-18T09:34:40,2025-11-18T16:47:40,5163.45,5002.4,realized_drawdown,2025-11-18T16:47:40
12m_2025-07-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.50,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.50,1500,closed_peak_dd,True,0,RR2.50:18-19:441:1878,18-19,2025-11-17T18:31:40,2025-11-17T20:55:40,4828.25,4522.7,realized_drawdown,2025-11-17T20:55:40
12m_2025-07-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,2.75,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.75,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.75,1500,closed_peak_dd,True,0,RR2.75:18-19:441:1877,18-19,2025-11-17T18:31:40,2025-11-17T20:55:40,4759.8,4454.25,realized_drawdown,2025-11-17T20:55:40
12m_2025-07-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,3.00,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.00,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.00,1500,closed_peak_dd,True,0,RR3.00:18-19:441:1876,18-19,2025-11-17T18:31:40,2025-11-17T20:55:40,5358.25,5052.7,realized_drawdown,2025-11-17T20:55:40
12m_2025-07-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,3.25,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.25,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.25,1500,closed_peak_dd,True,0,RR3.25:18-19:440:1875,18-19,2025-11-17T18:31:40,2025-11-17T20:55:40,5316.05,5010.5,realized_drawdown,2025-11-17T20:55:40
12m_2025-07-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2025-07-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.50,1500,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.50,1500,closed_peak_dd,True,0,RR3.50:18-19:440:1875,18-19,2025-11-17T18:31:40,2025-11-17T20:55:40,5640.5,5334.95,realized_drawdown,2025-11-17T20:55:40
12m_2025-07-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2025-07-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2025-07-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,0.50,1500,closed_floor,False,0,,,,,,,,
full_2020-01-01,0.50,1500,excursion_floor,False,0,,,,,,,,
full_2020-01-01,0.50,1500,closed_peak_dd,True,0,RR0.50:12-13:86:327,12-13,2021-01-15T12:33:40,2021-01-15T12:57:40,2320.85,2281.3,realized_drawdown,2021-01-15T12:57:40
full_2020-01-01,0.50,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,0.50,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,0.75,1500,closed_floor,True,0,RR0.75:11-12:111:487,11-12,2021-06-17T11:03:40,2021-06-17T11:21:40,-1457.15,-1505.2,close,2021-06-17T11:21:40
full_2020-01-01,0.75,1500,excursion_floor,True,0,RR0.75:11-12:111:487,11-12,2021-06-17T11:03:40,2021-06-17T11:21:40,-1457.15,-1505.2,mae,2021-06-17T11:03:40
full_2020-01-01,0.75,1500,closed_peak_dd,True,0,RR0.75:18-19:15:58,18-19,2020-03-12T18:54:40,2020-03-12T21:06:40,-337.0,-603.05,realized_drawdown,2020-03-12T21:06:40
full_2020-01-01,0.75,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,0.75,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,1.00,1500,closed_floor,True,0,RR1.00:16-17:38:98,16-17,2020-03-17T16:49:40,2020-03-18T19:28:40,-1058.85,-1628.4,close,2020-03-18T19:28:40
full_2020-01-01,1.00,1500,excursion_floor,True,0,RR1.00:16-17:38:98,16-17,2020-03-17T16:49:40,2020-03-18T19:28:40,-1058.85,-1628.4,mae,2020-03-17T16:49:40
full_2020-01-01,1.00,1500,closed_peak_dd,True,0,RR1.00:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-805.1,-997.65,realized_drawdown,2020-03-13T03:10:40
full_2020-01-01,1.00,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,1.00,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,1.25,1500,closed_floor,True,0,RR1.25:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-1392.25,-1584.8,close,2020-03-13T03:10:40
full_2020-01-01,1.25,1500,excursion_floor,True,0,RR1.25:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-1392.25,-1584.8,mae,2020-03-13T02:08:20
full_2020-01-01,1.25,1500,closed_peak_dd,True,0,RR1.25:11-12:13:70,11-12,2020-03-12T11:45:40,2020-03-12T12:22:40,-721.55,-768.6,realized_drawdown,2020-03-12T12:22:40
full_2020-01-01,1.25,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,1.25,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,1.50,1500,closed_floor,True,0,RR1.50:16-17:38:98,16-17,2020-03-17T16:49:40,2020-03-18T19:28:40,-1354.5,-1924.05,close,2020-03-18T19:28:40
full_2020-01-01,1.50,1500,excursion_floor,True,0,RR1.50:16-17:38:98,16-17,2020-03-17T16:49:40,2020-03-18T19:28:40,-1354.5,-1924.05,mae,2020-03-17T16:49:40
full_2020-01-01,1.50,1500,closed_peak_dd,True,0,RR1.50:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-597.15,-880.2,realized_drawdown,2020-03-12T17:19:40
full_2020-01-01,1.50,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,1.50,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,1.75,1500,closed_floor,False,0,,,,,,,,
full_2020-01-01,1.75,1500,excursion_floor,False,0,,,,,,,,
full_2020-01-01,1.75,1500,closed_peak_dd,True,0,RR1.75:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-652.85,-845.4,realized_drawdown,2020-03-13T03:10:40
full_2020-01-01,1.75,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,1.75,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,1.75,6800,closed_peak_dd,True,0,RR1.75:9-10:559:2066,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40,30409.75,30320.7,realized_drawdown,2026-03-26T10:06:40
full_2020-01-01,2.00,1500,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.00,1500,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.00,1500,closed_peak_dd,True,0,RR2.00:18-19:15:58,18-19,2020-03-12T18:54:40,2020-03-12T21:06:40,-254.7,-520.75,realized_drawdown,2020-03-12T21:06:40
full_2020-01-01,2.00,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.00,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,2.25,1500,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.25,1500,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.25,1500,closed_peak_dd,True,0,RR2.25:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-10.8,-293.85,realized_drawdown,2020-03-12T17:19:40
full_2020-01-01,2.25,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.25,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,2.50,1500,closed_floor,True,0,RR2.50:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-1353.0,-1545.55,close,2020-03-13T03:10:40
full_2020-01-01,2.50,1500,excursion_floor,True,0,RR2.50:2-3:21:75,2-3,2020-03-13T02:08:20,2020-03-13T03:10:40,-1353.0,-1545.55,mae,2020-03-13T02:08:20
full_2020-01-01,2.50,1500,closed_peak_dd,True,0,RR2.50:12-13:12:57,12-13,2020-03-12T12:58:40,2020-03-12T13:52:40,-729.35,-803.9,realized_drawdown,2020-03-12T13:52:40
full_2020-01-01,2.50,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.50,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,2.75,1500,closed_floor,True,0,RR2.75:18-19:15:58,18-19,2020-03-12T18:54:40,2020-03-12T21:06:40,-1331.8,-1597.85,close,2020-03-12T21:06:40
full_2020-01-01,2.75,1500,excursion_floor,True,0,RR2.75:18-19:15:58,18-19,2020-03-12T18:54:40,2020-03-12T21:06:40,-1331.8,-1597.85,mae,2020-03-12T18:54:40
full_2020-01-01,2.75,1500,closed_peak_dd,True,0,RR2.75:13-14:22:65,13-14,2020-02-28T13:07:40,2020-02-28T15:44:20,-777.05,-901.1,realized_drawdown,2020-02-28T15:44:20
full_2020-01-01,2.75,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,2.75,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,3.00,1500,closed_floor,True,0,RR3.00:12-13:12:57,12-13,2020-03-12T12:58:40,2020-03-12T13:52:40,-1458.1,-1532.65,close,2020-03-12T13:52:40
full_2020-01-01,3.00,1500,excursion_floor,True,0,RR3.00:12-13:12:57,12-13,2020-03-12T12:58:40,2020-03-12T13:52:40,-1458.1,-1532.65,mae,2020-03-12T12:58:40
full_2020-01-01,3.00,1500,closed_peak_dd,True,0,RR3.00:8-9:12:53,8-9,2020-02-28T08:57:40,2020-02-28T11:25:40,-523.55,-666.6,realized_drawdown,2020-02-28T11:25:40
full_2020-01-01,3.00,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,3.00,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,3.25,1500,closed_floor,True,0,RR3.25:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-1311.3,-1594.35,close,2020-03-12T17:19:40
full_2020-01-01,3.25,1500,excursion_floor,True,0,RR3.25:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-1311.3,-1594.35,mae,2020-03-12T16:53:40
full_2020-01-01,3.25,1500,closed_peak_dd,True,0,RR3.25:8-9:12:53,8-9,2020-02-28T08:57:40,2020-02-28T11:25:40,-402.8,-545.85,realized_drawdown,2020-02-28T11:25:40
full_2020-01-01,3.25,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,3.25,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2020-01-01,3.50,1500,closed_floor,True,0,RR3.50:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-1285.7,-1568.75,close,2020-03-12T17:19:40
full_2020-01-01,3.50,1500,excursion_floor,True,0,RR3.50:16-17:36:93,16-17,2020-03-12T16:53:40,2020-03-12T17:19:40,-1285.7,-1568.75,mae,2020-03-12T16:53:40
full_2020-01-01,3.50,1500,closed_peak_dd,True,0,RR3.50:8-9:12:53,8-9,2020-02-28T08:57:40,2020-02-28T11:25:40,-377.2,-520.25,realized_drawdown,2020-02-28T11:25:40
full_2020-01-01,3.50,6800,closed_floor,False,0,,,,,,,,
full_2020-01-01,3.50,6800,excursion_floor,False,0,,,,,,,,
full_2020-01-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,0.50,1500,closed_floor,True,0,RR0.50:22-23:110:423,22-23,2021-05-18T22:31:40,2021-05-18T22:53:40,-1484.4,-1626.95,close,2021-05-18T22:53:40
full_2021-01-01,0.50,1500,excursion_floor,True,0,RR0.50:22-23:110:423,22-23,2021-05-18T22:31:40,2021-05-18T22:53:40,-1484.4,-1626.95,mae,2021-05-18T22:31:40
full_2021-01-01,0.50,1500,closed_peak_dd,True,0,RR0.50:17-18:80:365,17-18,2021-03-08T17:30:40,2021-03-08T18:50:40,-710.75,-1055.8,realized_drawdown,2021-03-08T18:50:40
full_2021-01-01,0.50,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,0.50,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,0.75,1500,closed_floor,True,0,RR0.75:17-18:80:365,17-18,2021-03-08T17:30:40,2021-03-08T18:50:40,-1244.8,-1589.85,close,2021-03-08T18:50:40
full_2021-01-01,0.75,1500,excursion_floor,True,0,RR0.75:17-18:80:365,17-18,2021-03-08T17:30:40,2021-03-08T18:50:40,-1244.8,-1589.85,mae,2021-03-08T17:30:40
full_2021-01-01,0.75,1500,closed_peak_dd,True,0,RR0.75:20-21:93:335,20-21,2021-02-25T20:20:40,2021-02-25T22:15:40,-698.45,-955.5,realized_drawdown,2021-02-25T22:15:40
full_2021-01-01,0.75,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,0.75,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,1.00,1500,closed_floor,True,0,RR1.00:21-22:111:386,21-22,2021-03-04T21:44:40,2021-03-04T23:30:00,-1483.2,-1525.75,close,2021-03-04T23:30:00
full_2021-01-01,1.00,1500,excursion_floor,True,0,RR1.00:21-22:111:386,21-22,2021-03-04T21:44:40,2021-03-04T23:30:00,-1483.2,-1525.75,mae,2021-03-04T21:44:40
full_2021-01-01,1.00,1500,closed_peak_dd,True,0,RR1.00:16-17:170:464,16-17,2021-02-22T16:37:40,2021-02-22T16:42:20,-560.95,-655.0,realized_drawdown,2021-02-22T16:42:20
full_2021-01-01,1.00,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.00,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,1.25,1500,closed_floor,True,0,RR1.25:17-18:80:365,17-18,2021-03-08T17:30:40,2021-03-08T18:50:40,-1256.5,-1601.55,close,2021-03-08T18:50:40
full_2021-01-01,1.25,1500,excursion_floor,True,0,RR1.25:13-14:111:411,13-14,2021-03-08T13:51:40,2021-03-08T15:30:00,-1415.95,-1256.5,mae,2021-03-08T13:51:40
full_2021-01-01,1.25,1500,closed_peak_dd,True,0,RR1.25:13-14:108:398,13-14,2021-02-23T13:15:40,2021-02-23T16:34:40,-687.6,-838.65,realized_drawdown,2021-02-23T16:34:40
full_2021-01-01,1.25,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.25,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,1.50,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.50,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.50,1500,closed_peak_dd,True,0,RR1.50:6-7:97:387,6-7,2021-02-26T06:02:40,2021-02-26T06:10:40,-566.3,-633.85,realized_drawdown,2021-02-26T06:10:40
full_2021-01-01,1.50,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.50,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,1.75,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.75,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.75,1500,closed_peak_dd,True,0,RR1.75:17-18:97:439,17-18,2021-06-03T17:59:40,2021-06-03T23:30:00,1401.45,1299.9,realized_drawdown,2021-06-03T23:30:00
full_2021-01-01,1.75,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,1.75,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,1.75,6800,closed_peak_dd,True,0,RR1.75:9-10:559:2066,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40,24912.3,24823.25,realized_drawdown,2026-03-26T10:06:40
full_2021-01-01,2.00,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.00,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.00,1500,closed_peak_dd,True,0,RR2.00:12-13:114:430,12-13,2021-05-19T12:04:40,2021-05-19T12:54:40,863.7,806.15,realized_drawdown,2021-05-19T12:54:40
full_2021-01-01,2.00,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.00,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,2.25,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.25,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.25,1500,closed_peak_dd,True,0,RR2.25:1-2:102:369,1-2,2021-05-13T01:13:40,2021-05-13T10:49:20,1429.85,1350.8,realized_drawdown,2021-05-13T10:49:20
full_2021-01-01,2.25,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.25,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,2.50,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.50,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.50,1500,closed_peak_dd,True,0,RR2.50:1-2:102:369,1-2,2021-05-13T01:13:40,2021-05-13T10:49:20,1039.25,960.2,realized_drawdown,2021-05-13T10:49:20
full_2021-01-01,2.50,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.50,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,2.75,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.75,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.75,1500,closed_peak_dd,True,0,RR2.75:6-7:97:387,6-7,2021-02-26T06:02:40,2021-02-26T06:10:40,-149.55,-217.1,realized_drawdown,2021-02-26T06:10:40
full_2021-01-01,2.75,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,2.75,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,3.00,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.00,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.00,1500,closed_peak_dd,True,0,RR3.00:20-21:93:335,20-21,2021-02-25T20:20:40,2021-02-25T22:15:40,-224.25,-481.3,realized_drawdown,2021-02-25T22:15:40
full_2021-01-01,3.00,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.00,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,3.25,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.25,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.25,1500,closed_peak_dd,True,0,RR3.25:20-21:93:334,20-21,2021-02-25T20:20:40,2021-02-25T22:15:40,-342.7,-599.75,realized_drawdown,2021-02-25T22:15:40
full_2021-01-01,3.25,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.25,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2021-01-01,3.50,1500,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.50,1500,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.50,1500,closed_peak_dd,True,0,RR3.50:20-21:93:334,20-21,2021-02-25T20:20:40,2021-02-25T22:15:40,-1.65,-258.7,realized_drawdown,2021-02-25T22:15:40
full_2021-01-01,3.50,6800,closed_floor,False,0,,,,,,,,
full_2021-01-01,3.50,6800,excursion_floor,False,0,,,,,,,,
full_2021-01-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2022-01-01,0.50,1500,closed_floor,False,0,,,,,,,,
full_2022-01-01,0.50,1500,excursion_floor,False,0,,,,,,,,
full_2022-01-01,0.50,1500,closed_peak_dd,True,0,RR0.50:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,3078.55,2340.5,realized_drawdown,2022-05-11T20:05:40
full_2022-01-01,0.50,6800,closed_floor,False,0,,,,,,,,
full_2022-01-01,0.50,6800,excursion_floor,False,0,,,,,,,,
full_2022-01-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
full_2022-01-01,0.75,1500,closed_floor,False,0,,,,,,,,
full_2022-01-01,0.75,1500,excursion_floor,False,0,,,,,,,,
full_2022-01-01,0.75,1500,closed_peak_dd,True,0,RR0.75:18-19:161:724,18-19,2022-05-09T18:42:40,2022-05-09T20:34:40,2913.05,2781.0,realized_drawdown,2022-05-09T20:34:40
full_2022-01-01,0.75,6800,closed_floor,False,0,,,,,,,,
full_2022-01-01,0.75,6800,excursion_floor,False,0,,,,,,,,
full_2022-01-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
full_2022-01-01,1.00,1500,closed_floor,False,0,,,,,,,,
full_2022-01-01,1.00,1500,excursion_floor,False,0,,,,,,,,
full_2022-01-01,1.00,1500,closed_peak_dd,True,0,RR1.00:20-21:183:673,20-21,2022-03-14T20:38:20,2022-03-14T21:34:20,1343.7,1216.15,realized_drawdown,2022-03-14T21:34:20
full_2022-01-01,1.00,6800,closed_floor,False,0,,,,,,,,
full_2022-01-01,1.00,6800,excursion_floor,False,0,,,,,,,,
full_2022-01-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
full_2022-01-01,1.25,1500,closed_floor,True,0,RR1.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1447.9,-1593.95,close,2022-06-17T17:33:40
full_2022-01-01,1.25,1500,excursion_floor,True,0,RR1.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1447.9,-1593.95,mae,2022-06-17T16:31:40
full_2022-01-01,1.25,1500,closed_peak_dd,True,0,RR1.25:22-23:175:654,22-23,2022-01-21T22:40:40,2022-01-21T22:54:40,-922.3,-1106.35,realized_drawdown,2022-01-21T22:54:40
full_2022-01-01,1.25,6800,closed_floor,False,0,,,,,,,,
full_2022-01-01,1.25,6800,excursion_floor,False,0,,,,,,,,
full_2022-01-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
full_2022-01-01,1.50,1500,closed_floor,False,0,,,,,,,,
full_2022-01-01,1.50,1500,excursion_floor,False,0,,,,,,,,
