job,mode,start_year,initial_cash,monthly_funding,withdrawal,cadence,headroom,amount,retained_balance,persistent,interval,concurrency,spares,reserve_seats,ongoing,terminal,total,accounts,alive,receipts,activated,evaluations,evaluation_months,evaluation_fees,activation_fees,spend,ending_cash,contributions,spares_at_end,in_flight_at_end,copies,signals_loaded,economics,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 2, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,2,False,150450.44,0,150450.44,180,0,187272.44,180,188,434,14322.0,22500.0,36822.0,167050.44,16600.0,0,5,54898,12658,"{""booked_net_trading_usd"": 121463.6, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 13924.96, ""failed_negative_ledger_usd"": 79733.8, ""purchase_fees_usd"": 36822.0, ""pocket_usd"": 150450.44, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 79733.8, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 79733.8, ""dead_account_booked_deficits_usd"": 79733.8, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",180,161,19,0.0722,79.73,230.33,19722.36,234.41,802.57,4.33,5,5,15,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 2, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,2,True,150483.44,0,150483.44,180,0,187272.44,180,188,433,14289.0,22500.0,36789.0,167083.44,16600.0,0,5,54898,12658,"{""booked_net_trading_usd"": 121463.6, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 13924.96, ""failed_negative_ledger_usd"": 79733.8, ""purchase_fees_usd"": 36789.0, ""pocket_usd"": 150483.44, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 79733.8, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 79733.8, ""dead_account_booked_deficits_usd"": 79733.8, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",180,161,19,0.0722,79.73,230.33,19722.36,234.41,802.57,4.33,5,5,15,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 5, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,5,False,132999.55,0,132999.55,215,0,176341.55,215,220,499,16467.0,26875.0,43342.0,149599.55,16600.0,0,5,62362,12658,"{""booked_net_trading_usd"": 98384.15, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 16332.35, ""failed_negative_ledger_usd"": 94289.75, ""purchase_fees_usd"": 43342.0, ""pocket_usd"": 132999.55, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 94289.75, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 94289.75, ""dead_account_booked_deficits_usd"": 94289.75, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",215,195,20,0.1674,86.06,251.33,21918.88,234.41,768.57,4.92,5,5,15,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 5, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,5,True,125306.0,0,125306.0,204,0,166811.0,204,209,485,16005.0,25500.0,41505.0,141906.0,16600.0,0,5,59499,12658,"{""booked_net_trading_usd"": 95276.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 15909.95, ""failed_negative_ledger_usd"": 87444.7, ""purchase_fees_usd"": 41505.0, ""pocket_usd"": 125306.0, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 87444.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 87444.7, ""dead_account_booked_deficits_usd"": 87444.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",204,185,19,0.1324,86.06,242.56,21689.14,234.41,814.57,4.71,5,5,15,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,10,False,186866.95,0,186866.95,219,0,231863.95,219,224,534,17622.0,27375.0,44997.0,203466.95,16600.0,0,5,71277,12658,"{""booked_net_trading_usd"": 167496.9, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 18761.35, ""failed_negative_ledger_usd"": 83128.4, ""purchase_fees_usd"": 44997.0, ""pocket_usd"": 186866.95, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 83128.4, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 83128.4, ""dead_account_booked_deficits_usd"": 83128.4, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",219,199,20,0.3151,58.06,230.33,20054.01,255.9,745.57,5.64,5,10,15,68,0,16,16
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 5, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,5,10,True,158546.45,0,158546.45,211,0,200926.45,211,216,485,16005.0,26375.0,42380.0,175146.45,16600.0,0,5,75311,12658,"{""booked_net_trading_usd"": 151722.5, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 19388.15, ""failed_negative_ledger_usd"": 68592.1, ""purchase_fees_usd"": 42380.0, ""pocket_usd"": 158546.45, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 68592.1, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 68592.1, ""dead_account_booked_deficits_usd"": 68592.1, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",211,191,20,0.218,77.56,230.33,19427.33,234.41,762.57,5.94,5,7,15,68,0,16,16
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 0, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,0,False,205686.29,0,205686.29,174,4,241593.29,174,198,429,14157.0,21750.0,35907.0,222286.29,16600.0,0,10,73217,12658,"{""booked_net_trading_usd"": 219413.15, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 16138.3, ""failed_positive_ledger_usd"": 16971.26, ""failed_negative_ledger_usd"": 55289.7, ""purchase_fees_usd"": 35907.0, ""pocket_usd"": 205686.29, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 55289.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 55289.7, ""dead_account_booked_deficits_usd"": 55289.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",170,159,11,0.0118,52.08,122.19,9890.14,161.69,459.67,5.77,10,10,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 0, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,0,True,205686.29,0,205686.29,174,4,241593.29,174,198,429,14157.0,21750.0,35907.0,222286.29,16600.0,0,10,73217,12658,"{""booked_net_trading_usd"": 219413.15, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 16138.3, ""failed_positive_ledger_usd"": 16971.26, ""failed_negative_ledger_usd"": 55289.7, ""purchase_fees_usd"": 35907.0, ""pocket_usd"": 205686.29, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 55289.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 55289.7, ""dead_account_booked_deficits_usd"": 55289.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",170,159,11,0.0118,52.08,122.19,9890.14,161.69,459.67,5.77,10,10,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 2, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,2,False,241205.75,0,241205.75,254,8,293019.75,254,276,608,20064.0,31750.0,51814.0,257805.75,16600.0,0,10,95221,12658,"{""booked_net_trading_usd"": 256105.75, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 21732.3, ""failed_positive_ledger_usd"": 23405.8, ""failed_negative_ledger_usd"": 82052.1, ""purchase_fees_usd"": 51814.0, ""pocket_usd"": 241205.75, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 82052.1, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 82052.1, ""dead_account_booked_deficits_usd"": 82052.1, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",246,234,12,0.0732,56.02,150.19,16354.66,216.2,566.67,7.49,10,10,22,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 2, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,2,True,235013.15,0,235013.15,247,10,285523.15,247,269,595,19635.0,30875.0,50510.0,251613.15,16600.0,0,10,94330,12658,"{""booked_net_trading_usd"": 257255.35, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 27655.5, ""failed_positive_ledger_usd"": 23119.65, ""failed_negative_ledger_usd"": 79042.95, ""purchase_fees_usd"": 50510.0, ""pocket_usd"": 235013.15, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 79042.95, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 79042.95, ""dead_account_booked_deficits_usd"": 79042.95, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",237,227,10,0.038,60.47,150.19,16526.12,216.2,737.67,7.42,10,10,20,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 5, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,5,False,275980.75,0,275980.75,291,5,334630.75,291,306,675,22275.0,36375.0,58650.0,292580.75,16600.0,0,10,109502,12658,"{""booked_net_trading_usd"": 293482.2, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 12847.5, ""failed_positive_ledger_usd"": 26915.3, ""failed_negative_ledger_usd"": 80911.35, ""purchase_fees_usd"": 58650.0, ""pocket_usd"": 275980.75, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 80911.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 80911.35, ""dead_account_booked_deficits_usd"": 80911.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",286,271,15,0.2133,55.09,136.02,16909.99,161.69,580.67,8.63,10,10,25,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 5, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,5,True,257716.45,0,257716.45,261,10,310999.45,261,276,626,20658.0,32625.0,53283.0,274316.45,16600.0,0,10,106362,12658,"{""booked_net_trading_usd"": 297286.45, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 27655.5, ""failed_positive_ledger_usd"": 26009.25, ""failed_negative_ledger_usd"": 67377.75, ""purchase_fees_usd"": 53283.0, ""pocket_usd"": 257716.45, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 67377.75, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 67377.75, ""dead_account_booked_deficits_usd"": 67377.75, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",251,241,10,0.1036,62.33,150.19,17538.87,216.2,820.67,8.36,10,10,20,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,10,False,293363.55,0,293363.55,320,0,357222.55,320,332,723,23859.0,40000.0,63859.0,309963.55,16600.0,0,10,116440,12658,"{""booked_net_trading_usd"": 284658.0, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 27446.05, ""failed_negative_ledger_usd"": 100010.6, ""purchase_fees_usd"": 63859.0, ""pocket_usd"": 293363.55, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 100010.6, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 100010.6, ""dead_account_booked_deficits_usd"": 100010.6, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",320,300,20,0.375,31.33,136.02,16269.16,94.33,627.57,9.21,10,10,30,454,2,26,82
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 10, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,10,10,True,272670.85,0,272670.85,268,10,327191.85,268,280,637,21021.0,33500.0,54521.0,289270.85,16600.0,0,10,110681,12658,"{""booked_net_trading_usd"": 316374.85, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 27655.5, ""failed_positive_ledger_usd"": 27868.45, ""failed_negative_ledger_usd"": 66340.95, ""purchase_fees_usd"": 54521.0, ""pocket_usd"": 272670.85, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 66340.95, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 66340.95, ""dead_account_booked_deficits_usd"": 66340.95, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",258,248,10,0.1667,62.33,150.19,17429.22,216.2,750.67,8.71,10,10,20,454,2,26,82
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 20, 0, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,20,0,False,229727.19,0,229727.19,205,5,271918.19,205,241,502,16566.0,25625.0,42191.0,246327.19,16600.0,0,13,80105,12658,"{""booked_net_trading_usd"": 243879.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 21077.55, ""failed_positive_ledger_usd"": 19993.16, ""failed_negative_ledger_usd"": 69109.65, ""purchase_fees_usd"": 42191.0, ""pocket_usd"": 229727.19, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 69109.65, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 69109.65, ""dead_account_booked_deficits_usd"": 69109.65, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",200,187,13,0.005,32.21,111.19,9814.26,161.69,461.67,6.31,17,17,18,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 0, 20, 0, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,0,20,0,True,229727.19,0,229727.19,205,5,271918.19,205,241,502,16566.0,25625.0,42191.0,246327.19,16600.0,0,13,80105,12658,"{""booked_net_trading_usd"": 243879.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 21077.55, ""failed_positive_ledger_usd"": 19993.16, ""failed_negative_ledger_usd"": 69109.65, ""purchase_fees_usd"": 42191.0, ""pocket_usd"": 229727.19, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 69109.65, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 69109.65, ""dead_account_booked_deficits_usd"": 69109.65, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",200,187,13,0.005,32.21,111.19,9814.26,161.69,461.67,6.31,17,17,18,0,0,0,0
