case,left,right,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change
3m_2025-04-01,1.00,2.25,5183.549999999999,3205.0750000000003,2025-04-04,15,21,False,11,-2017.8500000000001,-2402.125,-122.60000000000036
3m_2025-04-01,1.00,2.50,5457.375,3205.075,2025-04-04,16,22,False,10,-2017.85,-2298.85,-224.20000000000027
3m_2025-04-01,1.00,2.75,6032.975,3036.325,2025-04-04,10,14,False,11,-2017.85,-1935.55,-141.10000000000036
3m_2025-04-01,1.00,3.00,6122.35,3036.325,2025-04-04,10,14,False,12,-2017.85,-1935.55,-43.57499999999982
3m_2025-04-01,1.00,3.25,5009.174999999999,3199.575,2025-04-07,12,19,False,13,-2017.85,-3030.85,225.0
3m_2025-04-01,1.00,3.50,5409.625,3199.575,2025-04-07,11,18,False,13,-2017.85,-3030.85,258.2999999999997
3m_2025-04-01,1.25,1.50,4369.15,3203.35,2025-04-04,15,21,False,9,-2017.85,-2544.8,-159.1500000000001
3m_2025-04-01,1.25,1.75,4398.1,3205.075,2025-04-04,15,21,False,11,-2017.85,-2536.275,-355.8000000000002
3m_2025-04-01,1.25,2.00,4079.2749999999996,3205.075,2025-04-04,11,17,False,10,-2017.85,-2482.025,-280.47499999999945
3m_2025-04-01,1.25,2.25,4569.675,3205.075,2025-04-04,15,21,False,10,-2017.85,-2449.525,-280.25
3m_2025-04-01,1.25,2.50,4843.5,3205.0750000000003,2025-04-04,15,21,False,8,-2017.8500000000001,-2358.725,-458.6500000000001
3m_2025-04-01,1.25,2.75,5419.1,3036.325,2025-04-04,15,21,False,7,-2017.8499999999997,-1982.95,-375.55000000000064
3m_2025-04-01,1.25,3.00,5508.475,3036.325,2025-04-04,15,21,False,9,-2017.8499999999997,-1982.95,-174.375
3m_2025-04-01,1.25,3.25,4395.3,3161.3,2025-04-07,12,19,False,10,-2017.8499999999997,-3078.25,45.52500000000009
3m_2025-04-01,1.25,3.50,4795.75,3161.3,2025-04-07,11,18,False,10,-2017.8499999999997,-3078.25,40.05000000000018
3m_2025-04-01,1.50,1.75,5141.1,3205.075,2025-04-04,14,20,False,13,-2017.85,-2536.275,70.30000000000018
3m_2025-04-01,1.50,2.00,4822.275,3205.075,2025-04-04,9,13,False,12,-2017.85,-2493.425,145.625
3m_2025-04-01,1.50,2.25,5312.674999999999,3205.075,2025-04-04,15,21,False,10,-2017.85,-2460.925,74.25
3m_2025-04-01,1.50,2.50,5586.5,3205.0750000000003,2025-04-04,15,21,False,9,-2017.8500000000001,-2406.925,-32.54999999999927
3m_2025-04-01,1.50,2.75,6162.1,3036.325,2025-04-04,15,21,False,9,-2017.8499999999997,-1982.95,50.54999999999927
3m_2025-04-01,1.50,3.00,6251.475,3036.325,2025-04-04,15,21,False,10,-2017.8499999999997,-1982.95,153.27500000000055
3m_2025-04-01,1.50,3.25,5138.299999999999,3161.3,2025-04-07,11,18,False,11,-2017.8499999999997,-3078.25,421.85000000000036
3m_2025-04-01,1.50,3.50,5538.75,3161.3,2025-04-07,9,14,False,11,-2017.8499999999997,-3078.25,455.1500000000001
3m_2025-04-01,1.75,2.00,4851.225,3206.8,2025-04-04,9,13,False,13,-2017.8500000000001,-2518.1,-51.024999999999636
3m_2025-04-01,1.75,2.25,5341.625,3206.8,2025-04-04,14,20,False,11,-2017.8500000000001,-2485.6,-50.79999999999973
3m_2025-04-01,1.75,2.50,5615.450000000001,3206.8,2025-04-04,15,21,False,10,-2017.8500000000001,-2431.6,-229.20000000000073
3m_2025-04-01,1.75,2.75,6191.05,3038.05,2025-04-04,15,21,False,10,-2017.85,-1974.425,-146.09999999999945
3m_2025-04-01,1.75,3.00,6280.425,3038.05,2025-04-04,14,20,False,11,-2017.85,-1974.425,33.875
3m_2025-04-01,1.75,3.25,5167.25,3163.025,2025-04-07,12,19,False,12,-2017.85,-3069.725,274.9749999999999
3m_2025-04-01,1.75,3.50,5567.700000000001,3163.025,2025-04-07,11,18,False,12,-2017.85,-3069.725,269.5
3m_2025-04-01,2.00,2.25,5022.799999999999,3206.8,2025-04-04,17,25,False,10,-2017.8500000000001,-2485.6,-113.09999999999991
3m_2025-04-01,2.00,2.50,5296.625,3206.8,2025-04-04,15,21,False,10,-2017.8500000000001,-2431.6,-158.92500000000018
3m_2025-04-01,2.00,2.75,5872.225,3038.05,2025-04-04,10,14,False,11,-2017.85,-1923.825,-75.82499999999936
3m_2025-04-01,2.00,3.00,5961.6,3038.05,2025-04-04,9,13,False,12,-2017.85,-1923.825,21.699999999999818
3m_2025-04-01,2.00,3.25,4848.424999999999,3163.025,2025-04-07,9,14,False,12,-2017.85,-3019.125,290.2750000000001
3m_2025-04-01,2.00,3.50,5248.875,3163.025,2025-04-07,9,14,False,12,-2017.85,-3015.475,323.5749999999998
3m_2025-04-01,2.25,2.50,5787.025,3206.8,2025-04-04,16,22,False,10,-2017.8500000000001,-2399.1,-378.25
3m_2025-04-01,2.25,2.75,6362.625,3038.05,2025-04-04,16,22,False,10,-2017.85,-1891.325,-295.14999999999964
3m_2025-04-01,2.25,3.00,6452.0,3038.05,2025-04-04,15,21,False,10,-2017.85,-1891.325,-197.625
3m_2025-04-01,2.25,3.25,5338.825,3130.525,2025-04-07,10,17,False,11,-2017.85,-2986.625,70.95000000000027
3m_2025-04-01,2.25,3.50,5739.275,3130.525,2025-04-07,9,14,False,11,-2017.85,-2982.975,104.25
3m_2025-04-01,2.50,2.75,6636.450000000001,3038.0499999999997,2025-04-04,15,21,False,10,-2017.85,-1837.325,-396.75
3m_2025-04-01,2.50,3.00,6725.825000000001,3038.0499999999997,2025-04-04,15,21,False,10,-2017.85,-1837.325,-299.22500000000036
3m_2025-04-01,2.50,3.25,5612.65,3076.5249999999996,2025-04-07,14,20,False,10,-2017.85,-2932.625,-30.65000000000009
3m_2025-04-01,2.50,3.50,6013.1,3076.5249999999996,2025-04-07,11,18,False,11,-2017.85,-2879.7,2.649999999999636
3m_2025-04-01,2.75,3.00,7301.425,2869.2999999999997,2025-04-04,15,21,False,10,-2017.85,-1887.5,-216.1249999999991
3m_2025-04-01,2.75,3.25,6188.25,2869.2999999999997,2025-04-04,11,18,False,11,-2017.85,-2516.3999999999996,52.44999999999982
3m_2025-04-01,2.75,3.50,6588.700000000001,2869.2999999999997,2025-04-04,10,17,False,12,-2017.85,-2516.3999999999996,85.75
3m_2025-04-01,3.00,3.25,6277.625,2869.2999999999997,2025-04-04,11,18,False,12,-2017.85,-2516.3999999999996,149.97500000000036
3m_2025-04-01,3.00,3.50,6678.075000000001,2869.2999999999997,2025-04-04,10,17,False,13,-2017.85,-2516.3999999999996,183.27500000000055
3m_2025-04-01,3.25,3.50,5564.9,3664.0499999999997,2025-04-07,12,19,False,13,-2017.85,-3611.7,451.85000000000036
3m_2025-07-01,0.50,0.50,-262.7,1269.85,2025-09-11,35,49,True,3,-729.8999999999999,-1120.9499999999998,-1037.95
3m_2025-07-01,0.75,0.75,-819.45,1490.75,2025-09-10,35,49,True,2,-695.9,-1096.1,-1370.8000000000002
3m_2025-07-01,1.00,1.00,388.55,1336.1,2025-08-01,29,41,True,6,-673.9,-1177.95,-973.1
3m_2025-07-01,1.25,1.25,318.9,1647.9,2025-08-01,35,49,True,6,-803.3,-1378.35,-1232.4
3m_2025-07-01,1.50,1.50,497.75,1499.2,2025-08-01,35,49,True,5,-803.3000000000001,-1229.65,-1104.4
3m_2025-07-01,1.75,1.75,995.9,1399.15,2025-08-01,27,37,True,5,-803.3000000000001,-1129.6000000000001,-839.6500000000001
3m_2025-07-01,2.00,2.00,1061.75,1377.55,2025-08-01,26,38,True,4,-803.3,-1108.0,-825.4
3m_2025-07-01,2.25,2.25,1304.25,1246.45,2025-08-01,17,23,True,6,-803.3000000000001,-976.9000000000001,-581.3000000000001
3m_2025-07-01,2.50,2.50,1140.3,1274.35,2025-08-01,15,21,True,7,-803.3,-1004.8,-509.15
3m_2025-07-01,2.75,2.75,718.65,1247.35,2025-08-01,24,34,True,5,-803.3,-977.8,-688.0999999999999
3m_2025-07-01,3.00,3.00,883.15,1286.4,2025-08-01,23,33,True,5,-803.3000000000001,-1016.85,-719.0
3m_2025-07-01,3.25,3.25,281.4,1407.8,2025-08-01,28,40,True,4,-803.3,-1138.25,-766.2499999999999
3m_2025-07-01,3.50,3.50,837.55,1406.8,2025-08-01,23,33,True,6,-803.3,-1137.25,-789.2499999999999
3m_2025-07-01,0.50,0.75,-541.075,1365.975,2025-09-11,35,49,True,4,-712.9,-1108.5249999999999,-1204.3750000000002
3m_2025-07-01,0.50,1.00,62.92500000000001,1246.625,2025-08-01,35,49,True,4,-701.9,-1149.45,-1005.5250000000001
3m_2025-07-01,0.50,1.25,28.099999999999994,1402.5249999999999,2025-08-01,35,49,True,4,-766.5999999999998,-1249.6499999999999,-1135.1750000000002
3m_2025-07-01,0.50,1.50,117.525,1328.1750000000002,2025-08-01,35,49,True,4,-766.6000000000001,-1175.3000000000002,-1053.475
3m_2025-07-01,0.50,1.75,366.6,1278.15,2025-08-01,29,41,True,4,-766.6,-1125.275,-896.0
3m_2025-07-01,0.50,2.00,399.525,1267.35,2025-08-01,29,41,True,4,-766.5999999999998,-1114.475,-888.8749999999998
3m_2025-07-01,0.50,2.25,520.775,1201.8000000000002,2025-08-01,27,37,True,4,-766.6000000000001,-1048.9250000000002,-766.825
3m_2025-07-01,0.50,2.50,438.79999999999995,1215.7499999999998,2025-08-01,27,37,True,4,-766.5999999999998,-1062.8749999999998,-730.7499999999998
3m_2025-07-01,0.50,2.75,227.975,1202.2499999999998,2025-08-01,29,41,True,4,-766.5999999999998,-1049.3749999999998,-820.2249999999998
3m_2025-07-01,0.50,3.00,310.225,1221.775,2025-08-01,28,38,True,4,-766.6000000000001,-1068.9,-835.6750000000001
3m_2025-07-01,0.50,3.25,9.349999999999994,1282.475,2025-08-01,29,41,True,4,-766.5999999999999,-1129.6,-859.3
3m_2025-07-01,0.50,3.50,287.42499999999995,1281.975,2025-08-01,29,41,True,5,-766.5999999999999,-1129.1,-870.8
3m_2025-07-01,0.75,1.00,-215.45000000000002,1285.2,2025-08-01,35,49,True,4,-684.9,-1137.025,-1171.95
3m_2025-07-01,0.75,1.25,-250.27500000000003,1441.1,2025-08-01,35,49,True,4,-749.5999999999999,-1237.225,-1301.6
3m_2025-07-01,0.75,1.50,-160.85000000000002,1428.1,2025-09-01,35,49,True,4,-749.6,-1162.875,-1228.725
3m_2025-07-01,0.75,1.75,88.22499999999997,1316.7250000000001,2025-08-01,35,49,True,3,-749.6,-1112.8500000000001,-1032.6499999999999
3m_2025-07-01,0.75,2.00,121.14999999999998,1317.3,2025-09-01,29,41,True,4,-749.6000000000001,-1102.0500000000002,-993.4
3m_2025-07-01,0.75,2.25,242.39999999999998,1240.375,2025-08-01,28,38,True,4,-749.5999999999999,-1036.5,-698.925
3m_2025-07-01,0.75,2.50,160.42499999999995,1254.325,2025-08-01,28,38,True,3,-749.5999999999999,-1050.45,-676.425
3m_2025-07-01,0.75,2.75,-50.400000000000034,1243.225,2025-09-01,29,41,True,4,-749.6000000000001,-1036.95,-802.275
3m_2025-07-01,0.75,3.00,31.849999999999966,1260.35,2025-08-01,29,41,True,4,-749.5999999999999,-1056.475,-788.3749999999999
3m_2025-07-01,0.75,3.25,-269.02500000000003,1321.05,2025-08-01,35,49,True,3,-749.5999999999999,-1117.175,-949.075
3m_2025-07-01,0.75,3.50,9.049999999999955,1320.55,2025-08-01,29,41,True,5,-749.5999999999999,-1116.675,-817.4749999999999
3m_2025-07-01,1.00,1.25,353.725,1492.0,2025-08-01,35,49,True,6,-738.5999999999999,-1278.15,-1102.75
3m_2025-07-01,1.00,1.50,443.15,1417.65,2025-08-01,35,49,True,6,-738.6,-1203.8,-1021.05
3m_2025-07-01,1.00,1.75,692.225,1367.625,2025-08-01,29,41,True,4,-738.6,-1153.775,-807.4250000000001
3m_2025-07-01,1.00,2.00,725.15,1356.825,2025-08-01,28,38,True,4,-738.6000000000001,-1142.9750000000001,-800.3000000000001
3m_2025-07-01,1.00,2.25,846.4,1291.275,2025-08-01,24,34,True,5,-738.6,-1077.425,-678.25
3m_2025-07-01,1.00,2.50,764.425,1305.225,2025-08-01,24,34,True,7,-738.5999999999999,-1091.375,-642.175
3m_2025-07-01,1.00,2.75,553.6,1291.7250000000001,2025-08-01,27,37,True,4,-738.6000000000001,-1077.875,-731.6500000000001
3m_2025-07-01,1.00,3.00,635.85,1311.25,2025-08-01,27,37,True,4,-738.5999999999999,-1097.3999999999999,-747.0999999999999
3m_2025-07-01,1.00,3.25,334.975,1371.9499999999998,2025-08-01,29,41,True,4,-738.5999999999999,-1158.1,-770.7249999999999
3m_2025-07-01,1.00,3.50,613.05,1371.4499999999998,2025-08-01,28,38,True,5,-738.5999999999999,-1157.6,-782.2249999999999
3m_2025-07-01,1.25,1.50,408.325,1573.55,2025-08-01,35,49,True,6,-803.3,-1304.0,-1160.325
3m_2025-07-01,1.25,1.75,657.4,1523.5249999999999,2025-08-01,29,41,True,8,-803.3,-1253.975,-964.25
3m_2025-07-01,1.25,2.00,690.325,1512.725,2025-08-01,29,41,True,6,-803.3,-1243.175,-925.0
3m_2025-07-01,1.25,2.25,811.575,1447.175,2025-08-01,27,37,True,6,-803.3,-1177.625,-684.05
3m_2025-07-01,1.25,2.50,729.5999999999999,1461.125,2025-08-01,27,37,True,5,-803.3,-1191.575,-647.9749999999999
3m_2025-07-01,1.25,2.75,518.775,1447.625,2025-08-01,29,41,True,6,-803.3,-1178.075,-737.4499999999999
3m_2025-07-01,1.25,3.00,601.025,1467.15,2025-08-01,29,41,True,5,-803.3,-1197.6,-752.9
3m_2025-07-01,1.25,3.25,300.15,1527.85,2025-08-01,29,41,True,5,-803.2999999999998,-1258.2999999999997,-879.875
3m_2025-07-01,1.25,3.50,578.2249999999999,1527.35,2025-08-01,29,41,True,7,-803.3,-1257.8,-788.0249999999999
3m_2025-07-01,1.50,1.75,746.825,1449.1750000000002,2025-08-01,29,41,True,6,-803.3000000000002,-1179.6250000000002,-908.325
3m_2025-07-01,1.50,2.00,779.75,1438.375,2025-08-01,28,38,True,4,-803.3,-1168.825,-869.0749999999999
3m_2025-07-01,1.50,2.25,901.0,1372.825,2025-08-01,27,37,True,5,-803.3000000000001,-1103.275,-666.3000000000001
3m_2025-07-01,1.50,2.50,819.025,1386.775,2025-08-01,25,35,True,6,-803.3,-1117.225,-630.225
3m_2025-07-01,1.50,2.75,608.2,1373.275,2025-08-01,28,38,True,4,-803.3,-1103.725,-719.7
3m_2025-07-01,1.50,3.00,690.45,1392.8000000000002,2025-08-01,28,38,True,4,-803.3000000000001,-1123.25,-735.1500000000001
3m_2025-07-01,1.50,3.25,389.575,1453.5,2025-08-01,29,41,True,5,-803.3000000000001,-1183.95,-798.1750000000001
3m_2025-07-01,1.50,3.50,667.65,1453.0,2025-08-01,29,41,True,7,-803.3,-1183.45,-770.275
3m_2025-07-01,1.75,2.00,1028.825,1388.35,2025-08-01,24,34,True,5,-803.3,-1118.8,-832.5249999999999
3m_2025-07-01,1.75,2.25,1150.075,1322.8000000000002,2025-08-01,23,31,True,5,-803.3000000000002,-1053.2500000000002,-710.4750000000001
3m_2025-07-01,1.75,2.50,1068.1,1336.75,2025-08-01,23,31,True,5,-803.3,-1067.1999999999998,-674.3999999999999
3m_2025-07-01,1.75,2.75,857.275,1323.25,2025-08-01,24,34,True,5,-803.3,-1053.6999999999998,-763.8749999999999
3m_2025-07-01,1.75,3.00,939.525,1342.775,2025-08-01,24,34,True,5,-803.3000000000002,-1073.2250000000001,-779.3250000000002
3m_2025-07-01,1.75,3.25,638.65,1403.475,2025-08-01,28,38,True,4,-803.3,-1133.925,-802.95
3m_2025-07-01,1.75,3.50,916.7249999999999,1402.975,2025-08-01,24,34,True,6,-803.3,-1133.425,-814.45
3m_2025-07-01,2.00,2.25,1183.0,1312.0,2025-08-01,22,30,True,5,-803.3,-1042.45,-703.35
3m_2025-07-01,2.00,2.50,1101.025,1325.95,2025-08-01,22,30,True,5,-803.3,-1056.3999999999999,-667.275
3m_2025-07-01,2.00,2.75,890.2,1312.45,2025-08-01,24,34,True,5,-803.3,-1042.8999999999999,-756.75
3m_2025-07-01,2.00,3.00,972.45,1331.975,2025-08-01,24,34,True,5,-803.3,-1062.425,-772.2
3m_2025-07-01,2.00,3.25,671.575,1392.6749999999997,2025-08-01,25,35,True,5,-803.2999999999998,-1123.1249999999998,-795.8249999999998
3m_2025-07-01,2.00,3.50,949.65,1392.1749999999997,2025-08-01,24,34,True,5,-803.2999999999998,-1122.6249999999998,-807.3249999999998
3m_2025-07-01,2.25,2.50,1222.275,1260.4,2025-08-01,17,23,True,6,-803.3,-990.85,-545.225
3m_2025-07-01,2.25,2.75,1011.45,1246.9,2025-08-01,20,28,True,5,-803.3,-977.35,-634.7
3m_2025-07-01,2.25,3.00,1093.7,1266.425,2025-08-01,20,28,True,5,-803.3000000000001,-996.875,-650.1500000000001
3m_2025-07-01,2.25,3.25,792.825,1327.125,2025-08-01,24,34,True,5,-803.3000000000001,-1057.575,-673.7750000000001
3m_2025-07-01,2.25,3.50,1070.9,1326.625,2025-08-01,20,28,True,5,-803.3,-1057.075,-685.275
3m_2025-07-01,2.50,2.75,929.4749999999999,1260.85,2025-08-01,20,28,True,5,-803.3,-991.3,-598.625
3m_2025-07-01,2.50,3.00,1011.7249999999999,1280.375,2025-08-01,20,28,True,5,-803.3,-1010.825,-614.075
3m_2025-07-01,2.50,3.25,710.8499999999999,1341.0749999999998,2025-08-01,23,31,True,4,-803.2999999999998,-1071.5249999999999,-637.6999999999998
3m_2025-07-01,2.50,3.50,988.925,1340.5749999999998,2025-08-01,20,28,True,6,-803.3,-1071.0249999999999,-649.1999999999999
3m_2025-07-01,2.75,3.00,800.9,1266.875,2025-08-01,24,34,True,5,-803.3,-997.325,-703.55
3m_2025-07-01,2.75,3.25,500.025,1327.5749999999998,2025-08-01,24,34,True,5,-803.2999999999998,-1058.0249999999999,-727.1749999999998
3m_2025-07-01,2.75,3.50,778.0999999999999,1327.0749999999998,2025-08-01,24,34,True,5,-803.2999999999998,-1057.5249999999999,-738.6749999999998
3m_2025-07-01,3.00,3.25,582.275,1347.1000000000001,2025-08-01,24,34,True,5,-803.3000000000001,-1077.5500000000002,-742.6250000000001
3m_2025-07-01,3.00,3.50,860.3499999999999,1346.6000000000001,2025-08-01,23,33,True,5,-803.3000000000001,-1077.0500000000002,-754.1250000000001
3m_2025-07-01,3.25,3.50,559.4749999999999,1407.3,2025-08-01,23,33,True,5,-803.3,-1137.75,-777.7499999999999
3m_2025-10-01,0.50,0.50,-982.85,3289.75,2025-12-31,36,51,True,6,-1099.9499999999998,-2304.7,-2355.1
3m_2025-10-01,0.75,0.75,436.95,2472.75,2025-11-20,36,51,True,6,-1006.4000000000001,-1955.1,-1280.65
3m_2025-10-01,1.00,1.00,1247.05,2555.0,2025-11-20,36,51,True,6,-793.8500000000001,-2098.8999999999996,-1575.8999999999999
3m_2025-10-01,1.25,1.25,1825.2,2105.75,2025-11-20,23,31,True,7,-742.85,-1724.35,-739.8999999999999
3m_2025-10-01,1.50,1.50,1867.6,1700.1000000000001,2025-11-20,23,31,True,5,-886.2499999999999,-1517.8000000000002,-883.2500000000001
3m_2025-10-01,1.75,1.75,1898.7,1729.3000000000002,2025-10-16,23,31,True,7,-886.25,-1697.6,-532.8499999999999
3m_2025-10-01,2.00,2.00,2077.5,1611.5,2025-11-18,23,31,True,7,-886.2499999999999,-1442.75,-426.1999999999998
3m_2025-10-01,2.25,2.25,2900.0,1540.9,2025-11-18,10,14,True,10,-886.25,-1372.15,-254.40000000000003
3m_2025-10-01,2.50,2.50,2241.65,2383.2,2025-11-20,23,31,True,8,-886.25,-1730.6000000000001,-1390.4
3m_2025-10-01,2.75,2.75,1840.0,2383.2,2025-11-20,30,42,True,6,-886.25,-1730.6000000000001,-1340.75
3m_2025-10-01,3.00,3.00,2832.4,1872.3500000000001,2025-11-18,16,22,True,8,-886.25,-1703.6000000000001,-920.25
3m_2025-10-01,3.25,3.25,2870.95,1872.3500000000001,2025-11-18,16,22,True,8,-886.25,-1703.6000000000001,-463.04999999999995
3m_2025-10-01,3.50,3.50,2402.35,2127.1000000000004,2025-11-20,31,43,True,6,-886.25,-1671.1000000000001,-1020.8500000000001
3m_2025-10-01,0.50,0.75,-272.95000000000005,2759.1250000000005,2025-11-20,36,51,True,6,-1053.1749999999997,-2129.8999999999996,-1817.8750000000005
3m_2025-10-01,0.50,1.00,132.09999999999997,2800.25,2025-11-20,36,51,True,6,-847.8750000000002,-2201.7999999999997,-1965.5
3m_2025-10-01,0.50,1.25,421.175,2575.625,2025-11-20,36,51,True,6,-847.875,-2014.5249999999996,-1547.5
3m_2025-10-01,0.50,1.50,442.37499999999994,2372.8,2025-11-20,36,51,True,5,-873.8000000000001,-1876.9499999999998,-1461.2500000000002
3m_2025-10-01,0.50,1.75,457.925,2362.725,2025-11-20,36,51,True,5,-873.8,-1876.95,-1443.975
3m_2025-10-01,0.50,2.00,547.325,2290.95,2025-11-20,36,51,True,5,-873.8000000000001,-1820.1999999999998,-1390.65
3m_2025-10-01,0.50,2.25,958.575,2255.65,2025-11-20,36,51,True,5,-873.8,-1746.1750000000002,-1067.3000000000002
3m_2025-10-01,0.50,2.50,629.4000000000001,2714.3500000000004,2025-11-20,36,51,True,6,-873.8,-1930.9,-1641.325
3m_2025-10-01,0.50,2.75,428.575,2714.3500000000004,2025-11-20,36,51,True,6,-873.8000000000001,-1930.9,-1790.6250000000002
3m_2025-10-01,0.50,3.00,924.7750000000001,2308.5750000000003,2025-11-20,36,51,True,6,-873.8000000000001,-1801.4250000000002,-1321.5750000000003
3m_2025-10-01,0.50,3.25,944.05,2308.5750000000003,2025-11-20,36,51,True,6,-873.8000000000001,-1801.4250000000002,-1362.775
3m_2025-10-01,0.50,3.50,709.75,2586.3,2025-11-20,36,51,True,6,-873.8000000000001,-1832.6,-1687.9750000000004
3m_2025-10-01,0.75,1.00,842.0,2513.875,2025-11-20,36,51,True,6,-801.1000000000004,-2027.0,-1428.2749999999999
3m_2025-10-01,0.75,1.25,1131.075,2289.25,2025-11-20,36,51,True,6,-801.0999999999999,-1839.725,-1010.2749999999999
3m_2025-10-01,0.75,1.50,1152.2749999999999,2086.425,2025-11-20,23,31,True,6,-840.05,-1716.5,-889.8000000000004
3m_2025-10-01,0.75,1.75,1167.825,2076.35,2025-11-20,36,51,True,6,-840.05,-1716.5,-906.7499999999998
3m_2025-10-01,0.75,2.00,1257.225,2004.575,2025-11-20,23,31,True,6,-840.05,-1678.975,-853.425
3m_2025-10-01,0.75,2.25,1668.475,1969.275,2025-11-20,13,20,True,8,-840.05,-1643.675,-530.075
3m_2025-10-01,0.75,2.50,1339.3,2427.9750000000004,2025-11-20,23,31,True,8,-840.05,-1822.9,-1165.1
3m_2025-10-01,0.75,2.75,1138.475,2427.975,2025-11-20,36,51,True,6,-840.05,-1822.8999999999999,-1253.4
3m_2025-10-01,0.75,3.00,1634.675,2022.2,2025-11-20,23,31,True,8,-840.05,-1809.3999999999999,-784.3499999999999
3m_2025-10-01,0.75,3.25,1653.9499999999998,2022.2000000000003,2025-11-20,36,51,True,6,-840.05,-1809.3999999999999,-825.5500000000004
3m_2025-10-01,0.75,3.50,1419.6499999999999,2299.925,2025-11-20,36,51,True,6,-840.05,-1793.15,-1150.7500000000002
3m_2025-10-01,1.00,1.25,1536.125,2330.375,2025-11-20,36,51,True,6,-742.85,-1911.6249999999998,-1157.8999999999999
3m_2025-10-01,1.00,1.50,1557.3249999999998,2127.55,2025-11-20,36,51,True,6,-840.0500000000002,-1774.05,-1037.425
3m_2025-10-01,1.00,1.75,1572.875,2117.475,2025-11-20,36,51,True,5,-840.0500000000001,-1774.05,-1054.375
3m_2025-10-01,1.00,2.00,1662.275,2045.6999999999998,2025-11-20,36,51,True,6,-840.0500000000002,-1717.3,-1001.0499999999997
3m_2025-10-01,1.00,2.25,2073.525,2010.4,2025-11-20,23,31,True,8,-840.0500000000001,-1643.2749999999999,-677.7000000000003
3m_2025-10-01,1.00,2.50,1744.35,2469.1,2025-11-20,31,43,True,7,-840.0500000000001,-1828.0,-1008.5
3m_2025-10-01,1.00,2.75,1543.525,2469.1,2025-11-20,36,51,True,6,-840.0500000000002,-1827.9999999999998,-1401.025
3m_2025-10-01,1.00,3.00,2039.725,2063.325,2025-11-20,31,43,True,7,-840.0500000000002,-1742.0500000000002,-931.9749999999999
3m_2025-10-01,1.00,3.25,2059.0,2063.325,2025-11-20,36,51,True,6,-840.0500000000001,-1742.0500000000002,-973.1750000000002
3m_2025-10-01,1.00,3.50,1824.6999999999998,2341.0499999999997,2025-11-20,36,51,True,6,-840.0500000000001,-1729.7,-1298.3749999999998
3m_2025-10-01,1.25,1.50,1846.4,1902.925,2025-11-20,23,31,True,5,-759.8,-1586.775,-717.7
3m_2025-10-01,1.25,1.75,1861.95,1892.85,2025-11-20,23,31,True,6,-759.8000000000001,-1586.7749999999999,-636.375
3m_2025-10-01,1.25,2.00,1951.35,1821.0749999999998,2025-11-20,23,31,True,7,-759.8,-1530.025,-583.0499999999997
3m_2025-10-01,1.25,2.25,2362.6,1785.775,2025-11-20,12,16,True,10,-759.8000000000001,-1455.9999999999998,-321.6
3m_2025-10-01,1.25,2.50,2033.4250000000002,2244.475,2025-11-20,23,31,True,8,-759.8000000000001,-1640.725,-985.625
3m_2025-10-01,1.25,2.75,1832.6,2244.475,2025-11-20,31,43,True,7,-759.8,-1640.725,-983.0250000000001
3m_2025-10-01,1.25,3.00,2328.8,1838.7,2025-11-20,23,31,True,8,-759.8,-1602.775,-546.9749999999999
3m_2025-10-01,1.25,3.25,2348.075,1838.7,2025-11-20,23,31,True,8,-759.8000000000002,-1602.775,-555.1750000000002
3m_2025-10-01,1.25,3.50,2113.775,2116.4249999999997,2025-11-20,31,43,True,6,-759.8,-1586.5249999999999,-880.3749999999998
3m_2025-10-01,1.50,1.75,1883.15,1690.025,2025-11-20,23,31,True,7,-886.2499999999998,-1574.875,-658.95
3m_2025-10-01,1.50,2.00,1972.55,1649.025,2025-11-18,23,31,True,7,-886.2499999999999,-1480.275,-648.875
3m_2025-10-01,1.50,2.25,2383.8,1613.7250000000001,2025-11-18,12,16,True,10,-886.2499999999998,-1444.9750000000001,-414.8499999999999
3m_2025-10-01,1.50,2.50,2054.625,2041.65,2025-11-20,23,31,True,7,-886.2499999999999,-1624.2,-1043.125
3m_2025-10-01,1.50,2.75,1853.8,2041.65,2025-11-20,23,31,True,7,-886.2499999999999,-1624.2000000000003,-1096.975
3m_2025-10-01,1.50,3.00,2350.0,1779.4500000000003,2025-11-18,23,31,True,8,-886.2499999999999,-1610.7000000000003,-747.775
3m_2025-10-01,1.50,3.25,2369.2749999999996,1779.45,2025-11-18,23,31,True,8,-886.2499999999998,-1610.7,-537.5749999999998
3m_2025-10-01,1.50,3.50,2134.975,1913.6000000000004,2025-11-20,29,39,True,8,-886.25,-1594.4500000000003,-788.4749999999999
3m_2025-10-01,1.75,2.00,1988.1,1649.0249999999999,2025-11-18,23,31,True,7,-886.2499999999998,-1548.575,-479.52499999999986
3m_2025-10-01,1.75,2.25,2399.35,1613.7250000000001,2025-11-18,13,19,True,9,-886.25,-1444.9750000000001,-195.35000000000008
3m_2025-10-01,1.75,2.50,2070.175,2031.575,2025-11-20,23,31,True,7,-886.25,-1624.2,-813.55
3m_2025-10-01,1.75,2.75,1869.35,2031.575,2025-11-20,23,31,True,6,-886.25,-1624.2,-879.5
