account_id,cohort_month,activated_at,purchase_fee_usd,trailing_drawdown_usd,frozen_floor_profit_usd,threshold_touch_fails,starting_balance_usd,equity_profit_usd,peak_profit_usd,floor_profit_usd,alive,died_at,death_trade_key,death_reason,death_equity_usd,trades_taken,wins,losses,gross_pnl_usd,commission_usd,max_equity_profit_usd,min_equity_profit_usd,entitlement_accrued_usd,entitlement_outstanding_usd,months_accrued,payout_count,gross_paid_usd,received_usd,withdrawal_count,first_withdrawal_at,last_withdrawal_at,last_payout_at,requests_blocked,requests_withheld
11,2020-11,2020-11-05 00:00:00,250.0,2500.0,100.0,True,50000.0,-1525.4,860.4,-1639.6,False,2021-03-04 23:30:00,RR1.00:21-22:111:386,intratrade_excursion,-1715.4,459,183,275,-1044.5,480.9,812.9,-1715.4,0.0,0.0,0,0,0.0,0.0,0,,,,0,94
12,2020-12,2020-12-01 00:00:00,250.0,2500.0,100.0,True,50000.0,-1499.05,886.75,-1613.25,False,2021-03-04 23:30:00,RR1.00:21-22:111:386,intratrade_excursion,-1689.05,362,142,219,-1120.0,379.05,839.25,-1689.05,0.0,0.0,0,0,0.0,0.0,0,,,,0,63
13,2021-01,2021-01-01 00:00:00,250.0,2500.0,100.0,True,50000.0,-1483.2,902.6,-1597.4,False,2021-03-04 23:30:00,RR1.00:21-22:111:386,intratrade_excursion,-1673.2,245,99,145,-1227.0,256.2,855.1,-1673.2,0.0,0.0,0,0,0.0,0.0,0,,,,0,32
14,2021-02,2021-02-01 00:00:00,250.0,2500.0,100.0,True,50000.0,-1863.55,587.45,-1912.55,False,2021-06-07 16:40:40,RR1.00:16-17:211:572,intratrade_excursion,-1919.55,482,181,300,-1358.5,505.05,529.45,-1919.55,0.0,0.0,0,0,0.0,0.0,0,,,,0,99
15,2021-03,2021-03-01 00:00:00,250.0,2500.0,100.0,True,50000.0,-1377.55,1040.65,-1459.35,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1479.55,392,145,246,-967.0,410.55,987.7,-1479.55,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
16,2021-03,2021-03-11 00:00:00,250.0,2500.0,100.0,True,50000.0,-1113.1,1305.1,-1194.9,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1215.1,353,128,224,-743.5,369.6,1252.15,-1215.1,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
17,2021-03,2021-03-17 00:00:00,250.0,2500.0,100.0,True,50000.0,-1616.6,801.6,-1698.4,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1718.6,333,117,215,-1268.0,348.6,748.65,-1718.6,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
18,2021-03,2021-03-17 00:00:00,250.0,2500.0,100.0,True,50000.0,-1616.6,801.6,-1698.4,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1718.6,333,117,215,-1268.0,348.6,748.65,-1718.6,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
19,2021-03,2021-03-17 00:00:00,250.0,2500.0,100.0,True,50000.0,-1616.6,801.6,-1698.4,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1718.6,333,117,215,-1268.0,348.6,748.65,-1718.6,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
20,2021-03,2021-03-18 00:00:00,250.0,2500.0,100.0,True,50000.0,-1670.95,747.25,-1752.75,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1772.95,330,116,213,-1325.5,345.45,694.3,-1772.95,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
21,2021-03,2021-03-19 00:00:00,250.0,2500.0,100.0,True,50000.0,-1535.75,882.45,-1617.55,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1637.75,326,115,210,-1194.5,341.25,829.5,-1637.75,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
22,2021-03,2021-03-19 00:00:00,250.0,2500.0,100.0,True,50000.0,-1535.75,882.45,-1617.55,False,2021-06-10 15:30:40,RR1.00:15-16:152:510,intratrade_excursion,-1637.75,326,115,210,-1194.5,341.25,829.5,-1637.75,0.0,0.0,0,0,0.0,0.0,0,,,,0,71
23,2021-07,2021-07-07 00:00:00,250.0,2500.0,100.0,True,50000.0,103.55,4679.15,100.0,False,2022-07-01 22:00:00,RR1.00:20-21:209:770,intratrade_excursion,77.05,1390,552,837,1562.0,1458.45,4571.5,-360.2,0.0,0.0,0,0,0.0,0.0,0,,,,0,335
24,2021-07,2021-07-08 00:00:00,250.0,2500.0,100.0,True,50000.0,124.4,4590.85,100.0,False,2022-07-01 11:06:40,RR1.00:10-11:214:825,intratrade_excursion,65.9,1383,548,834,1575.5,1451.1,4483.2,-448.5,0.0,0.0,0,0,0.0,0.0,0,,,,0,335
25,2021-07,2021-07-08 00:00:00,250.0,2500.0,100.0,True,50000.0,124.4,4590.85,100.0,False,2022-07-01 11:06:40,RR1.00:10-11:214:825,intratrade_excursion,65.9,1383,548,834,1575.5,1451.1,4483.2,-448.5,0.0,0.0,0,0,0.0,0.0,0,,,,0,335
26,2021-07,2021-07-08 00:00:00,250.0,2500.0,100.0,True,50000.0,124.4,4590.85,100.0,False,2022-07-01 11:06:40,RR1.00:10-11:214:825,intratrade_excursion,65.9,1383,548,834,1575.5,1451.1,4483.2,-448.5,0.0,0.0,0,0,0.0,0.0,0,,,,0,335
27,2021-07,2021-07-08 00:00:00,250.0,2500.0,100.0,True,50000.0,124.4,4590.85,100.0,False,2022-07-01 11:06:40,RR1.00:10-11:214:825,intratrade_excursion,65.9,1383,548,834,1575.5,1451.1,4483.2,-448.5,0.0,0.0,0,0,0.0,0.0,0,,,,0,335
28,2021-07,2021-07-10 00:00:00,250.0,2500.0,100.0,True,50000.0,116.75,4525.45,100.0,False,2022-06-30 14:40:40,RR1.00:13-14:225:860,intratrade_excursion,63.75,1366,541,824,1550.0,1433.25,4417.8,-513.9,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
29,2021-07,2021-07-10 00:00:00,250.0,2500.0,100.0,True,50000.0,116.75,4525.45,100.0,False,2022-06-30 14:40:40,RR1.00:13-14:225:860,intratrade_excursion,63.75,1366,541,824,1550.0,1433.25,4417.8,-513.9,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
30,2021-07,2021-07-10 00:00:00,250.0,2500.0,100.0,True,50000.0,116.75,4525.45,100.0,False,2022-06-30 14:40:40,RR1.00:13-14:225:860,intratrade_excursion,63.75,1366,541,824,1550.0,1433.25,4417.8,-513.9,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
31,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
32,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
33,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
34,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
35,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
36,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
37,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
38,2021-07,2021-07-13 00:00:00,250.0,2500.0,100.0,True,50000.0,123.5,4442.65,100.0,False,2022-06-30 12:11:40,RR1.00:10-11:213:823,intratrade_excursion,35.0,1361,539,821,1551.5,1428.0,4335.0,-596.7,0.0,0.0,0,0,0.0,0.0,0,,,,0,334
39,2021-09,2021-09-10 00:00:00,250.0,2500.0,100.0,True,50000.0,139.0,4181.75,100.0,False,2022-06-16 21:48:40,RR1.00:21-22:220:781,intratrade_excursion,58.5,1081,431,649,1273.0,1134.0,4074.1,-686.65,0.0,0.0,0,0,0.0,0.0,0,,,,0,259
40,2022-02,2022-02-08 00:00:00,250.0,2500.0,100.0,True,50000.0,207.3,2851.2,100.0,False,2022-05-11 22:15:40,RR1.00:21-22:209:746,intratrade_excursion,-25.2,355,142,212,579.0,371.7,2743.55,-133.2,0.0,0.0,0,0,0.0,0.0,0,,,,0,72
41,2022-04,2022-04-13 00:00:00,250.0,2500.0,100.0,True,50000.0,-927.0,978.85,-1521.15,False,2022-05-11 20:05:40,RR1.00:16-17:341:936,intratrade_excursion,-1664.0,111,47,63,-811.5,115.5,871.2,-1664.0,0.0,0.0,0,0,0.0,0.0,0,,,,0,11
